quote_id,customer_id,product_name,session_id,quote_created_at,amount_requested_zar,term_months,monthly_instalment_zar,total_fees_interest_zar,total_repayable_zar,calculator_source
1061,1967,FASTA Repeat Customer Loan,2695,2025-07-30 19:01:42,505.31,1,641.75,136.44,641.75,agent
1062,1890,FASTA Cash Loan,2939,2026-06-02 08:04:47,15425.81,5,3749.57,3322.05,18747.86,app
1063,1754,FASTA Cash Loan,3575,2025-11-23 19:03:17,7650.77,1,,1563.84,9214.61,
1064,1815,,,2025-06-29 17:52:08,1553.33,5,373.75,315.4,1868.73,agent
1065,1024,FASTA Repeat Customer Loan,7522,2025-10-04 09:54:37,1558.34,2,947.79,337.24,1895.58,app
1066,647,,7119,2026-03-01 17:29:35,12548.38,6,2654.93,3381.18,15929.56,
1067,561,FASTA Repeat Customer Loan,4243,2025-02-11 09:55:41,1914.12,2,1215.74,517.36,2431.48,
1068,752,FASTA Repeat Customer Loan,,2025-08-31 22:05:24,2589.88,5,639.49,607.58,3197.46,agent
1069,1419,FASTA Cash Loan,,2025-08-06 11:44:12,3283.32,6,653.42,637.21,3920.53,agent
1070,540,,,2026-01-08 20:22:56,14836.8,1,18142.92,3306.12,18142.92,website
1071,1711,,6229,2026-02-15 17:13:18,480.73,5,121.06,124.57,,partner
1072,901,FASTA Cash Loan,,2026-01-04 18:58:40,3195.48,3,1299.55,703.16,3898.64,website
1073,1503,FASTA Repeat Customer Loan,1386,2025-03-25 20:50:31,7997.8,1,9702.04,1704.24,9702.04,website
1074,219,FASTA Cash Loan,,2026-03-03 15:34:51,1524.46,2,920.27,316.07,1840.53,
1075,248,FASTA Cash Loan,4908,2025-12-26 21:54:27,955.04,1,1144.37,,1144.37,
1076,35,FASTA Repeat Customer Loan,5288,2026-04-09 22:17:57,478.71,6,94.66,89.24,567.95,website
1077,687,FASTA Repeat Customer Loan,,2025-10-21 15:08:09,9883.88,4,3044.33,2293.43,12177.31,partner
1078,493,FASTA Cash Loan,4420,2025-08-12 18:32:12,3370.62,1,4286.9,916.28,4286.9,agent
1079,1968,FASTA Cash Loan,7621,2026-03-26 18:11:23,5173.86,4,1635.19,1366.89,6540.75,app
1080,935,FASTA Cash Loan,4738,2025-11-24 10:21:58,1508.27,5,377.92,381.31,1889.58,
1081,477,,7266,2025-09-20 19:34:47,1013.65,4,323.16,278.99,1292.64,agent
1082,149,FASTA Repeat Customer Loan,2318,2025-01-02 12:37:25,15745.52,2,9290.05,2834.59,18580.11,partner
1083,1527,FASTA Cash Loan,,2025-06-12 12:08:20,2534.01,5,647.99,705.96,3239.97,website
1084,1307,FASTA Repeat Customer Loan,4559,2025-11-27 19:45:49,3193.19,5,763.1,622.29,3815.48,
1085,53,,1526,2026-04-19 20:41:52,977.66,5,233.44,189.53,1167.19,
1086,1132,FASTA Cash Loan,2590,2026-01-06 15:38:06,12525.68,1,15872.26,3346.58,15872.26,
1087,1863,,,2025-08-15 15:37:13,1501.33,5,361.99,308.62,1809.95,website
1088,1686,FASTA Cash Loan,4912,2026-05-27 18:00:35,14401.32,2,9059.22,3717.12,,agent
1089,114,FASTA Cash Loan,5436,2025-07-14 13:42:42,982.49,6,208.72,269.83,1252.32,agent
1090,554,,4470,2025-09-24 11:26:53,2024.52,6,405.96,411.26,2435.78,
1091,1553,FASTA Cash Loan,3826,2025-08-29 19:48:10,8093.68,1,9589.1,1495.42,9589.1,
1092,557,FASTA Repeat Customer Loan,423,2025-11-09 20:12:48,1907.94,2,1189.94,471.93,2379.87,partner
1093,1939,,4517,2025-10-20 16:19:06,4808.72,6,974.6,1038.85,5847.57,agent
1094,1076,FASTA Repeat Customer Loan,4366,2025-07-06 07:24:30,1569.27,1,1877.87,308.6,1877.87,
1095,767,FASTA Cash Loan,15,2025-06-12 09:26:02,4889.82,4,1503.59,1124.53,6014.35,agent
1096,245,FASTA Repeat Customer Loan,3858,2025-01-26 14:01:01,1028.1,4,325.08,272.22,1300.32,partner
1097,1073,,2324,2026-06-04 17:08:18,1036.46,6,205.62,197.25,1233.71,app
1098,108,FASTA Repeat Customer Loan,2961,2025-09-21 07:47:03,11535.79,1,13998.19,2462.4,13998.19,partner
1099,741,FASTA Repeat Customer Loan,5395,2025-01-09 08:00:25,11940.95,6,2480.52,2942.2,14883.15,
1100,933,,5005,2025-07-01 21:49:39,2033.82,6,422.28,499.84,2533.66,
1101,1728,FASTA Cash Loan,7389,2025-11-29 08:11:42,2604.94,2,1630.96,656.98,3261.92,website
1102,1968,,2150,2025-03-31 09:27:03,9801.04,6,2086.02,2715.07,12516.11,agent
1103,584,,,2026-05-29 09:09:25,15230.77,1,19055.31,3824.54,19055.31,partner
1104,94,FASTA Repeat Customer Loan,7365,2025-03-15 22:08:52,521.82,5,125.17,104.02,625.84,
1105,1491,FASTA Repeat Customer Loan,3585,2025-04-26 16:16:02,4927.54,3,2052.78,1230.8,6158.34,
1106,510,FASTA Cash Loan,4292,2025-02-17 10:38:52,4980.32,2,3117.4,1254.49,6234.81,
1107,419,FASTA Repeat Customer Loan,1309,2025-02-02 19:11:35,495.67,6,102.46,119.1,614.77,website
1108,17,FASTA Cash Loan,2292,2025-06-19 10:38:36,14350.53,6,3031.26,3837.01,18187.54,agent
1109,1029,,6746,2026-04-21 16:58:38,12007.64,6,2504.01,3016.44,15024.08,partner
1110,1582,FASTA Repeat Customer Loan,3440,2025-12-15 10:41:36,14984.25,3,5925.93,2793.55,17777.8,
1111,1004,FASTA Cash Loan,3031,2025-01-17 18:19:26,3438.69,6,703.58,782.8,4221.49,app
1112,1352,FASTA Cash Loan,,2026-02-10 11:50:34,3230.38,1,3958.68,728.3,,
1113,1990,,1614,2026-01-28 11:16:14,3321.17,1,4160.42,839.25,4160.42,
1114,1734,,5087,2026-05-25 07:36:57,980.46,2,598.29,216.13,1196.59,website
1115,434,FASTA Cash Loan,5659,2025-06-13 09:02:55,14557.17,4,4587.73,3793.77,18350.94,website
1116,929,FASTA Repeat Customer Loan,4950,2025-06-26 13:05:56,4979.05,6,1045.11,1291.61,6270.66,partner
1117,1045,,4506,2026-04-02 12:08:29,2587.86,6,549.09,706.7,3294.56,app
1118,1450,,,2025-02-04 16:35:10,3334.14,2,2100.67,867.19,4201.33,
1119,1791,FASTA Cash Loan,,2025-07-17 20:39:38,976.04,5,242.56,236.76,1212.8,app
1120,1242,FASTA Repeat Customer Loan,2372,2025-05-16 22:18:34,997.03,2,613.05,229.07,1226.1,app
1121,1050,,6790,2025-12-06 21:42:02,1011.9,5,255.15,263.83,1275.73,
1122,1544,FASTA Cash Loan,,2026-04-24 10:33:43,11543.63,4,,2153.15,13696.78,agent
1123,301,FASTA Repeat Customer Loan,1683,2025-02-06 21:20:31,14424.94,4,4276.17,2679.75,17104.69,website
1124,1297,,6496,2025-04-11 09:43:10,1908.2,1,2358.78,450.58,2358.78,partner
1125,686,FASTA Repeat Customer Loan,7921,2026-05-22 11:21:17,11684.0,1,14744.25,3060.25,14744.25,website
1126,1582,FASTA Repeat Customer Loan,5683,2025-08-16 15:45:04,14295.89,4,4308.35,2937.51,17233.4,partner
1127,90,FASTA Repeat Customer Loan,5440,2025-02-25 17:21:27,1448.25,5,345.47,279.12,1727.37,agent
1128,1529,FASTA Repeat Customer Loan,4206,2026-05-07 15:38:03,15378.22,4,4879.98,4141.69,19519.91,partner
1129,715,FASTA Cash Loan,568,2026-03-16 22:54:52,1002.52,4,301.46,203.32,1205.84,partner
1130,836,FASTA Cash Loan,4451,2025-09-12 21:04:48,5220.33,2,3219.41,1218.49,6438.82,
1131,1194,,,2025-06-24 20:54:41,998.25,5,250.63,254.9,1253.15,agent
1132,691,FASTA Cash Loan,4259,2025-02-02 17:23:55,950.12,4,300.55,252.09,1202.21,
1133,810,FASTA Repeat Customer Loan,1887,2026-05-11 16:37:07,1000.71,1,1261.89,261.18,1261.89,agent
1134,743,,4918,2025-06-14 20:50:54,15579.67,1,18746.43,3166.76,18746.43,app
1135,16,FASTA Repeat Customer Loan,2648,2026-04-12 15:58:40,5028.29,1,6297.95,1269.66,6297.95,
1136,88,FASTA Cash Loan,,2026-05-10 15:42:19,2059.53,1,2597.53,538.0,2597.53,
1137,44,FASTA Repeat Customer Loan,7190,2025-09-15 09:40:56,4899.26,3,2025.06,1175.92,6075.18,
1138,1229,,3695,2026-04-20 19:03:11,1451.78,6,309.27,403.86,1855.64,
1139,676,FASTA Repeat Customer Loan,5965,2026-06-15 11:21:54,515.92,4,164.84,143.43,659.35,website
1140,1921,FASTA Repeat Customer Loan,2238,2025-03-13 11:56:56,14877.83,6,3164.61,4109.83,18987.66,app
1141,1527,,7997,2026-06-02 09:31:20,1455.86,5,367.6,382.15,1838.01,website
1142,1577,FASTA Cash Loan,3985,2025-08-22 18:57:48,1515.5,1,1923.79,408.29,1923.79,agent
1143,584,FASTA Cash Loan,2355,2025-03-21 08:29:00,2047.08,4,623.21,445.76,2492.84,website
1144,1210,FASTA Repeat Customer Loan,4764,2026-03-17 10:52:45,11592.18,5,2920.25,3009.09,14601.27,
1145,9,FASTA Cash Loan,6453,2025-11-03 18:27:36,3366.9,6,671.99,665.02,4031.92,
1146,819,FASTA Cash Loan,2459,2025-06-16 16:39:18,11793.62,6,2348.39,2296.72,14090.34,app
1147,46,FASTA Repeat Customer Loan,5998,2025-02-17 12:34:51,1462.22,6,292.79,294.53,,agent
1148,1957,,4143,2026-03-31 14:58:53,8187.82,2,4996.05,1804.28,,agent
1149,896,FASTA Cash Loan,6932,2025-12-26 18:43:46,5134.43,5,,1250.28,6384.71,app
1150,1076,,,2025-03-17 17:58:11,8026.65,2,5127.66,2228.67,10255.32,agent
1151,981,FASTA Cash Loan,852,2026-06-07 16:40:57,5045.47,5,1290.58,1407.41,6452.88,website
1152,1581,FASTA Repeat Customer Loan,,2025-10-25 18:22:46,953.96,4,297.75,237.02,1190.98,agent
1153,1743,FASTA Cash Loan,5529,2025-01-02 09:13:36,2017.55,1,2572.34,554.79,2572.34,
1154,703,FASTA Repeat Customer Loan,5381,2025-11-19 20:05:45,2444.53,4,769.94,,3079.77,
1155,640,,1825,2025-09-20 19:36:16,1466.58,2,867.09,267.59,,website
1156,1345,,477,2026-02-23 21:07:31,2432.88,2,1548.44,664.01,3096.89,agent
1157,1677,FASTA Repeat Customer Loan,6168,2025-04-29 11:49:26,3273.22,2,2065.56,857.89,4131.11,agent
1158,1592,,4283,2026-05-16 16:27:18,487.97,1,587.54,99.57,587.54,
1159,1134,,4106,2026-01-25 14:38:58,14603.22,5,3595.49,3374.24,17977.46,app
1160,905,FASTA Cash Loan,1814,2025-12-22 13:27:19,2405.18,4,728.26,507.86,2913.04,agent
1161,1611,,5192,2025-10-24 17:51:39,12318.38,1,14977.26,2658.88,14977.26,partner
1162,719,FASTA Cash Loan,7378,2025-12-05 09:52:44,2561.1,3,1067.62,641.76,3202.86,
1163,613,FASTA Cash Loan,7000,2025-01-27 20:03:09,8031.03,6,1685.45,2081.66,10112.69,website
1164,1444,,4254,2025-06-12 10:33:55,1033.56,3,417.74,219.66,1253.22,partner
1165,1170,,3000,2025-01-10 07:49:20,7981.39,4,2467.17,1887.31,9868.7,
1166,273,,3785,2025-02-09 11:38:18,11749.31,3,4977.44,3183.01,14932.32,
1167,1268,FASTA Cash Loan,6355,2026-01-27 11:14:36,1029.9,3,433.83,271.58,1301.48,
1168,366,,2580,2025-10-13 10:30:56,1440.93,5,363.72,377.67,1818.6,app
1169,688,FASTA Cash Loan,728,2026-01-25 17:07:21,2618.78,3,1098.81,677.66,3296.44,partner
1170,1374,FASTA Cash Loan,4632,2025-04-12 16:45:37,510.32,6,108.69,141.83,652.15,
1171,1684,FASTA Repeat Customer Loan,1540,2025-08-13 13:05:37,12138.02,5,3005.97,2891.84,15029.86,partner
1172,221,,,2025-04-03 21:53:55,7657.86,1,9576.31,1918.45,9576.31,app
1173,1330,FASTA Cash Loan,,2026-06-01 17:04:14,5048.73,2,3053.52,1058.3,6107.03,website
1174,19,FASTA Cash Loan,4716,2025-02-02 09:04:12,1469.84,2,903.85,337.87,1807.71,app
1175,1652,FASTA Repeat Customer Loan,3390,2025-06-21 10:44:56,14751.99,1,17620.62,2868.63,17620.62,website
1176,1186,,2466,2026-03-30 09:54:58,10330.46,4,3123.37,2163.03,12493.49,website
1177,1406,,666,2025-02-07 13:09:08,1553.32,5,369.37,293.55,,
1178,1723,FASTA Cash Loan,,2025-09-14 20:23:34,971.07,3,383.78,180.27,1151.34,app
1179,653,,1465,2025-10-06 21:01:52,2528.43,4,763.97,527.43,3055.86,
1180,1305,,3031,2026-06-12 15:29:57,502.46,4,155.21,118.4,620.86,agent
1181,16,,1282,2026-05-06 11:39:03,11519.96,5,2886.2,2911.05,14431.01,agent
1182,1438,FASTA Cash Loan,,2026-03-20 19:39:43,12597.57,4,3935.69,3145.21,15742.78,app
1183,1967,FASTA Cash Loan,5360,2025-10-15 13:10:20,1425.25,2,867.86,310.47,1735.72,agent
1184,1403,FASTA Cash Loan,2342,2025-07-28 20:21:19,5069.88,4,1503.11,942.55,6012.43,website
1185,808,,591,2025-12-03 10:29:22,4833.54,3,1935.3,972.35,5805.89,partner
1186,1580,FASTA Repeat Customer Loan,554,2025-03-27 13:48:01,1466.94,1,1865.37,398.43,1865.37,partner
1187,1713,FASTA Cash Loan,4013,2025-07-17 22:37:00,3207.08,4,994.03,769.04,,app
1188,1895,FASTA Repeat Customer Loan,7308,2025-05-30 16:39:26,7767.92,6,1551.21,1539.37,9307.29,partner
1189,836,FASTA Repeat Customer Loan,6114,2025-01-17 12:22:48,500.72,5,126.0,129.26,629.98,agent
1190,1218,FASTA Cash Loan,1067,2025-01-07 21:56:27,11999.15,4,3718.88,2876.39,14875.54,agent
1191,771,FASTA Cash Loan,3888,2026-01-26 13:36:41,11803.14,2,7266.49,2729.84,14532.98,partner
1192,563,FASTA Repeat Customer Loan,2403,2026-05-10 17:50:52,3295.19,2,1995.8,696.42,3991.61,agent
1193,797,FASTA Repeat Customer Loan,5992,2025-10-01 09:17:20,5085.16,5,1219.36,1011.65,6096.81,partner
1194,1433,FASTA Cash Loan,,2026-03-03 14:11:57,11839.1,3,4891.55,2835.56,14674.66,
1195,811,FASTA Repeat Customer Loan,,2026-02-02 21:03:17,7736.16,6,1631.42,2052.33,9788.49,agent
1196,1913,FASTA Repeat Customer Loan,,2025-03-22 16:54:21,9574.96,4,2970.23,2305.96,11880.92,partner
1197,1781,FASTA Repeat Customer Loan,5593,2025-09-29 13:00:50,2495.49,2,1504.77,514.05,3009.54,agent
1198,1354,FASTA Cash Loan,6046,2025-03-19 13:30:18,1478.62,5,362.53,334.04,1812.66,website
1199,1205,FASTA Repeat Customer Loan,4253,2026-03-12 09:04:08,2072.96,6,408.67,379.05,2452.01,website
1200,1431,FASTA Repeat Customer Loan,6456,2026-05-22 18:16:19,14642.02,6,3003.85,,18023.07,website
1201,835,,5908,2026-03-01 15:55:12,3434.9,4,1095.93,948.81,4383.71,
1202,1889,FASTA Repeat Customer Loan,,2025-01-26 16:08:35,3392.93,2,2089.84,786.76,4179.69,
1203,833,FASTA Cash Loan,1304,2026-01-16 19:04:39,10479.36,3,4124.48,1894.07,12373.43,app
1204,2,,3440,2026-04-27 19:49:22,8239.8,6,1746.07,2236.64,10476.44,
1205,139,FASTA Cash Loan,7605,2026-05-05 21:49:33,9541.61,6,2027.01,2620.48,12162.09,partner
1206,159,FASTA Cash Loan,,2025-04-03 15:31:01,2487.86,2,1532.2,576.53,,app
1207,511,FASTA Repeat Customer Loan,175,2025-03-22 17:58:15,2621.45,2,1558.49,495.54,3116.99,app
1208,1230,FASTA Cash Loan,1393,2026-04-17 07:24:05,479.03,6,98.78,113.67,592.7,partner
1209,1237,FASTA Repeat Customer Loan,4629,2025-01-15 12:53:25,2424.73,5,595.54,552.96,2977.69,
1210,468,,7697,2026-05-17 13:13:58,1903.09,2,1198.69,494.3,2397.39,website
1211,666,FASTA Repeat Customer Loan,2105,2025-04-22 18:41:51,2549.24,6,521.05,577.04,3126.28,app
1212,865,FASTA Cash Loan,823,2026-01-15 07:14:15,1980.82,1,2425.67,444.85,2425.67,app
1213,1009,FASTA Repeat Customer Loan,3613,2025-12-07 20:36:35,2474.96,5,619.63,623.18,3098.14,app
1214,1824,FASTA Cash Loan,,2025-06-06 07:46:56,8003.16,5,2048.11,2237.38,10240.54,
1215,1055,FASTA Repeat Customer Loan,3517,2026-02-16 19:49:21,14392.25,1,17549.18,,17549.18,website
1216,741,,4393,2026-01-02 18:09:08,499.6,6,98.36,90.55,590.15,agent
1217,152,FASTA Cash Loan,6514,2025-03-15 07:19:55,4770.81,4,1460.86,1072.62,5843.43,app
1218,608,FASTA Cash Loan,7514,2026-03-25 10:13:46,9795.45,1,12022.75,2227.3,12022.75,
1219,69,,6888,2026-03-20 17:00:00,8045.9,5,1965.03,1779.25,9825.15,
1220,925,FASTA Cash Loan,1727,2026-01-30 10:02:48,8231.67,6,,2115.14,10346.81,partner
1221,1534,FASTA Repeat Customer Loan,624,2025-12-28 11:51:29,15400.89,5,3681.87,3008.46,,
1222,1429,FASTA Cash Loan,2491,2025-11-08 17:03:17,1996.76,5,496.53,485.91,2482.67,partner
1223,15,FASTA Repeat Customer Loan,7777,2025-09-06 14:24:23,479.59,3,197.75,113.66,593.25,partner
1224,560,FASTA Cash Loan,1611,2026-05-04 10:06:55,1004.25,4,321.28,280.88,1285.13,partner
1225,1750,,5159,2026-02-08 18:02:20,2098.89,1,2668.81,569.92,2668.81,app
1226,833,FASTA Cash Loan,6415,2026-03-02 17:53:58,10012.65,2,6249.08,2485.52,12498.17,website
1227,1116,,4758,2025-11-06 15:46:17,14276.31,6,2880.62,3007.39,17283.7,website
1228,694,,2254,2025-04-14 10:39:44,1460.04,6,288.41,270.41,1730.45,app
1229,1078,FASTA Cash Loan,1783,2025-10-21 21:28:09,9557.8,4,,2377.53,11935.33,website
1230,1679,FASTA Cash Loan,7737,2025-04-13 08:10:49,5090.11,2,3170.55,1250.98,6341.09,agent
1231,1175,,5920,2026-03-21 11:51:15,11489.3,2,7147.61,2805.92,14295.22,app
1232,700,FASTA Repeat Customer Loan,1968,2026-01-05 20:19:44,15169.18,5,3829.28,3977.23,19146.41,app
1233,1570,FASTA Repeat Customer Loan,3166,2025-11-14 09:16:46,475.63,2,300.45,125.27,600.9,website
1234,289,FASTA Repeat Customer Loan,4279,2025-11-08 20:56:15,1490.45,4,454.77,328.63,1819.08,partner
1235,1341,,2139,2025-11-29 16:47:17,11479.57,6,2287.24,2243.87,13723.44,
1236,626,FASTA Cash Loan,3642,2025-07-28 15:54:24,980.17,5,248.79,263.76,1243.93,agent
1237,1557,FASTA Cash Loan,3721,2025-01-17 21:11:59,962.44,2,612.15,261.85,1224.29,website
1238,870,FASTA Cash Loan,1673,2025-03-25 19:50:13,14801.19,6,3041.57,3448.25,18249.44,app
1239,1794,FASTA Cash Loan,3466,2025-05-17 11:19:31,515.64,4,163.05,136.55,652.19,agent
1240,1708,,,2026-01-09 13:34:15,2054.92,1,2607.44,552.52,2607.44,website
1241,1143,,4642,2026-04-22 16:31:07,1516.75,5,383.59,401.22,1917.97,
1242,499,FASTA Cash Loan,6182,2026-05-10 09:04:19,1970.38,5,469.19,375.55,2345.93,app
1243,1105,FASTA Cash Loan,1684,2026-03-23 15:17:58,11496.49,1,14691.72,3195.23,14691.72,website
1244,256,,5641,2025-01-21 18:18:32,3398.52,6,681.42,690.01,4088.53,partner
1245,1627,FASTA Repeat Customer Loan,2915,2025-01-10 16:07:29,3338.0,5,852.09,922.47,4260.47,website
1246,1764,FASTA Repeat Customer Loan,1489,2025-03-01 22:48:10,515.61,1,619.08,103.47,619.08,website
1247,160,,5378,2025-12-09 20:14:34,2599.18,3,1086.45,660.17,3259.35,app
1248,561,FASTA Repeat Customer Loan,508,2025-09-07 19:48:52,12059.52,5,2898.96,2435.3,14494.82,app
1249,1845,FASTA Repeat Customer Loan,4986,2025-06-15 13:22:06,971.02,4,307.91,260.63,,
1250,1500,,,2026-05-19 18:39:34,1491.08,4,454.15,325.52,1816.6,app
1251,979,FASTA Repeat Customer Loan,2099,2026-01-17 12:50:43,2392.92,3,978.36,542.16,2935.08,partner
1252,977,FASTA Repeat Customer Loan,2761,2025-06-24 11:46:32,2609.91,6,522.87,527.29,3137.2,partner
1253,1843,FASTA Cash Loan,3834,2025-05-26 15:23:03,11710.16,5,2916.57,2872.7,14582.86,
1254,1201,FASTA Repeat Customer Loan,,2025-01-20 21:15:07,4764.89,2,2999.34,,5998.68,app
1255,1820,,1355,2026-03-04 07:20:03,4986.92,3,2090.75,1285.34,6272.26,app
1256,269,FASTA Repeat Customer Loan,7822,2026-01-13 21:00:32,506.57,1,646.31,139.74,646.31,app
1257,854,FASTA Repeat Customer Loan,1103,2025-11-19 17:44:46,7964.17,5,1901.39,1542.79,9506.96,
1258,532,,4141,2025-12-16 09:06:05,5173.35,6,1097.43,1411.21,6584.56,app
1259,1982,FASTA Cash Loan,645,2026-04-30 16:07:23,10044.66,3,4231.15,2648.79,12693.45,agent
1260,935,FASTA Repeat Customer Loan,3319,2026-05-29 20:14:57,11766.89,2,7498.37,3229.84,14996.73,app
1261,1640,FASTA Repeat Customer Loan,5122,2025-07-30 20:02:06,5025.85,1,6313.87,1288.02,6313.87,partner
1262,213,FASTA Repeat Customer Loan,152,2025-01-01 19:12:49,2025.39,2,1254.14,482.88,2508.27,website
1263,1988,FASTA Repeat Customer Loan,3827,2025-01-11 16:02:21,7747.66,1,9400.24,1652.58,9400.24,website
1264,1179,,7541,2025-09-18 16:22:38,8131.59,5,2030.7,2021.89,10153.48,website
1265,961,,2091,2026-04-28 19:58:52,2448.03,4,764.66,610.6,3058.63,
1266,1977,,7866,2025-08-10 22:42:33,-2389.12,5,593.56,578.67,2967.79,app
1267,1084,FASTA Repeat Customer Loan,1435,2025-08-04 18:52:32,11811.76,5,2819.49,2285.68,14097.44,website
1268,168,FASTA Repeat Customer Loan,2761,2026-05-30 14:17:41,2402.07,5,605.58,625.85,3027.92,agent
1269,33,,6642,2025-06-23 14:33:16,-1933.84,2,,353.14,2286.98,website
1270,1924,FASTA Repeat Customer Loan,7230,2025-08-29 21:30:55,1442.72,2,878.09,313.46,1756.18,website
1271,1784,FASTA Cash Loan,3067,2026-05-27 12:08:41,1036.44,5,248.27,204.89,1241.33,partner
1272,343,FASTA Repeat Customer Loan,7853,2026-04-11 12:39:38,2604.31,2,1615.36,626.41,3230.72,agent
1273,1619,FASTA Cash Loan,,2026-05-19 21:49:02,15061.06,6,3135.27,3750.59,18811.65,
1274,953,FASTA Repeat Customer Loan,,2025-06-02 09:09:22,502.97,4,157.4,126.62,629.59,
1275,1042,FASTA Repeat Customer Loan,6948,2026-01-26 09:55:57,2549.42,1,3168.76,619.34,3168.76,agent
1276,1887,,839,2025-12-22 07:24:54,1010.56,1,1281.44,270.88,1281.44,website
1277,1735,FASTA Cash Loan,4122,2026-04-10 16:38:52,2088.09,3,826.09,390.17,2478.26,website
1278,110,FASTA Repeat Customer Loan,4418,2026-04-18 20:21:41,1528.49,6,324.56,418.86,1947.35,app
1279,1250,,7871,2026-04-03 07:42:30,1032.42,5,252.49,230.04,1262.46,
1280,1200,FASTA Cash Loan,5593,2025-09-07 16:24:00,2079.01,1,2629.1,550.09,2629.1,website
1281,1324,FASTA Cash Loan,5201,2025-04-18 15:38:43,15373.49,6,3248.19,4115.65,19489.14,website
1282,1205,,4179,2026-06-05 07:13:08,477.86,1,594.35,116.49,594.35,agent
1283,701,FASTA Repeat Customer Loan,7428,2025-09-18 13:43:55,7944.72,1,9610.41,1665.69,9610.41,app
1284,86,FASTA Cash Loan,7648,2025-04-09 12:30:21,-15387.81,5,3773.87,3481.55,18869.36,app
1285,672,FASTA Repeat Customer Loan,,2025-11-08 13:31:43,2563.0,5,632.88,601.38,,
1286,1871,FASTA Repeat Customer Loan,3142,2025-11-01 08:01:39,4767.45,4,1496.25,1217.56,5985.01,website
1287,1112,FASTA Cash Loan,3020,2025-08-17 17:30:29,9610.92,6,1897.33,1773.06,11383.98,agent
1288,1586,FASTA Cash Loan,357,2026-01-18 16:48:57,2591.91,6,517.74,514.56,3106.47,website
1289,884,,2317,2025-02-27 08:57:57,1031.82,2,641.28,250.73,1282.55,
1290,1600,,4486,2025-09-29 07:02:24,10039.11,5,2511.14,2516.58,12555.69,
1291,1537,FASTA Cash Loan,3877,2025-05-07 14:00:45,14502.68,2,9131.84,3761.01,18263.69,
1292,206,FASTA Cash Loan,6566,2025-06-06 14:08:17,510.1,1,623.78,113.68,623.78,app
1293,671,FASTA Cash Loan,7567,2026-03-08 19:27:08,496.12,2,299.92,103.72,599.84,agent
1294,984,FASTA Cash Loan,3295,2025-05-24 14:40:51,1024.75,5,248.14,215.95,1240.7,app
1295,373,FASTA Cash Loan,3041,2025-09-26 22:20:09,15382.21,5,3894.76,4091.61,19473.82,app
1296,200,,,2025-06-19 13:45:28,509.84,1,627.07,117.23,,website
1297,1109,FASTA Cash Loan,,2025-06-13 18:08:44,2435.52,4,748.74,559.43,2994.95,app
1298,1484,,4844,2026-03-13 19:05:21,11409.0,1,,2464.72,13873.72,website
1299,1353,,5291,2026-05-23 11:55:18,4999.5,5,1251.78,1259.41,,agent
1300,829,FASTA Cash Loan,,2025-10-15 18:55:27,2620.06,4,787.57,530.2,3150.26,website
1301,486,FASTA Cash Loan,6555,2025-03-13 19:56:59,1024.19,2,638.21,252.24,1276.43,
1302,758,FASTA Cash Loan,5327,2025-04-22 09:19:19,7716.47,2,4814.84,1913.2,,partner
1303,1518,FASTA Repeat Customer Loan,6061,2025-09-18 14:49:54,7720.57,1,9150.32,1429.75,9150.32,partner
1304,116,FASTA Repeat Customer Loan,2600,2025-02-25 21:44:50,3151.18,4,1005.77,871.9,4023.08,
1305,1450,,3156,2025-11-03 19:16:35,11817.51,6,2381.66,,14289.98,
1306,578,FASTA Repeat Customer Loan,4088,2025-08-11 16:06:51,520.25,5,131.53,,657.67,partner
1307,136,,7126,2025-02-14 13:30:42,1039.92,6,206.31,197.91,1237.83,agent
1308,1277,,2166,2025-07-15 14:30:37,12507.28,6,2535.18,2703.82,15211.1,
1309,211,FASTA Repeat Customer Loan,3820,2025-03-03 14:17:14,510.46,1,644.45,133.99,644.45,app
1310,1507,FASTA Cash Loan,,2025-11-26 20:42:27,503.96,2,321.97,139.97,643.93,
1311,457,,,2025-01-07 16:23:06,8311.83,2,,2281.66,10593.49,
1312,876,FASTA Cash Loan,2932,2025-06-26 12:54:40,15162.34,4,4630.43,3359.4,18521.74,website
1313,1754,,6774,2025-11-21 17:59:28,9817.08,3,3962.58,2070.67,11887.75,agent
1314,131,FASTA Cash Loan,5656,2026-03-17 10:38:25,1436.2,5,338.95,258.57,1694.77,app
1315,1925,,1708,2025-06-18 12:33:39,1556.37,5,370.96,298.42,1854.79,
1316,1191,FASTA Repeat Customer Loan,7070,2025-09-08 11:30:32,1434.3,4,429.74,284.66,1718.96,app
1317,680,FASTA Cash Loan,3369,2026-02-11 10:57:42,5112.69,5,1207.38,924.23,6036.92,partner
1318,1854,FASTA Repeat Customer Loan,,2025-03-03 17:53:15,12094.79,6,2459.58,2662.71,14757.5,app
1319,954,FASTA Cash Loan,2172,2026-05-29 11:50:03,2391.98,4,761.8,655.22,,agent
1320,586,FASTA Repeat Customer Loan,5070,2025-07-19 17:08:01,4807.67,1,5702.5,894.83,5702.5,website
1321,273,,,2025-07-29 22:46:04,1494.44,3,624.44,378.87,1873.31,agent
1322,895,,2365,2026-01-19 22:34:51,2586.13,6,541.67,663.89,3250.02,website
1323,885,FASTA Cash Loan,,2025-12-05 17:15:09,979.72,1,1210.47,230.75,1210.47,
