payment_id,loan_id,schedule_id,payment_date,payment_amount_zar,payment_method,payment_status,bank_reference,naedo_run_id
959,867,8543,2026-04-30,1370.16,Card,FAILED,,
960,14,1611,2025-11-08,3629.7,Debit Order,REVERSED,,NAEDO-740718
961,1743,8220,2026-01-19,1155.93,debit order,REVERSED,BANKREF-96856985,
962,627,6472,2026-07-03,4190.18,Cash Deposit,PENDING,BANKREF-07957510,
963,1378,6656,20250715,560.42,debit order,SUCCESS,BANKREF-55854330,
964,532,3619,2025-04-19,1318.74,debit order,FAILED,BANKREF-84833082,
965,619,7518,2025-02-05,1648.34,Card,failed,BANKREF-00718615,
966,42,8846,2026-07-07,657.16,Debit Order,success,BANKREF-84742647,NAEDO-843363
967,1565,6365,2026-06-29,1288.94,Card,failed,BANKREF-57318655,NAEDO-805346
968,1658,1818,2025-09-09,313.15,debit order,PENDING,BANKREF-19073401,
969,954,6899,2026-01-28,3430.79,Cash Deposit,FAILED,BANKREF-93414759,NAEDO-907613
970,1210,5641,2025-12-31,1685.46,Cash Deposit,FAILED,BANKREF-69067375,
971,1670,408,2025-09-27,302.57,Debit Order,failed,BANKREF-82742159,
972,30,4563,2026-02-18,835.99,Manual EFT,FAILED,BANKREF-47454007,NAEDO-668653
973,475,6313,2026-01-09,3861.64,Debit Order,REVERSED,BANKREF-66711684,
974,362,2597,2025-04-24,4750.5,Cash Deposit,failed,BANKREF-16479229,
975,377,3084,23 Mar 2026,2882.88,debit order,REVERSED,BANKREF-46768975,
976,484,7267,27 Oct 2025,4955.4,Debit Order,REVERSED,BANKREF-03020124,NAEDO-312621
977,837,1773,2026-02-01,3900.9,Card,success,BANKREF-32117050,NAEDO-395489
978,1086,4521,20251228,4894.14,Debit Order,SUCCESS,BANKREF-76661780,NAEDO-445916
979,1390,1413,2026-02-08,3984.86,Cash Deposit,SUCCESS,BANKREF-58300832,
980,81,1028,04-07-2026,3200.44,debit order,success,BANKREF-29560370,
981,490,110,2026-07-24,933.65,debit order,FAILED,BANKREF-32901485,NAEDO-341724
982,1498,1162,2025-05-15,3819.68,Debit Order,FAILED,BANKREF-72527377,
983,1422,6454,2026-03-15,1383.34,debit order,FAILED,BANKREF-48140791,NAEDO-301512
984,1780,7675,2025-09-30,1865.84,Card,success,BANKREF-48759169,
985,1011,8859,2025-04-29,2188.92,Manual EFT,REVERSED,BANKREF-62677785,
986,88,4895,2025-07-21,4858.24,debit order,FAILED,BANKREF-26162427,
987,1172,5133,2025-06-26,4287.81,Debit Order,REVERSED,BANKREF-56623176,
988,1652,2201,2025-07-15,462.59,Manual EFT,FAILED,BANKREF-46064034,NAEDO-108716
989,1765,6049,2026-04-06,684.18,Manual EFT,PENDING,BANKREF-38589333,
990,935,8849,2025-06-22,2486.01,Debit Order,PENDING,BANKREF-97948722,
991,749,8706,2026-07-14,4818.25,Debit Order,SUCCESS,,NAEDO-758498
992,849,,09-18-2025,596.02,Manual EFT,SUCCESS,BANKREF-69210801,
993,1210,7032,2025-07-09,3066.52,debit order,FAILED,,NAEDO-499828
994,1330,956,2025-04-16,720.46,Card,SUCCESS,BANKREF-76368325,NAEDO-599078
995,973,3987,2026-02-02,3433.4,debit order,PENDING,BANKREF-05765063,
996,432,1588,2025-02-15,4431.37,debit order,failed,BANKREF-11239980,NAEDO-349515
997,1468,6156,2025-12-18,4665.05,Debit Order,success,BANKREF-42270935,
998,246,5844,2026-06-25,3172.12,debit order,PENDING,BANKREF-31549643,
999,74,4051,2026-05-19,1054.29,debit order,REVERSED,BANKREF-13682724,
1000,1298,569,2025-05-08,2305.79,Card,success,BANKREF-03219528,
1001,144,33,2025-07-03,3980.23,Debit Order,success,BANKREF-77647187,NAEDO-600250
1002,139,5693,2025-12-21,793.83,debit order,SUCCESS,BANKREF-82563852,
1003,464,8360,2025-06-10,304.57,debit order,REVERSED,BANKREF-35508825,
1004,1759,3439,2025-10-15,2499.44,debit order,SUCCESS,BANKREF-13543477,
1005,289,4297,2025-06-26,3812.83,debit order,SUCCESS,BANKREF-64287645,
1006,978,7892,2025-02-12,1875.73,Debit Order,REVERSED,BANKREF-41442402,
1007,1533,,2025-02-18,856.06,Cash Deposit,FAILED,BANKREF-15922546,NAEDO-539493
1008,141,837,2026-07-22,1747.16,Card,PENDING,BANKREF-43020610,NAEDO-515201
1009,924,785,2026-06-24,4553.39,debit order,FAILED,BANKREF-51713136,
1010,828,3412,2025-03-22,4410.17,Debit Order,FAILED,BANKREF-46538568,
1011,1202,2324,2025-11-28,3494.09,debit order,REVERSED,,
1012,463,1993,2026-05-20,2250.4,Card,REVERSED,BANKREF-57589052,
1013,1488,6768,2025-05-17,880.66,Manual EFT,REVERSED,,
1014,1390,8161,2025-04-24,2387.83,Card,REVERSED,,
1015,171,7532,2026-07-29,908.61,Card,failed,BANKREF-61041215,
1016,1792,5779,2026-03-10,3547.4,Debit Order,FAILED,BANKREF-98671136,
1017,780,7602,2025-10-12,3443.13,debit order,SUCCESS,BANKREF-62126038,NAEDO-847835
1018,1492,3225,2025-10-08,1480.41,debit order,REVERSED,BANKREF-00434835,NAEDO-808200
1019,1595,6962,2025-12-31,3591.98,Card,REVERSED,BANKREF-43188064,
1020,1343,2746,2025-03-30,3801.07,Manual EFT,FAILED,BANKREF-03548331,
1021,1158,,2025-06-28,425.67,Debit Order,failed,BANKREF-08708831,
1022,1301,7923,2026-04-18,1404.77,Card,failed,BANKREF-25181246,NAEDO-500511
1023,981,7164,16 Feb 2025,3374.96,Card,SUCCESS,BANKREF-15303477,NAEDO-335650
1024,1633,2003,2026-05-06,-3402.24,Card,PENDING,BANKREF-37416536,NAEDO-373223
1025,1705,1991,2025-11-21,3239.96,debit order,success,BANKREF-09533856,NAEDO-475070
1026,264,3776,2026-06-12,2501.79,Debit Order,FAILED,,
1027,769,8781,20 Sep 2026,2300.38,Cash Deposit,failed,BANKREF-48099922,
1028,1735,1766,2025-07-25,4635.04,debit order,failed,BANKREF-86038135,NAEDO-645595
1029,1108,3201,2025-07-12,1146.33,Card,SUCCESS,BANKREF-61533819,
1030,1072,1044,2025-07-06,4364.49,Debit Order,FAILED,BANKREF-52372730,
1031,939,4650,2025-11-21,2310.26,Manual EFT,failed,BANKREF-79262888,NAEDO-754681
1032,395,8712,2025-09-27,4536.42,debit order,SUCCESS,BANKREF-79136743,
1033,826,6629,2026-08-02,639.8,Card,REVERSED,BANKREF-19547951,
1034,1070,2840,2025-12-26,1243.83,Card,success,BANKREF-12718541,NAEDO-335355
1035,648,5812,2025-09-20,951.3,Cash Deposit,REVERSED,BANKREF-84973856,NAEDO-166622
1036,1342,7966,2025-03-14,4275.23,debit order,success,BANKREF-56788288,NAEDO-599261
1037,44,5377,2025-11-01,979.51,debit order,SUCCESS,BANKREF-28923831,NAEDO-392643
1038,1699,925,2026-07-29,1217.5,Cash Deposit,failed,BANKREF-71293409,
1039,1560,5042,2025-06-26,2749.11,Card,SUCCESS,BANKREF-72994745,
1040,732,1041,2025-06-14,4158.66,Cash Deposit,FAILED,BANKREF-72170987,
1041,786,5043,2026-07-04,3924.7,Debit Order,FAILED,BANKREF-62602001,NAEDO-240327
1042,1088,4074,2025-05-24,4890.33,Debit Order,SUCCESS,BANKREF-94194668,
1043,603,2893,2025-02-06,-2850.49,Card,PENDING,BANKREF-10113533,
1044,249,3803,2026-05-02,-3113.87,Card,REVERSED,BANKREF-23433631,NAEDO-682243
1045,718,6445,2026-05-28,655.5,Card,failed,BANKREF-50629084,
1046,1590,603,20251004,2580.54,Card,PENDING,BANKREF-55275943,
1047,648,2806,2026-04-01,1204.51,Debit Order,PENDING,BANKREF-95322071,
1048,1042,,21/04/2025,1378.17,Cash Deposit,SUCCESS,BANKREF-04875789,NAEDO-261121
1049,919,3906,2025-12-01,1083.56,debit order,SUCCESS,BANKREF-13399452,
1050,366,631,2026-03-20,4251.06,Debit Order,failed,BANKREF-53238519,NAEDO-927223
1051,436,,2025-12-18,3611.33,debit order,SUCCESS,BANKREF-07076666,
1052,1191,2967,2025-05-18,1171.31,Cash Deposit,FAILED,BANKREF-07287497,
1053,1473,389,2026-03-30,2901.27,Card,success,BANKREF-70911042,
1054,1737,7789,2025-09-21,1204.71,Cash Deposit,PENDING,,
1055,1503,2391,2026-03-30,516.06,debit order,REVERSED,BANKREF-71588227,
1056,1792,3927,2025-04-19,4839.29,Debit Order,REVERSED,BANKREF-10564690,NAEDO-680359
1057,2,,2025-04-21,3797.93,Debit Order,REVERSED,BANKREF-21227458,
1058,1205,6304,2026-10-28,4053.02,Card,REVERSED,BANKREF-78370344,NAEDO-386499
1059,1217,4680,2025-09-20,1477.34,Cash Deposit,success,BANKREF-99753653,
1060,355,4254,2025-12-24,2149.37,Cash Deposit,PENDING,BANKREF-43387885,
1061,1512,1996,18 Mar 2025,2067.35,debit order,PENDING,BANKREF-45773054,NAEDO-248602
1062,16,4242,2025-08-08,3210.11,Card,failed,BANKREF-82704660,
1063,522,6833,2026-04-24,4541.85,Manual EFT,SUCCESS,BANKREF-63363126,
1064,1431,,2025-03-22,1707.88,Cash Deposit,FAILED,BANKREF-66419516,
1065,389,480,2026-01-23,1659.12,Manual EFT,FAILED,BANKREF-21015629,NAEDO-807921
1066,985,3937,2026-04-24,1285.75,debit order,success,BANKREF-63798427,
1067,354,3196,2025-03-14,-4596.42,Debit Order,PENDING,BANKREF-83048426,
1068,540,5985,2025-07-05,1958.19,debit order,FAILED,BANKREF-98833454,
1069,1368,1004,2026-07-02,1576.48,Manual EFT,success,BANKREF-76817715,
1070,1729,8942,2026-03-13,1842.04,Card,failed,BANKREF-56833940,NAEDO-899052
1071,857,8359,2026-05-12,871.01,Cash Deposit,PENDING,BANKREF-58717710,
1072,1473,2891,2025-02-27,3242.78,debit order,PENDING,BANKREF-31799614,
1073,1019,5232,2026-06-16,4274.61,Card,failed,BANKREF-08718377,NAEDO-303206
1074,1088,1948,2025-10-08,2761.69,Card,failed,BANKREF-45671006,
1075,391,,2026-05-19,1599.27,Card,failed,BANKREF-23048635,
1076,838,4009,2025-11-18,835.27,Debit Order,failed,BANKREF-23206752,
1077,1543,2571,2025-09-15,2048.52,Card,failed,BANKREF-24690197,
1078,708,5108,2025-09-22,1311.11,Cash Deposit,PENDING,BANKREF-34064401,NAEDO-454236
1079,1443,6834,2025-05-01,3824.82,Cash Deposit,REVERSED,BANKREF-25329288,NAEDO-694986
1080,1553,2103,2026-10-15,457.78,Debit Order,success,BANKREF-00645175,NAEDO-926151
1081,162,3264,2025-12-27,1290.49,Manual EFT,SUCCESS,BANKREF-97955591,NAEDO-110914
1082,334,4125,2026-03-07,4199.09,debit order,PENDING,BANKREF-45206038,
1083,1016,4847,2025-10-23,4272.67,Debit Order,PENDING,BANKREF-13843680,NAEDO-378492
1084,1280,5772,2025-05-30,1997.02,debit order,REVERSED,,NAEDO-498755
1085,796,2493,2026-06-02,3438.85,debit order,failed,BANKREF-63161806,NAEDO-601935
1086,1718,6995,2026-06-05,2359.01,Card,success,BANKREF-71013710,NAEDO-511057
1087,1213,,2025-09-28,3743.8,Manual EFT,REVERSED,BANKREF-85009434,
1088,940,4709,2025-10-03,4961.7,Cash Deposit,SUCCESS,BANKREF-63996102,
1089,1270,2778,2025-11-05,1677.27,Cash Deposit,failed,BANKREF-41893391,
1090,1246,6067,2025-05-20,2739.58,Cash Deposit,success,,NAEDO-252011
1091,527,4462,2026-11-14,3397.88,Cash Deposit,SUCCESS,BANKREF-65750352,
1092,103,647,2025-05-03,4483.94,Card,success,BANKREF-35638122,NAEDO-327892
1093,28,4312,2026-04-26,2363.91,Debit Order,FAILED,BANKREF-86779209,
1094,954,837,2026-02-18,3302.65,Cash Deposit,SUCCESS,,
1095,1643,4075,2026-07-27,551.13,Cash Deposit,SUCCESS,BANKREF-54934075,NAEDO-738212
1096,498,7736,2025-03-28,1639.34,Card,success,BANKREF-95526601,
1097,1261,7901,2025-12-11,1193.61,Debit Order,FAILED,BANKREF-01698722,
1098,1131,2999,2025-03-25,1857.62,Debit Order,REVERSED,BANKREF-89634850,
1099,1159,8870,2026-06-18,1411.84,debit order,SUCCESS,BANKREF-26543421,
1100,1188,7610,2025-05-09,2446.35,Manual EFT,SUCCESS,BANKREF-86636029,
1101,993,6372,20260111,1899.9,Manual EFT,success,BANKREF-66446047,
1102,373,7804,2025-08-13,3140.72,Debit Order,SUCCESS,BANKREF-26879102,
1103,364,5380,2026-08-09,2213.47,debit order,failed,BANKREF-10127237,
1104,626,8269,2025-12-16,2012.52,Debit Order,failed,BANKREF-58122492,
1105,1297,4217,2026-05-24,1076.26,debit order,PENDING,BANKREF-54537178,
1106,17,1075,2025-06-28,626.24,Cash Deposit,PENDING,BANKREF-58144311,NAEDO-751114
1107,988,2342,2026-04-03,3358.22,Card,failed,BANKREF-04686075,NAEDO-638965
1108,223,5929,2025-03-20,476.49,Card,failed,BANKREF-09023560,NAEDO-893681
1109,1352,6151,2026-05-14,2538.45,debit order,FAILED,BANKREF-34680390,
1110,1166,,2025-12-08,1429.95,Debit Order,REVERSED,BANKREF-01560531,NAEDO-408787
1111,1645,807,2026-11-27,3564.85,Debit Order,REVERSED,BANKREF-12478017,
1112,65,5818,2026-05-03,2586.66,Debit Order,PENDING,BANKREF-99685530,
1113,12,7655,2025-09-25,3972.58,Card,success,BANKREF-76181480,NAEDO-490768
1114,1696,8826,2025-06-13,2396.33,Cash Deposit,failed,,
1115,1709,1137,2026-07-16,-1248.17,Debit Order,REVERSED,BANKREF-95790780,NAEDO-108765
1116,999,623,2025-06-01,-4378.61,Debit Order,failed,BANKREF-50305088,
1117,1761,2459,2026-06-03,2776.46,Card,SUCCESS,BANKREF-34922177,
1118,97,8406,24 Jun 2025,1917.51,Manual EFT,PENDING,BANKREF-05820145,NAEDO-217244
1119,1278,986,2026-06-19,4186.8,debit order,success,,
1120,81,7323,24 Jul 2025,1700.17,Debit Order,REVERSED,BANKREF-18267397,NAEDO-625477
1121,1309,1294,03-31-2025,3826.62,Card,PENDING,BANKREF-05680293,
1122,28,4565,2025-05-25,726.85,Card,failed,BANKREF-20911117,NAEDO-513287
1123,1468,6587,2025-02-06,266.6,Cash Deposit,success,BANKREF-97477736,
1124,1008,,2026-01-10,1072.32,Debit Order,PENDING,BANKREF-29239233,NAEDO-366699
1125,1350,8214,2026-06-07,383.69,Debit Order,failed,BANKREF-52948441,
1126,667,2039,2025-05-08,2865.84,Manual EFT,FAILED,BANKREF-26326211,NAEDO-702353
1127,648,1822,2026-01-27,2926.21,Card,FAILED,,
1128,647,4014,2025-06-12,2084.5,Cash Deposit,REVERSED,BANKREF-19969053,
1129,967,2592,2025-11-17,1769.47,Debit Order,success,BANKREF-79852481,
1130,1665,7046,2026-08-18,871.89,debit order,REVERSED,BANKREF-41976482,
1131,55,7650,2025-06-27,4527.01,Card,SUCCESS,BANKREF-22224304,
1132,740,5776,08-05-2025,2005.04,Card,PENDING,BANKREF-06843757,
1133,657,2283,2026-03-16,3375.99,Debit Order,failed,BANKREF-10898779,NAEDO-964421
1134,1612,2573,2025-02-04,1639.51,Cash Deposit,failed,BANKREF-91373520,
1135,685,8572,2025-06-17,3498.84,Manual EFT,success,BANKREF-76268774,NAEDO-386251
1136,1751,7070,2026-03-19,4281.76,Cash Deposit,PENDING,BANKREF-80206075,
1137,1180,1828,07-26-2026,2427.81,Debit Order,FAILED,BANKREF-67291137,
1138,477,7385,2025-02-27,2576.5,debit order,success,BANKREF-99970879,
1139,871,1249,2025-10-24,3761.55,debit order,FAILED,BANKREF-52966154,
1140,1470,7194,13 Apr 2025,3134.66,Cash Deposit,REVERSED,,
1141,28,5736,2025-08-20,1367.75,Cash Deposit,REVERSED,BANKREF-61477212,NAEDO-387470
1142,1011,73,2025-11-01,2529.06,Manual EFT,failed,BANKREF-80932339,NAEDO-142307
1143,1250,4808,2026-03-20,876.6,Card,REVERSED,BANKREF-19481477,NAEDO-801212
1144,997,1180,20250925,1086.66,Manual EFT,success,BANKREF-24027279,NAEDO-440276
1145,1603,6194,2025-04-01,388.5,Debit Order,success,BANKREF-65715800,NAEDO-782939
1146,543,948,2025-03-03,4355.3,Card,failed,BANKREF-39595532,NAEDO-109143
1147,357,90,2025-04-21,1491.54,Debit Order,FAILED,BANKREF-67780738,NAEDO-537593
1148,467,,2025-06-17,537.67,Card,REVERSED,BANKREF-14230764,NAEDO-835139
1149,1069,2391,2026-07-29,1603.34,debit order,failed,BANKREF-07252781,
1150,1383,7965,2025-08-30,2632.19,Debit Order,PENDING,BANKREF-35238019,
1151,964,1721,2025-09-22,1562.41,Cash Deposit,PENDING,BANKREF-73916952,NAEDO-664950
1152,368,,05-12-2026,4374.11,Manual EFT,REVERSED,BANKREF-44477188,
1153,396,8023,2025-11-23,1466.89,debit order,success,BANKREF-37690873,
1154,290,6935,2025-07-28,3565.84,Debit Order,success,BANKREF-68482333,NAEDO-710220
1155,628,7298,2025-09-18,2473.09,Card,REVERSED,BANKREF-46881070,NAEDO-446086
1156,1378,6131,2025-04-07,3452.36,debit order,PENDING,BANKREF-44950227,NAEDO-615782
1157,1470,4275,2025-10-03,825.75,debit order,REVERSED,,
1158,993,4319,2025-10-20,1878.8,Manual EFT,PENDING,BANKREF-86248091,NAEDO-746001
1159,367,8428,2026-02-10,4740.75,Cash Deposit,PENDING,BANKREF-61301756,
1160,1158,5495,2025-11-23,971.14,Cash Deposit,FAILED,BANKREF-05466613,
1161,699,429,2025-08-05,1581.03,Cash Deposit,failed,BANKREF-83201521,
1162,430,6482,2025-04-21,425.06,Manual EFT,REVERSED,BANKREF-81048044,NAEDO-327757
1163,328,5021,2025-12-05,3743.36,Debit Order,success,BANKREF-41434925,
1164,293,4547,2025-11-27,4736.96,Cash Deposit,PENDING,BANKREF-69184871,
1165,794,7616,2025-09-16,3609.21,Debit Order,SUCCESS,BANKREF-65555882,NAEDO-723366
1166,659,6350,2026-02-25,-3270.92,Manual EFT,success,BANKREF-23347130,NAEDO-580281
1167,423,406,01-19-2026,3239.55,Card,REVERSED,BANKREF-25120074,NAEDO-715529
1168,1473,7817,2026-02-08,4233.54,debit order,failed,BANKREF-64605424,
1169,762,1906,2025-12-27,1368.5,Debit Order,success,BANKREF-10517770,
1170,484,5780,2026-06-26,710.08,Card,FAILED,BANKREF-79844733,NAEDO-277589
1171,906,2733,2026-07-20,-3434.16,Debit Order,REVERSED,BANKREF-92569150,NAEDO-766582
1172,546,5730,2026-07-05,2891.86,Cash Deposit,SUCCESS,BANKREF-37867873,
1173,254,1357,2025-12-03,4717.51,debit order,PENDING,BANKREF-42747239,NAEDO-685613
1174,1061,8896,2026-03-08,4510.74,Card,SUCCESS,BANKREF-06976930,
1175,1729,5724,2026-04-25,4071.83,Card,REVERSED,BANKREF-13527159,NAEDO-759527
1176,798,4045,2025-08-18,2232.93,Card,REVERSED,BANKREF-80566274,
1177,1287,4985,2025-07-09,4072.05,Card,SUCCESS,,NAEDO-896590
1178,887,5557,2026-06-04,3715.84,debit order,PENDING,BANKREF-72952514,
1179,1535,2703,2025-07-01,2791.08,Manual EFT,PENDING,BANKREF-25547257,
1180,687,712,2025-10-18,4161.14,debit order,FAILED,BANKREF-38325903,
1181,1419,,2025-02-07,479.45,Debit Order,failed,BANKREF-17508720,
1182,159,3096,2025-12-26,3050.6,debit order,failed,BANKREF-24740957,NAEDO-217184
1183,121,2315,2025-11-29,3354.88,debit order,success,BANKREF-79176655,
1184,1724,58,2026-10-16,4907.3,Debit Order,failed,BANKREF-86163401,NAEDO-536073
1185,474,6370,2025-06-20,4364.91,debit order,success,BANKREF-22415196,
1186,431,8917,2025-05-25,2548.37,Debit Order,FAILED,BANKREF-98589904,NAEDO-428272
1187,1651,8237,2025-07-02,2541.99,Cash Deposit,success,BANKREF-53830099,
1188,1092,,2025-02-04,2983.94,Card,REVERSED,BANKREF-36809232,
1189,71,2423,2026-04-26,1274.47,Card,success,BANKREF-60231673,NAEDO-375993
1190,709,390,2026-03-04,2215.4,Cash Deposit,failed,BANKREF-53435496,NAEDO-677398
1191,955,319,2025-09-05,2462.34,Cash Deposit,SUCCESS,BANKREF-48875973,NAEDO-992047
1192,121,1884,2026-07-06,2722.59,debit order,SUCCESS,BANKREF-90735232,
1193,645,1456,2025-03-08,2298.31,Debit Order,failed,,NAEDO-922897
1194,1447,,2026-02-16,2757.91,Manual EFT,success,BANKREF-63178505,NAEDO-100736
1195,617,2048,20251211,3863.63,Manual EFT,PENDING,BANKREF-47300380,
1196,1669,1483,2026-01-13,211.99,Debit Order,success,BANKREF-65068276,NAEDO-833514
1197,1101,8568,2025-06-04,4517.4,Manual EFT,PENDING,BANKREF-97605540,
1198,969,5816,2025-06-07,4677.16,Cash Deposit,success,BANKREF-24029946,NAEDO-351276
1199,1737,6907,2026-03-25,4277.71,Debit Order,REVERSED,,NAEDO-961824
1200,1320,6442,2026-07-01,-1070.77,Manual EFT,success,BANKREF-44220432,
1201,876,6414,2025-06-17,4055.7,Debit Order,REVERSED,BANKREF-51790811,
1202,123,2730,2026-01-31,3931.64,Cash Deposit,FAILED,BANKREF-83391377,
1203,887,8050,2026-01-19,2492.83,debit order,FAILED,BANKREF-62258061,NAEDO-652972
1204,993,140,12-07-2025,4239.53,Card,FAILED,BANKREF-74500717,
1205,619,8470,2026-01-29,3833.89,debit order,FAILED,BANKREF-01031127,
1206,614,7258,2025-07-30,4219.67,Debit Order,success,BANKREF-23663385,
1207,1176,3435,2026-06-17,1792.81,Cash Deposit,PENDING,BANKREF-22455604,
1208,1053,5163,2025-12-03,3165.6,Cash Deposit,success,,NAEDO-556686
1209,1413,6331,2026-03-06,2672.33,Debit Order,failed,BANKREF-03609611,
1210,229,3082,2026-06-21,3859.25,Card,PENDING,BANKREF-85660177,NAEDO-990166
1211,765,7110,2025-02-03,1547.48,Debit Order,failed,BANKREF-76976296,
1212,47,7735,13/04/2026,3437.22,Card,FAILED,BANKREF-42485771,
1213,544,,2026-02-24,1294.47,Debit Order,SUCCESS,BANKREF-37790688,
1214,293,1777,2025-02-23,2960.27,Manual EFT,success,BANKREF-40040940,NAEDO-686049
1215,867,1454,2026-06-17,1185.11,Debit Order,SUCCESS,BANKREF-14791250,NAEDO-250668
1216,1088,6481,2025-05-09,4909.2,Debit Order,success,BANKREF-99239941,NAEDO-674074
1217,251,96,2026-04-22,4708.02,Card,FAILED,BANKREF-83982366,
1218,838,395,2026-01-31,4064.25,debit order,success,BANKREF-76219242,NAEDO-968609
1219,1231,5204,2025-03-01,3181.88,Card,success,BANKREF-02401103,
1220,1444,1120,2026-04-25,4363.87,Cash Deposit,failed,BANKREF-52120173,
1221,586,,2025-11-12,3700.34,Debit Order,REVERSED,BANKREF-36493802,
1222,962,2278,2026-12-12,449.04,Cash Deposit,PENDING,BANKREF-79580484,
1223,495,6825,2025-07-13,919.81,debit order,FAILED,BANKREF-72958795,NAEDO-993593
1224,1543,2565,2025-05-24,3479.23,Card,REVERSED,BANKREF-95824480,
1225,1636,8963,2025-03-19,1312.4,Debit Order,success,BANKREF-01864698,
1226,578,959,2026-03-12,2221.76,Cash Deposit,SUCCESS,BANKREF-97601705,
1227,390,7068,2025-08-03,4079.19,debit order,PENDING,BANKREF-49721589,NAEDO-778612
1228,866,3141,2026-07-13,2642.37,Cash Deposit,failed,BANKREF-42502148,
1229,231,6000,2025-09-10,2451.39,Cash Deposit,FAILED,BANKREF-87121899,
1230,1695,8250,20250828,2654.31,debit order,FAILED,BANKREF-89592905,NAEDO-283085
1231,1318,7739,2026-03-12,4031.54,debit order,REVERSED,BANKREF-13833785,NAEDO-209240
1232,1546,2276,2025-08-22,4204.82,Manual EFT,SUCCESS,BANKREF-81723228,
1233,1143,1592,2025-11-04,2816.15,Cash Deposit,success,BANKREF-17204227,NAEDO-775870
1234,871,1746,2025-10-19,4766.7,Card,SUCCESS,BANKREF-62154621,
1235,1560,7769,2025-03-17,2182.72,Manual EFT,SUCCESS,BANKREF-79270587,NAEDO-839289
1236,211,1369,2026-04-16,1527.35,Manual EFT,REVERSED,BANKREF-25987142,
1237,1486,8884,2025-05-22,2260.34,Manual EFT,SUCCESS,BANKREF-54431706,
1238,1602,7998,2025-11-21,3211.78,Manual EFT,success,BANKREF-32557460,
1239,540,,2026-05-02,-1047.56,Debit Order,SUCCESS,BANKREF-70796250,NAEDO-374220
1240,1705,8118,2026-07-24,1487.81,Debit Order,success,BANKREF-57583273,
1241,513,2971,2026-03-06,-2876.67,Debit Order,SUCCESS,BANKREF-67438630,
1242,1780,5284,2025-10-29,1488.7,Card,success,BANKREF-58124525,NAEDO-695095
1243,219,3741,2026-03-12,226.29,Cash Deposit,failed,BANKREF-39924527,
1244,1321,2326,2025-06-27,1909.54,Debit Order,success,BANKREF-55748867,
1245,1769,3472,2026-10-24,1089.29,Card,FAILED,BANKREF-70654352,
1246,1779,4867,16 Jun 2025,4712.87,Cash Deposit,SUCCESS,,NAEDO-191809
1247,695,4438,10-06-2025,1177.76,Manual EFT,FAILED,BANKREF-02110921,
1248,1383,8731,2025-09-22,1823.94,Cash Deposit,success,BANKREF-30054554,NAEDO-774938
1249,1161,1582,2026-06-17,4530.34,Card,REVERSED,BANKREF-62485229,
1250,884,384,03/05/2025,2023.67,Debit Order,SUCCESS,,
1251,447,2620,2026-06-11,3033.77,Card,SUCCESS,BANKREF-50581358,
1252,997,6208,2025-06-20,2577.05,Manual EFT,success,BANKREF-95935793,NAEDO-557385
1253,1726,8247,2025-02-17,843.73,Card,SUCCESS,BANKREF-28175449,
1254,517,4506,2025-02-06,2304.02,debit order,REVERSED,BANKREF-61650829,
1255,385,1415,2025-07-26,1115.31,Manual EFT,REVERSED,,
1256,1620,428,2025-09-26,1666.12,Manual EFT,FAILED,,
1257,892,2048,2025-12-06,-1044.6,Manual EFT,PENDING,BANKREF-55036647,
1258,624,6975,2026-07-30,2367.27,Card,success,BANKREF-22133230,
1259,713,2740,2025-11-05,3266.28,Card,failed,BANKREF-31143708,NAEDO-427917
1260,786,5930,2025-03-03,2834.16,Card,failed,BANKREF-36165346,
1261,1795,7931,2026-05-08,3428.38,Debit Order,FAILED,BANKREF-50935267,NAEDO-328330
1262,524,7995,2026-01-15,4408.23,Cash Deposit,failed,BANKREF-68030173,
1263,236,4017,2025-12-20,4921.69,Card,FAILED,BANKREF-46405572,
1264,1792,3279,2026-02-17,4079.13,debit order,REVERSED,BANKREF-82592250,NAEDO-378271
1265,945,2695,2025-12-07,4175.03,Cash Deposit,failed,BANKREF-31634950,
1266,251,4156,2025-07-09,400.49,debit order,failed,BANKREF-29843515,NAEDO-261288
1267,177,,22/05/2025,4518.2,Cash Deposit,REVERSED,BANKREF-41129116,
1268,471,2566,2026-02-18,2721.79,debit order,REVERSED,BANKREF-03335632,
1269,344,2936,2026-03-05,4470.33,Debit Order,success,BANKREF-71486967,
1270,1663,,05-02-2025,3822.88,Card,SUCCESS,BANKREF-94805982,NAEDO-378292
1271,1778,3752,2025-11-26,4550.61,Card,PENDING,BANKREF-03632734,NAEDO-119686
1272,625,1257,2025-12-16,4791.58,Cash Deposit,FAILED,BANKREF-26638538,NAEDO-783620
1273,1199,,2026-01-07,1470.7,debit order,REVERSED,BANKREF-65712803,
1274,331,8903,2025-10-16,4838.38,Cash Deposit,failed,BANKREF-51968141,NAEDO-414623
1275,369,4944,2026-04-03,3855.75,Manual EFT,REVERSED,BANKREF-23577910,NAEDO-231010
1276,1543,3147,2026-07-14,665.32,Card,PENDING,BANKREF-83805771,NAEDO-338087
1277,588,2552,2025-08-05,2493.54,Card,success,BANKREF-47502569,NAEDO-776451
1278,958,7150,2026-01-09,1738.68,Cash Deposit,failed,BANKREF-14306729,
1279,1037,6584,2025-09-22,325.02,Card,SUCCESS,BANKREF-77712670,
