credit_check_id,application_id,bureau_name,credit_score,risk_band,enquiry_result,checked_at,adverse_listings_count,total_open_accounts,total_judgements
345,2803,TransUnion,462,VERY_HIGH,FAIL,2026-04-18 11:28:39,1,11,3
346,568,Demo Credit Bureau,806,LOW,PASS,2026-05-14 21:17:31,3,9,0
347,2868,Demo Credit Bureau,798,low,Fail,2025-07-21 22:25:42,4,3,2
348,2360,,740,Low,Fail,2026-04-07 18:27:13,1,10,
349,1074,,468,VERY_HIGH,PASS,2025-12-11 22:06:20,0,14,
350,342,Experian,325,HIGH,ERROR,2025-10-19 15:08:36,0,15,2
351,2691,Compuscan,493,HIGH,FAIL,2025-05-26 22:48:10,5,7,
352,428,Experian,,HIGH,ERROR,2025-09-05 08:23:15,5,4,1
353,1746,,626,MEDIUM,FAIL,2025-02-06 17:54:13,3,14,1
354,118,Compuscan,307,HIGH,pass,2025-05-18 09:22:45,,15,2
355,1676,TransUnion,529,VERY_HIGH,Fail,2026-04-05 07:16:17,4,7,0
356,1558,Demo Credit Bureau,723,Low,Fail,2025-11-02 19:18:26,5,6,3
357,1356,Experian,801,LOW,pass,2025-11-29 11:45:47,,1,0
358,1554,Compuscan,641,MEDIUM,FAIL,2026-04-14 20:03:54,1,1,1
359,770,,665,Low,FAIL,2026-04-08 13:33:17,0,10,0
360,2219,,623,MEDIUM,PASS,2025-10-20 19:53:19,,,0
361,264,,449,VERY_HIGH,pass,2025-12-12 21:53:50,3,15,1
362,521,Compuscan,646,MEDIUM,Fail,2025-12-01 08:38:40,2,11,1
363,1412,Experian,371,HIGH,PASS,2026-02-26 17:44:28,5,6,2
364,1133,,392,VERY_HIGH,pass,2026-04-26 18:13:39,,10,1
365,740,Compuscan,348,VERY_HIGH,ERROR,2026-03-23 08:22:26,2,3,2
366,266,Demo Credit Bureau,,HIGH,REFER,2025-01-16 13:38:07,0,,
367,1492,,413,HIGH,Fail,2026-01-29 11:10:16,,3,1
368,1654,Experian,300,HIGH,REFER,2025-04-02 22:11:27,0,11,2
369,1080,Demo Credit Bureau,731,LOW,ERROR,2025-01-11 15:40:25,3,3,3
370,1930,TransUnion,,,PASS,2025-01-23 16:32:20,5,9,1
371,2910,Demo Credit Bureau,712,Low,ERROR,2026-04-25 16:11:41,1,4,1
372,229,Experian,341,HIGH,FAIL,2025-10-27 10:16:39,1,10,1
373,1682,TransUnion,766,Low,ERROR,2025-11-29 14:37:00,0,11,2
374,1674,TransUnion,725,low,Fail,2025-12-10 16:04:51,,4,2
375,1848,TransUnion,344,VERY_HIGH,REFER,2025-12-02 14:04:09,3,7,0
376,2983,Compuscan,780,Low,PASS,2026-06-02 11:53:01,4,0,2
377,3052,Experian,410,HIGH,pass,2025-07-05 17:32:26,3,7,1
378,2948,Demo Credit Bureau,351,HIGH,pass,2025-03-21 14:46:42,0,5,
379,2190,Demo Credit Bureau,752,LOW,REFER,2026-04-28 14:05:28,4,0,2
380,2909,Demo Credit Bureau,532,HIGH,pass,2025-03-25 15:32:19,3,3,1
381,823,TransUnion,837,low,PASS,2025-05-07 09:31:00,2,1,1
382,1779,,710,low,REFER,2025-04-08 10:08:58,0,4,0
383,981,TransUnion,504,VERY_HIGH,pass,2025-11-06 19:53:46,,11,3
384,1838,Experian,669,Low,FAIL,2025-01-09 20:44:21,3,8,0
385,236,Experian,,MEDIUM,REFER,2025-06-26 22:42:52,4,9,2
386,3142,Compuscan,303,HIGH,ERROR,2025-10-04 14:50:47,2,5,1
387,1693,Experian,716,LOW,ERROR,2025-05-12 11:54:33,,3,1
388,2088,TransUnion,,VERY_HIGH,FAIL,2025-08-14 10:15:14,1,5,1
389,907,TransUnion,579,VERY_HIGH,REFER,2025-08-14 15:27:43,,4,
390,1323,Experian,650,low,FAIL,2026-02-10 09:42:54,,2,2
391,1191,TransUnion,668,Low,pass,2025-01-23 10:19:51,,5,2
392,758,,574,VERY_HIGH,pass,2025-07-18 11:29:55,0,1,0
393,2598,TransUnion,747,low,Fail,2025-01-28 20:25:41,3,9,3
394,2759,,404,HIGH,pass,2025-12-27 19:37:11,4,2,3
395,3138,TransUnion,570,VERY_HIGH,REFER,2025-08-24 15:30:09,3,3,3
396,183,Demo Credit Bureau,465,VERY_HIGH,pass,2025-10-19 07:02:09,3,4,2
397,2579,TransUnion,530,VERY_HIGH,pass,2025-04-24 19:02:29,3,3,0
398,2343,Experian,678,Low,PASS,2025-11-13 07:38:54,0,12,3
399,2176,Demo Credit Bureau,528,HIGH,Fail,2025-09-22 21:39:44,,9,2
400,833,Demo Credit Bureau,,low,FAIL,2026-04-22 22:21:35,5,9,0
401,1134,TransUnion,796,Low,ERROR,2025-02-07 08:08:28,0,0,
402,1833,Experian,645,MEDIUM,PASS,2025-03-13 09:08:36,2,9,3
403,318,Experian,471,HIGH,pass,2025-03-01 21:24:23,,8,2
404,1142,TransUnion,340,HIGH,PASS,2025-11-20 18:56:35,5,,3
405,2381,TransUnion,573,HIGH,PASS,2025-06-28 15:41:05,1,5,3
406,455,,421,VERY_HIGH,Fail,2025-05-23 11:09:11,4,2,3
407,1755,TransUnion,433,HIGH,pass,2026-04-20 10:21:51,3,9,2
408,469,TransUnion,564,HIGH,pass,2026-05-05 08:39:06,2,7,3
409,1575,,824,Low,PASS,2025-01-27 07:15:27,5,9,3
410,1706,,486,HIGH,FAIL,2025-06-20 14:52:41,4,4,3
411,2629,TransUnion,350,VERY_HIGH,Fail,2025-10-21 09:52:37,0,14,2
412,2045,Experian,526,HIGH,FAIL,2025-12-23 22:36:40,0,0,3
413,2019,Compuscan,704,Low,ERROR,2026-04-15 13:06:19,3,6,0
414,1505,,401,VERY_HIGH,PASS,2025-04-27 14:27:33,0,1,
415,1672,Experian,381,HIGH,REFER,2025-05-23 17:26:42,0,13,2
416,1088,,596,MEDIUM,pass,2025-07-24 22:31:16,5,14,3
417,793,TransUnion,505,HIGH,FAIL,2025-07-03 12:48:53,4,14,3
418,2148,TransUnion,410,VERY_HIGH,REFER,2025-09-26 16:20:46,,12,
419,2497,TransUnion,515,VERY_HIGH,pass,2025-01-09 22:56:42,3,2,3
420,2831,Demo Credit Bureau,386,VERY_HIGH,PASS,2025-12-15 10:56:42,4,7,
421,561,TransUnion,420,HIGH,REFER,2025-08-04 11:09:05,1,5,2
422,2529,Compuscan,543,VERY_HIGH,REFER,2026-06-14 20:17:20,5,13,3
423,1603,,816,LOW,ERROR,2025-07-07 21:02:08,5,13,1
424,3131,TransUnion,713,Low,pass,2025-04-29 11:07:27,,14,
425,2923,Compuscan,845,low,pass,2025-04-04 13:15:31,5,11,1
426,3032,,429,HIGH,pass,2025-01-01 17:06:15,5,15,2
427,1615,Demo Credit Bureau,816,low,ERROR,2025-08-12 07:22:45,2,0,
428,752,Compuscan,466,HIGH,PASS,2025-06-16 17:51:40,5,0,
429,966,,514,HIGH,PASS,2025-05-17 21:28:41,0,4,0
430,560,TransUnion,541,VERY_HIGH,FAIL,2026-04-14 13:03:13,3,0,0
431,2189,Experian,600,MEDIUM,pass,2025-09-28 13:20:12,1,,0
432,2824,Compuscan,409,HIGH,PASS,2026-03-11 18:06:41,2,,1
433,1940,,720,LOW,PASS,2025-07-14 08:41:10,1,7,3
434,1035,Compuscan,,low,Fail,2026-03-05 22:37:52,,2,1
435,1911,TransUnion,362,VERY_HIGH,pass,2025-02-17 14:08:39,,0,3
436,1398,Experian,614,MEDIUM,REFER,2025-05-25 21:18:58,3,3,2
437,1618,Experian,822,low,FAIL,2025-08-01 22:25:15,3,14,3
438,708,Compuscan,702,low,ERROR,2025-04-27 16:58:27,1,14,3
439,323,,734,Low,REFER,2026-02-01 10:55:59,1,9,2
440,3085,Demo Credit Bureau,611,MEDIUM,pass,2025-06-22 15:37:26,1,1,3
441,68,Compuscan,587,MEDIUM,FAIL,2026-01-01 20:13:04,1,12,3
442,3132,Experian,814,LOW,PASS,2026-06-11 09:22:10,1,10,2
443,2206,TransUnion,381,HIGH,pass,2025-04-29 15:20:30,0,1,2
444,2034,,402,HIGH,PASS,2026-05-11 12:01:17,3,11,0
445,3108,,769,Low,ERROR,2025-06-24 21:02:20,0,15,1
446,2089,Compuscan,781,Low,pass,2025-09-10 08:00:48,,3,1
447,1099,Demo Credit Bureau,740,LOW,PASS,2025-09-29 07:42:02,5,7,
448,636,Experian,596,MEDIUM,FAIL,2026-04-14 17:49:57,1,8,0
449,2033,,756,LOW,ERROR,2026-03-18 21:19:08,1,13,2
450,3070,TransUnion,,low,PASS,2025-03-11 10:37:39,3,12,1
451,3146,Compuscan,412,VERY_HIGH,ERROR,2026-03-23 13:58:30,5,6,3
452,1889,Experian,816,LOW,PASS,2025-02-15 07:35:07,,2,3
453,2956,Demo Credit Bureau,551,VERY_HIGH,PASS,2025-11-03 12:03:57,,7,
454,2544,Compuscan,328,HIGH,ERROR,2026-02-14 14:58:26,1,0,
455,2573,Experian,439,VERY_HIGH,pass,2025-08-03 09:20:08,4,,1
456,1576,,,HIGH,PASS,2025-02-25 15:17:26,1,14,2
457,114,Experian,689,LOW,pass,2025-03-10 13:03:45,5,5,0
458,1327,,367,HIGH,ERROR,2026-02-03 19:25:47,1,1,2
459,1043,Compuscan,469,HIGH,pass,2025-02-08 11:40:46,5,11,
460,2807,Compuscan,838,low,PASS,2025-09-21 12:36:52,5,15,0
461,2530,Demo Credit Bureau,525,VERY_HIGH,FAIL,2025-06-13 09:13:50,5,10,2
462,2866,Demo Credit Bureau,521,VERY_HIGH,REFER,2025-11-13 07:37:48,4,6,1
463,1536,Demo Credit Bureau,649,MEDIUM,Fail,2025-07-12 07:44:08,0,,
464,1881,Demo Credit Bureau,536,VERY_HIGH,Fail,2026-05-18 17:45:51,2,9,2
465,2884,Demo Credit Bureau,330,HIGH,FAIL,2025-09-10 17:25:35,4,14,2
466,1883,Experian,635,MEDIUM,pass,2025-07-13 10:18:08,0,3,2
467,2663,TransUnion,659,Low,Fail,2026-01-09 13:06:29,3,15,0
468,2081,,310,VERY_HIGH,FAIL,2026-05-24 11:51:15,0,,1
469,1706,Compuscan,,Low,pass,2025-12-02 14:33:11,4,1,1
470,2942,Demo Credit Bureau,594,MEDIUM,Fail,2025-04-30 21:09:03,4,7,1
471,2248,,343,VERY_HIGH,REFER,2025-08-28 15:19:48,1,14,
472,1874,,744,LOW,FAIL,2026-03-05 09:34:05,1,4,1
473,1162,Demo Credit Bureau,657,Low,REFER,2026-05-29 09:57:25,4,10,0
474,1294,TransUnion,436,VERY_HIGH,REFER,2026-04-15 21:21:01,4,5,2
475,1302,Demo Credit Bureau,355,VERY_HIGH,PASS,2025-05-22 19:10:15,2,5,1
476,3044,Experian,,HIGH,Fail,2025-04-28 14:32:29,2,1,1
477,1874,Compuscan,586,MEDIUM,REFER,2025-03-10 12:27:20,2,9,1
478,2650,TransUnion,419,VERY_HIGH,ERROR,2025-10-27 09:51:33,,2,
479,1275,,620,MEDIUM,ERROR,2025-04-08 22:11:48,3,,3
480,1680,Demo Credit Bureau,332,HIGH,REFER,2026-03-05 15:33:21,2,3,0
481,435,Compuscan,302,VERY_HIGH,pass,2025-08-25 08:32:01,4,12,2
482,870,Demo Credit Bureau,574,HIGH,FAIL,2026-03-04 21:10:40,2,14,0
483,934,Demo Credit Bureau,447,VERY_HIGH,PASS,2025-08-12 16:52:01,2,4,0
484,498,Compuscan,841,LOW,pass,2026-01-20 18:16:22,2,15,0
485,543,,,VERY_HIGH,pass,2025-09-09 18:52:38,3,15,
486,2900,,,Low,pass,2025-06-25 08:55:49,2,,3
487,2117,Demo Credit Bureau,467,VERY_HIGH,PASS,2025-04-30 18:41:02,,,
488,2447,Demo Credit Bureau,481,HIGH,ERROR,2026-06-13 08:01:38,4,12,
489,1872,Experian,557,HIGH,FAIL,2025-07-23 12:24:48,1,,0
490,1389,Compuscan,748,LOW,ERROR,2025-05-09 19:10:29,5,15,
491,44,,330,VERY_HIGH,PASS,2025-08-12 12:25:15,2,6,2
492,1886,Demo Credit Bureau,639,MEDIUM,PASS,2025-11-29 17:28:10,2,14,1
493,1016,,673,LOW,PASS,2025-11-15 22:46:14,2,10,
494,1060,,,,REFER,2025-06-02 15:05:23,,0,2
495,313,TransUnion,496,HIGH,ERROR,2025-04-16 12:11:55,3,2,2
496,133,Demo Credit Bureau,483,VERY_HIGH,pass,2025-10-11 19:01:35,0,1,
497,954,,629,MEDIUM,PASS,2025-01-20 17:35:31,2,4,0
498,1179,Demo Credit Bureau,394,VERY_HIGH,REFER,2026-05-22 14:55:46,2,9,1
499,3014,Compuscan,689,LOW,REFER,2025-01-05 17:03:01,2,4,0
500,2382,Experian,738,Low,REFER,2025-10-21 10:28:47,0,0,1
501,2995,,463,VERY_HIGH,FAIL,2025-10-25 17:12:46,1,10,1
502,2865,TransUnion,650,LOW,REFER,2025-12-21 12:07:31,1,3,0
503,3118,Demo Credit Bureau,650,low,PASS,2025-02-08 13:49:51,2,5,
504,409,,749,low,REFER,2026-04-24 19:10:54,1,4,
505,76,Experian,431,HIGH,Fail,2025-03-29 08:46:22,,3,
506,2975,TransUnion,381,HIGH,ERROR,2025-05-29 08:33:42,1,11,0
507,2743,Demo Credit Bureau,761,low,PASS,2025-06-06 11:59:18,0,3,0
508,2497,,634,MEDIUM,REFER,2025-01-04 18:36:58,,5,1
509,1026,Demo Credit Bureau,692,Low,Fail,2025-04-07 14:38:29,,2,1
510,305,Compuscan,380,VERY_HIGH,ERROR,2026-01-14 14:54:28,1,11,2
511,3070,,602,MEDIUM,PASS,2026-04-19 13:44:12,5,1,1
512,1980,TransUnion,765,low,FAIL,2026-04-21 13:11:54,4,,1
513,2214,,747,LOW,Fail,2026-04-20 09:22:51,,4,0
514,2811,,438,HIGH,ERROR,2025-12-19 21:14:46,0,12,3
515,1831,Demo Credit Bureau,427,HIGH,ERROR,2025-11-09 09:14:48,3,0,1
516,2700,TransUnion,342,HIGH,pass,2025-05-11 16:24:21,2,5,0
517,1301,Compuscan,586,MEDIUM,ERROR,2025-09-18 18:59:30,1,5,1
518,2491,Experian,642,MEDIUM,pass,2025-05-11 19:14:23,2,3,1
519,446,Compuscan,792,LOW,REFER,2025-06-26 18:38:38,4,12,2
520,194,TransUnion,655,Low,Fail,2025-03-19 16:46:37,5,15,
521,2297,TransUnion,570,HIGH,ERROR,2026-06-16 08:31:59,5,3,1
522,2639,,809,LOW,ERROR,2025-12-10 10:06:13,0,10,0
523,843,,318,HIGH,PASS,2025-12-12 11:35:07,1,8,3
524,2015,Compuscan,376,HIGH,Fail,2026-03-08 15:36:32,,1,0
525,1712,Demo Credit Bureau,668,LOW,Fail,2025-11-23 19:15:38,,8,3
526,2264,Demo Credit Bureau,544,HIGH,REFER,2025-06-25 09:04:25,0,12,
527,1655,Demo Credit Bureau,732,low,Fail,2026-04-17 08:48:06,1,3,2
528,228,Demo Credit Bureau,688,low,FAIL,2026-03-19 14:47:57,,6,2
529,2793,Compuscan,536,VERY_HIGH,REFER,2025-03-26 13:47:52,1,4,0
530,563,Experian,333,VERY_HIGH,REFER,2026-06-11 12:29:13,5,,3
531,1654,TransUnion,704,low,PASS,2025-09-11 16:41:49,2,5,0
532,3070,,542,HIGH,pass,2025-05-05 07:06:48,2,5,2
533,524,Experian,520,HIGH,FAIL,2026-03-14 19:42:00,0,1,1
534,530,Demo Credit Bureau,657,Low,REFER,2025-02-09 16:47:03,1,0,3
535,398,TransUnion,700,LOW,FAIL,2025-12-01 15:17:37,5,8,2
536,554,,779,LOW,pass,2025-06-25 18:09:22,0,4,3
537,1498,,408,VERY_HIGH,FAIL,2026-01-02 13:35:14,4,13,0
538,2710,Demo Credit Bureau,422,VERY_HIGH,pass,2025-09-14 08:30:20,5,13,0
539,1547,TransUnion,363,VERY_HIGH,REFER,2025-02-02 12:58:34,4,5,0
540,1363,,690,low,PASS,2025-11-17 17:38:38,,4,0
541,1005,Experian,637,MEDIUM,Fail,2026-02-02 10:05:43,4,6,1
542,555,,462,HIGH,pass,2025-08-07 19:11:03,1,5,
543,3087,TransUnion,478,VERY_HIGH,PASS,2025-01-09 17:10:41,1,1,2
544,2105,Compuscan,629,MEDIUM,ERROR,2026-06-12 19:33:55,2,,1
545,1524,,651,LOW,REFER,2025-11-19 07:13:46,3,9,2
546,2270,Experian,816,low,pass,2026-06-12 09:35:07,0,11,3
547,2723,,663,Low,REFER,2025-03-14 11:16:49,0,3,1
548,1249,TransUnion,597,MEDIUM,FAIL,2026-05-25 15:22:54,,15,
549,2820,Experian,427,VERY_HIGH,pass,2025-04-27 09:14:53,5,5,3
550,2354,,507,HIGH,Fail,2025-10-15 10:07:19,1,2,1
551,3110,,795,Low,Fail,2026-04-25 09:56:44,3,15,2
552,2897,TransUnion,695,LOW,ERROR,2025-06-21 11:18:43,4,10,1
553,953,TransUnion,417,HIGH,ERROR,2025-02-02 09:37:52,4,,1
554,1689,TransUnion,727,low,REFER,2025-12-22 17:45:14,4,3,2
555,1322,Demo Credit Bureau,757,low,PASS,2026-04-19 18:46:27,5,1,0
556,75,Compuscan,842,Low,Fail,2025-08-09 21:54:25,0,,2
557,2054,Experian,,HIGH,PASS,2025-05-06 21:12:54,2,2,3
558,2496,TransUnion,800,LOW,Fail,2025-10-23 20:16:14,3,15,2
559,1097,TransUnion,389,HIGH,PASS,2025-01-04 18:42:56,5,0,0
560,2772,Demo Credit Bureau,489,HIGH,Fail,2025-07-20 21:24:50,0,7,3
561,122,Demo Credit Bureau,641,MEDIUM,pass,2026-05-25 21:29:52,3,5,2
562,1180,Experian,540,VERY_HIGH,FAIL,2026-05-10 18:32:25,3,,2
563,2673,Experian,813,Low,pass,2026-05-12 10:51:56,0,7,3
564,696,,821,low,FAIL,2025-02-19 09:47:41,4,10,3
565,39,Compuscan,,low,PASS,2026-03-31 17:16:38,3,,1
566,777,,418,HIGH,REFER,2025-11-10 08:10:29,3,8,2
567,2770,Experian,,,ERROR,2025-06-08 08:29:43,4,14,2
568,1946,TransUnion,,low,REFER,2025-08-30 07:37:28,2,0,0
569,662,TransUnion,,Low,FAIL,2025-09-23 18:29:28,5,11,
570,2331,Experian,553,VERY_HIGH,PASS,2025-04-12 13:57:27,1,,1
571,168,Demo Credit Bureau,445,VERY_HIGH,REFER,2026-02-02 21:19:01,4,2,
572,1407,Compuscan,377,HIGH,Fail,2025-11-01 17:15:53,5,2,3
573,12,Demo Credit Bureau,608,MEDIUM,Fail,2025-05-24 13:40:17,2,7,3
574,2639,TransUnion,436,HIGH,PASS,2026-06-12 09:47:17,3,,1
575,414,Experian,325,VERY_HIGH,Fail,2025-11-14 14:29:11,,,0
576,68,,833,LOW,FAIL,2025-04-25 19:11:44,0,14,2
577,763,Demo Credit Bureau,713,Low,REFER,2025-04-07 12:27:58,4,14,1
578,3,Experian,,low,FAIL,2025-04-14 11:32:11,3,12,3
579,1627,,561,VERY_HIGH,ERROR,2026-01-19 08:58:31,5,15,2
580,1220,,720,low,REFER,2025-05-30 22:43:25,2,11,1
581,188,Compuscan,327,VERY_HIGH,REFER,2025-01-04 13:38:57,4,14,3
582,2502,Compuscan,498,VERY_HIGH,REFER,2025-12-23 16:24:33,0,7,
583,2198,,493,HIGH,ERROR,2025-08-16 16:57:51,,10,2
584,3056,,356,HIGH,PASS,2025-07-10 17:42:29,1,14,2
585,1305,Compuscan,590,MEDIUM,PASS,2026-06-04 21:55:03,,,
586,1928,TransUnion,677,low,FAIL,2025-10-01 11:20:12,4,6,0
587,2851,,563,VERY_HIGH,ERROR,2026-06-06 13:09:26,0,7,3
588,2786,TransUnion,779,low,FAIL,2026-01-03 08:37:57,5,14,2
589,2921,,704,low,REFER,2025-10-06 11:46:28,1,,1
590,3103,TransUnion,828,low,PASS,2025-12-27 09:29:10,5,1,
591,205,Experian,482,HIGH,PASS,2025-04-17 18:01:08,2,8,2
592,2160,TransUnion,347,HIGH,REFER,2025-04-14 19:04:00,1,6,3
593,2360,,387,VERY_HIGH,REFER,2025-12-11 19:54:15,1,15,
594,2711,Experian,670,LOW,ERROR,2025-07-01 11:13:30,3,15,1
595,1529,Demo Credit Bureau,813,LOW,pass,2025-12-20 13:21:22,5,2,1
596,2796,Compuscan,512,HIGH,Fail,2025-05-07 22:46:53,1,10,2
597,2235,Demo Credit Bureau,792,low,REFER,2025-10-11 13:29:28,3,,1
598,1480,Compuscan,566,HIGH,FAIL,2026-02-04 21:24:28,2,5,0
599,1545,Experian,513,VERY_HIGH,pass,2026-05-09 15:43:48,3,6,3
600,3196,,508,HIGH,ERROR,2025-05-24 10:50:37,5,7,0
601,2832,Compuscan,784,LOW,REFER,2025-01-04 21:21:44,5,4,0
602,3002,Demo Credit Bureau,,VERY_HIGH,PASS,2025-08-09 08:01:18,1,1,0
603,1506,TransUnion,424,HIGH,REFER,2025-12-20 09:55:45,1,8,
604,1416,TransUnion,700,LOW,Fail,2025-01-21 21:45:33,3,0,1
605,1127,,556,VERY_HIGH,REFER,2025-11-19 13:15:15,1,3,
606,1495,,769,Low,Fail,2025-11-04 10:36:23,0,,
607,969,Experian,563,VERY_HIGH,FAIL,2025-06-29 19:41:48,1,6,1
608,1132,,636,MEDIUM,REFER,2025-11-02 11:38:22,0,9,0
609,1370,Demo Credit Bureau,386,HIGH,Fail,2025-11-11 19:27:47,0,10,
610,205,,356,VERY_HIGH,PASS,2025-03-11 18:57:49,,14,2
611,3186,Experian,599,MEDIUM,REFER,2025-06-04 09:44:41,1,4,
612,1482,Experian,368,VERY_HIGH,pass,2025-12-26 09:38:47,5,15,1
613,2239,Compuscan,751,low,REFER,2025-08-07 15:50:30,1,1,2
614,1903,Experian,679,LOW,REFER,2025-07-13 09:16:09,1,0,
615,2602,Demo Credit Bureau,551,HIGH,Fail,2026-04-19 08:44:43,2,15,0
616,1944,Demo Credit Bureau,,Low,PASS,2025-10-05 16:16:05,,15,
617,2726,,761,low,PASS,2026-05-06 12:09:26,2,13,1
618,117,Demo Credit Bureau,471,HIGH,REFER,2026-02-16 10:39:42,3,11,0
619,557,Demo Credit Bureau,803,low,PASS,2026-05-02 10:05:31,0,2,1
620,73,Demo Credit Bureau,601,MEDIUM,Fail,2025-04-29 18:00:36,,10,
621,1444,,434,HIGH,FAIL,2026-01-10 11:55:47,4,11,1
622,242,,617,MEDIUM,PASS,2025-12-23 07:25:47,,3,
623,126,Demo Credit Bureau,400,VERY_HIGH,FAIL,2026-04-16 17:03:56,,13,1
624,2235,,818,LOW,PASS,2025-06-06 07:49:07,4,,0
625,2997,Demo Credit Bureau,576,HIGH,REFER,2025-02-25 12:32:33,4,4,0
626,2287,TransUnion,672,Low,PASS,2025-05-14 20:44:58,3,,3
627,414,Experian,843,LOW,PASS,2025-09-25 14:42:04,3,5,0
628,734,TransUnion,621,MEDIUM,PASS,2026-02-24 14:41:58,1,12,2
629,150,Demo Credit Bureau,640,MEDIUM,Fail,2025-01-01 17:06:39,3,6,1
630,177,Compuscan,795,Low,REFER,2025-05-26 13:36:08,2,1,2
631,108,TransUnion,791,LOW,PASS,2026-01-22 07:11:05,,3,2
632,716,,616,MEDIUM,REFER,2026-05-02 12:23:20,3,8,1
633,1934,,438,VERY_HIGH,Fail,2025-05-31 08:05:25,,4,0
634,960,Demo Credit Bureau,390,HIGH,FAIL,2026-03-16 13:05:17,5,8,2
635,1047,TransUnion,585,MEDIUM,ERROR,2025-09-24 14:35:48,5,5,3
636,2118,Experian,446,HIGH,REFER,2025-07-16 11:40:49,5,10,2
637,2719,,559,VERY_HIGH,FAIL,2025-12-13 08:01:47,0,1,2
638,2824,Demo Credit Bureau,306,VERY_HIGH,FAIL,2025-11-01 19:37:35,4,7,2
639,773,,751,LOW,PASS,2025-12-29 16:01:17,1,14,1
640,159,TransUnion,488,HIGH,ERROR,2025-01-26 11:27:10,2,15,0
641,339,Demo Credit Bureau,703,Low,pass,2026-03-22 14:03:59,3,7,1
642,2734,Experian,671,Low,FAIL,2025-02-12 20:22:25,2,4,3
643,332,,360,VERY_HIGH,pass,2026-05-23 15:51:00,0,0,0
644,1987,Experian,799,low,Fail,2025-08-29 07:16:53,,11,3
645,2772,Experian,,low,pass,2026-02-10 08:28:36,4,11,3
646,2988,Compuscan,470,HIGH,Fail,2026-06-10 13:24:13,0,6,2
647,2886,,623,MEDIUM,REFER,2025-12-23 22:19:35,4,12,2
648,1327,,,Low,Fail,2025-10-07 21:10:09,,1,
649,2378,Experian,516,HIGH,REFER,2026-04-02 10:53:06,0,13,2
650,1821,,841,Low,PASS,2025-11-20 15:19:39,3,8,1
651,2456,TransUnion,,,Fail,2025-08-03 22:34:08,,1,2
652,1868,TransUnion,,Low,FAIL,2025-12-31 13:27:57,1,0,2
653,1902,TransUnion,611,MEDIUM,pass,2025-10-12 07:15:40,,13,0
654,1320,TransUnion,646,MEDIUM,PASS,2025-11-01 13:20:18,2,14,1
655,2212,Compuscan,606,MEDIUM,pass,2025-04-17 13:31:25,3,2,0
656,1553,TransUnion,694,low,pass,2026-01-26 12:08:13,,6,1
657,3006,Experian,829,LOW,pass,2025-09-01 22:08:06,2,5,1
658,1784,,757,low,ERROR,2025-07-10 11:04:45,,1,2
659,560,Experian,736,low,REFER,2025-03-03 11:11:11,5,,3
660,2271,Experian,761,low,pass,2025-01-12 19:49:42,1,13,3
661,2338,Compuscan,388,VERY_HIGH,PASS,2025-12-28 07:39:31,1,5,
662,126,Demo Credit Bureau,,,REFER,2025-12-30 09:12:38,,5,2
663,844,Experian,302,VERY_HIGH,ERROR,2025-07-02 19:03:02,4,,0
664,1499,TransUnion,625,MEDIUM,pass,2025-10-19 16:34:59,4,10,
665,919,Demo Credit Bureau,485,VERY_HIGH,PASS,2025-07-18 10:58:31,,,
666,62,Demo Credit Bureau,420,HIGH,REFER,2026-05-05 18:58:58,1,15,
667,2535,,695,Low,ERROR,2025-10-02 08:19:19,0,10,0
668,2771,,804,low,FAIL,2025-04-03 13:09:53,3,,
669,1249,Compuscan,708,low,Fail,2025-10-08 11:01:01,,12,3
670,2216,Experian,393,HIGH,ERROR,2025-01-31 19:00:07,0,8,
671,270,Demo Credit Bureau,,Low,ERROR,2025-09-09 15:34:59,1,12,
672,2989,,393,VERY_HIGH,PASS,2026-04-17 13:07:09,1,15,0
673,1495,,532,HIGH,PASS,2026-04-16 21:56:06,,3,
674,1335,Experian,377,HIGH,Fail,2025-01-16 07:59:03,1,0,1
675,3100,Compuscan,803,Low,Fail,2025-03-16 20:24:32,1,8,2
676,2348,,465,HIGH,ERROR,2025-10-20 07:38:44,0,0,0
677,2663,Experian,565,VERY_HIGH,ERROR,2025-11-04 17:39:53,4,13,2
678,1274,Compuscan,528,VERY_HIGH,pass,2026-05-12 16:07:09,5,15,1
679,2678,TransUnion,418,VERY_HIGH,REFER,2025-06-10 12:05:44,5,4,3
680,1000,Experian,784,Low,PASS,2025-12-27 12:15:12,2,13,1
681,2753,Demo Credit Bureau,779,low,FAIL,2026-02-10 19:46:45,,,3
682,972,,455,HIGH,PASS,2025-01-12 13:37:27,3,12,0
683,2680,TransUnion,734,LOW,FAIL,2025-09-17 11:42:09,0,3,3
684,856,,415,HIGH,Fail,2025-12-30 14:15:43,5,2,1
685,3099,Experian,831,Low,pass,2026-01-09 07:02:39,,4,3
686,3157,TransUnion,795,Low,pass,2026-05-18 20:45:59,1,9,0
687,994,Compuscan,516,VERY_HIGH,Fail,2026-01-18 10:41:24,3,,
688,1666,Compuscan,,HIGH,FAIL,2025-07-04 17:18:45,2,3,0
689,741,TransUnion,469,HIGH,Fail,2025-08-24 17:18:37,5,,2
690,2258,Experian,664,LOW,Fail,2025-05-12 17:40:32,3,11,3
691,2429,Demo Credit Bureau,528,VERY_HIGH,pass,2026-01-16 14:56:03,5,2,1
692,3115,Demo Credit Bureau,577,HIGH,FAIL,2025-11-03 22:25:44,4,1,0
