fee_charge_id,loan_id,fee_type,fee_amount_zar,fee_date,waived_flag
553,1113,Service Fee,474.14,2026-03-19,0
554,1290,SERVICE FEE,402.06,2026-04-22,1
555,1546,Service Fee,426.99,20260105,0
556,1269,initiation fee,410.41,2025-01-23,0
557,197,Collection Fee,337.37,2025-05-11,0
558,695,SERVICE FEE,366.33,2026-03-27,0
559,1303,Dishonour Fee,121.9,2026-04-02,0
560,450,initiation fee,176.97,2026-03-30,0
561,1717,Late Payment Fee,46.23,2026-03-31,1
562,1650,SERVICE FEE,414.47,2026-01-20,1
563,895,Late Payment Fee,-91.51,2025-12-28,0
564,772,Service Fee,,2025-03-14,1
565,455,Late Payment Fee,153.18,2026-04-05,0
566,415,Service Fee,53.42,2026-04-10,0
567,1085,Dishonour Fee,172.55,2025-01-11,0
568,165,Service Fee,87.76,2025-06-16,1
569,1511,Service Fee,381.98,2026-01-06,1
570,893,Service Fee,436.64,2025-12-07,1
571,1684,Service Fee,433.57,2025-06-15,0
572,737,Collection Fee,274.16,2025-01-29,0
573,1685,Initiation Fee,411.09,20251002,1
574,924,initiation fee,258.13,2025-11-15,0
575,203,SERVICE FEE,483.6,2025-06-17,0
576,1722,Dishonour Fee,239.87,2025-07-25,0
577,1600,Late Payment Fee,414.38,2026-03-03,0
578,183,Service Fee,288.53,12-16-2025,0
579,1500,Service Fee,413.7,2026-02-18,0
580,346,initiation fee,237.18,2025-04-26,0
581,821,Service Fee,108.69,2025-06-20,0
582,341,Late Payment Fee,183.63,2025-01-22,0
583,456,Dishonour Fee,267.8,2025-09-05,0
584,1644,initiation fee,330.15,2025-12-27,1
585,679,Late Payment Fee,332.02,2025-06-20,0
586,1728,Dishonour Fee,166.0,2026-05-13,0
587,1778,Dishonour Fee,151.03,2025-09-30,0
588,297,Initiation Fee,435.68,2025-06-07,0
589,309,Collection Fee,210.6,2025-06-11,0
590,187,Collection Fee,194.08,2026-06-06,1
591,990,initiation fee,276.67,2025-04-07,0
592,1709,Initiation Fee,82.17,2025-06-14,0
593,426,Service Fee,58.04,2026-02-10,0
594,1110,Dishonour Fee,281.38,2025-05-15,0
595,1637,SERVICE FEE,234.98,2025-01-23,0
596,336,Initiation Fee,399.35,04 Apr 2026,0
597,1458,SERVICE FEE,478.53,2025-10-25,0
598,262,Collection Fee,207.69,2026-04-06,0
599,1524,Collection Fee,,2025-09-11,1
600,340,initiation fee,190.17,2026-05-30,0
601,217,Dishonour Fee,313.72,2026-05-08,0
602,1143,initiation fee,154.85,2025-09-05,0
603,700,initiation fee,462.51,08-13-2025,1
604,404,initiation fee,101.5,2026-02-05,0
605,665,Collection Fee,150.5,2025-10-04,0
606,1025,Dishonour Fee,104.72,2025-01-14,1
607,653,Collection Fee,364.75,2025-06-17,0
608,1368,initiation fee,467.0,2025-05-13,0
609,1788,initiation fee,345.43,2025-12-18,0
610,1562,Dishonour Fee,473.03,2025-09-14,0
611,1747,Dishonour Fee,115.44,2025-02-05,1
612,618,Dishonour Fee,266.86,20260112,0
613,526,initiation fee,200.24,2026-03-14,0
614,1728,Service Fee,471.6,2025-03-30,0
615,1131,Service Fee,284.29,2026-04-10,0
616,543,Collection Fee,299.91,2025-10-21,0
617,1479,initiation fee,393.43,2025-02-26,0
618,1174,SERVICE FEE,142.74,2025-05-09,0
619,466,Initiation Fee,52.29,2025-07-29,0
620,440,initiation fee,252.36,09 Aug 2025,0
621,116,Late Payment Fee,355.98,2025-07-31,1
622,835,initiation fee,431.67,2025-06-05,0
623,1174,initiation fee,117.12,2026-04-20,1
624,378,SERVICE FEE,61.68,2026-05-10,0
625,299,Dishonour Fee,228.0,2025-11-20,0
626,1535,SERVICE FEE,352.62,2025-12-09,1
627,456,SERVICE FEE,354.49,2025-02-10,0
628,564,Collection Fee,170.18,2026-05-20,0
629,1360,initiation fee,479.42,2025-10-11,0
630,1499,initiation fee,360.97,2025-11-29,0
631,1745,Dishonour Fee,195.27,2025-04-17,0
632,626,Dishonour Fee,,2025-03-09,0
633,1243,Service Fee,49.81,2026-03-12,1
634,705,SERVICE FEE,141.77,2025-10-25,0
635,237,Late Payment Fee,137.44,04/04/2025,0
636,466,Service Fee,64.2,2025-01-03,0
637,1388,Dishonour Fee,272.59,2026-02-24,0
638,427,Dishonour Fee,78.74,2025-01-20,0
639,402,Dishonour Fee,58.01,2025-06-21,0
640,1606,SERVICE FEE,133.37,2025-10-22,0
641,1253,SERVICE FEE,283.19,2026-01-10,0
642,820,Collection Fee,48.77,2026-05-14,0
643,1683,Initiation Fee,261.76,2026-03-21,0
644,485,Dishonour Fee,362.88,04/04/2025,1
645,615,Dishonour Fee,462.87,2025-11-28,1
646,812,Dishonour Fee,237.68,2026-01-13,0
647,1464,Collection Fee,284.79,2025-09-29,0
648,1395,Service Fee,-263.67,2026-05-25,0
649,1587,Dishonour Fee,425.78,2025-08-03,0
650,1473,Collection Fee,305.65,2026-04-09,1
651,816,SERVICE FEE,483.57,2025-07-04,0
652,951,initiation fee,123.73,2025-12-29,0
653,521,Initiation Fee,310.01,2026-02-27,1
654,1487,Dishonour Fee,432.01,2026-05-26,0
655,1699,Initiation Fee,438.11,2025-09-17,1
656,666,Late Payment Fee,86.67,2025-12-31,0
657,1241,Dishonour Fee,59.8,2025-08-01,0
658,388,Service Fee,394.63,2025-01-12,0
659,850,Dishonour Fee,87.52,2025-09-17,0
660,1471,Collection Fee,268.24,2025-11-17,0
661,1708,initiation fee,73.34,2025-02-14,1
662,984,Dishonour Fee,426.99,2025-07-11,0
663,775,Dishonour Fee,248.57,2025-03-18,0
664,1040,Service Fee,244.28,09-02-2025,1
665,1411,SERVICE FEE,163.38,2025-05-15,0
666,1266,Initiation Fee,448.05,2025-05-21,1
667,775,initiation fee,410.05,2025-07-26,0
668,1797,SERVICE FEE,377.32,2025-06-12,0
669,389,initiation fee,84.88,2025-04-12,0
670,845,initiation fee,60.03,2025-03-24,0
671,487,Collection Fee,-174.71,2025-07-14,0
672,1504,SERVICE FEE,196.1,2025-11-05,0
673,157,initiation fee,361.16,2025-03-03,0
674,906,Service Fee,269.11,20250429,1
675,1669,Service Fee,214.26,07-11-2025,0
676,733,initiation fee,202.77,2025-06-26,0
677,1763,Dishonour Fee,143.13,2025-01-21,0
678,514,Late Payment Fee,188.99,2025-01-30,0
679,311,Dishonour Fee,157.36,2025-04-14,1
680,394,SERVICE FEE,231.04,2025-07-18,0
681,407,Service Fee,,2026-03-07,0
682,1353,Dishonour Fee,110.97,2025-07-02,0
683,1434,SERVICE FEE,,2025-05-16,0
684,1260,Late Payment Fee,50.94,2026-03-18,0
685,1175,Dishonour Fee,263.71,2025-04-19,0
686,1705,Late Payment Fee,32.22,2025-11-03,0
687,776,SERVICE FEE,373.24,2025-06-17,0
688,979,Late Payment Fee,117.04,2026-02-13,1
689,1679,Late Payment Fee,381.43,2025-05-24,0
690,526,initiation fee,306.27,2026-01-31,0
691,117,SERVICE FEE,66.76,2026-04-09,0
692,1063,SERVICE FEE,481.89,2025-08-03,0
693,80,Initiation Fee,162.52,2025-11-20,0
694,310,Dishonour Fee,182.48,2026-03-14,0
695,44,Collection Fee,281.62,04-13-2026,0
696,627,Initiation Fee,126.04,2025-08-20,0
697,1581,Late Payment Fee,235.72,2025-06-07,0
698,111,Initiation Fee,401.36,2026-06-04,1
699,1176,Initiation Fee,298.2,19 Sep 2025,1
700,1752,Collection Fee,,04-02-2025,0
701,502,Service Fee,253.26,2025-07-03,0
702,384,Collection Fee,219.11,2025-12-04,0
703,117,Collection Fee,61.23,2025-10-12,1
704,1579,Collection Fee,125.7,2025-08-23,1
705,1418,Collection Fee,,2025-07-13,0
706,1082,initiation fee,221.17,2026-05-31,0
707,986,initiation fee,191.46,20260328,0
708,705,SERVICE FEE,391.85,2025-09-06,0
709,377,Dishonour Fee,172.95,2026-02-19,0
710,1011,Service Fee,-380.88,01/12/2025,1
711,1028,Service Fee,60.0,2025-09-08,0
712,119,SERVICE FEE,107.34,2025-06-26,1
713,1130,Collection Fee,,2025-03-21,0
714,1340,Collection Fee,266.76,2025-08-30,1
715,1106,Initiation Fee,206.41,2026-04-10,1
716,436,Initiation Fee,280.16,2025-08-07,0
717,57,Service Fee,345.31,2026-03-15,0
718,972,initiation fee,406.91,2026-02-22,0
719,1702,Initiation Fee,212.68,2026-06-16,0
720,401,Service Fee,401.53,2026-02-02,0
721,464,Service Fee,156.21,2026-03-07,0
722,1300,SERVICE FEE,210.6,2025-02-27,0
723,602,SERVICE FEE,48.75,2026-04-15,1
724,736,initiation fee,39.51,2025-08-30,0
725,890,Late Payment Fee,146.4,2025-09-09,0
726,1398,Dishonour Fee,418.6,2025-04-21,0
727,487,Service Fee,407.04,06/10/2025,1
728,887,initiation fee,379.19,2025-02-09,0
729,535,Dishonour Fee,61.39,2026-01-08,0
730,436,Dishonour Fee,475.59,29/05/2025,0
731,392,SERVICE FEE,491.67,2026-05-23,0
732,588,Late Payment Fee,175.65,2026-01-26,0
733,1506,initiation fee,408.67,2025-09-17,0
734,175,Dishonour Fee,,28 Apr 2025,0
735,1322,Collection Fee,338.33,2026-01-22,0
736,426,Late Payment Fee,48.64,2025-08-20,1
737,529,Dishonour Fee,305.94,2025-04-23,0
738,51,initiation fee,270.07,2026-02-10,0
739,1119,Initiation Fee,82.06,2026-01-03,1
740,1566,Dishonour Fee,140.63,10/02/2025,0
741,759,Service Fee,209.01,2025-05-13,0
742,1472,Dishonour Fee,395.82,2025-04-29,0
743,222,Collection Fee,381.21,2025-10-22,0
744,1504,SERVICE FEE,267.15,2026-03-24,1
745,484,Late Payment Fee,172.55,2025-01-04,0
746,871,Service Fee,323.66,04-18-2026,0
747,1227,Late Payment Fee,44.46,2025-11-23,0
748,44,Dishonour Fee,411.63,2025-05-26,0
749,1233,initiation fee,187.4,2025-03-03,0
750,490,Initiation Fee,360.49,2025-12-19,0
751,1172,Collection Fee,142.03,2025-02-01,0
752,98,Dishonour Fee,414.79,2025-05-20,0
753,488,Late Payment Fee,355.13,2026-01-06,0
754,858,initiation fee,73.8,2025-07-17,0
755,885,Service Fee,263.08,20251116,0
756,803,Collection Fee,142.51,10-13-2025,0
757,1560,SERVICE FEE,323.62,2025-05-06,0
758,122,initiation fee,197.96,20250610,1
759,992,Late Payment Fee,-403.44,2025-06-29,0
760,1277,Service Fee,286.35,2025-07-20,0
761,939,Initiation Fee,352.58,2026-02-25,1
762,740,initiation fee,124.35,2025-08-17,0
763,401,Late Payment Fee,314.65,11 Mar 2026,0
764,1330,Service Fee,458.08,20250402,0
765,819,Service Fee,218.66,2026-04-14,0
766,1043,Service Fee,359.56,2026-02-08,0
767,1513,Dishonour Fee,323.97,2026-01-28,0
768,1003,Initiation Fee,186.86,2026-04-23,0
769,1430,SERVICE FEE,222.12,2025-08-15,0
770,713,initiation fee,-90.02,2026-05-27,1
771,1164,Service Fee,407.94,2025-03-05,0
772,1512,Initiation Fee,193.08,2026-04-20,0
773,396,Initiation Fee,98.79,2025-10-24,0
774,1267,SERVICE FEE,212.99,2025-04-30,1
775,408,Collection Fee,33.12,2026-01-21,1
776,1006,Service Fee,422.32,2025-03-18,0
777,1008,SERVICE FEE,446.71,2026-01-24,1
778,1272,Service Fee,403.4,2025-03-11,1
779,294,SERVICE FEE,349.79,2025-05-12,0
780,180,Service Fee,262.71,2025-02-18,0
781,1590,Late Payment Fee,54.71,2025-01-02,0
782,505,Late Payment Fee,269.12,2025-06-07,1
783,550,Dishonour Fee,286.38,2026-01-20,0
784,494,SERVICE FEE,70.05,2026-01-15,0
785,1335,Service Fee,477.71,2025-06-07,1
786,880,Late Payment Fee,78.65,2026-03-29,0
787,1360,Late Payment Fee,84.54,2026-06-01,0
788,1562,initiation fee,148.32,2025-03-17,1
789,417,Collection Fee,103.24,2026-01-14,1
790,498,Late Payment Fee,172.95,2025-05-07,0
791,57,Late Payment Fee,187.54,2026-03-21,0
792,409,initiation fee,296.15,2025-04-13,0
793,914,SERVICE FEE,198.45,2025-12-31,0
794,12,Late Payment Fee,123.31,2025-03-25,0
795,677,initiation fee,315.62,2026-05-26,1
796,1791,Collection Fee,152.99,2025-10-05,0
797,13,initiation fee,212.78,2025-01-05,0
798,497,Late Payment Fee,190.7,2026-01-26,0
799,1357,initiation fee,349.47,2025-10-22,1
800,69,SERVICE FEE,466.71,2025-03-08,0
801,1192,Initiation Fee,243.62,2025-09-07,0
802,37,Collection Fee,,2025-11-04,0
803,676,Collection Fee,203.78,2025-02-15,0
804,1639,Late Payment Fee,337.0,2025-03-29,0
805,309,Late Payment Fee,180.7,2026-06-11,0
806,344,Late Payment Fee,-61.86,2025-09-04,0
807,1726,initiation fee,366.31,2025-03-24,0
808,431,Collection Fee,70.73,2025-09-24,0
809,1647,Service Fee,96.99,2026-04-11,0
810,1490,SERVICE FEE,441.33,2025-11-19,0
811,463,Late Payment Fee,402.97,2025-05-24,0
812,446,SERVICE FEE,50.04,20250530,1
813,1046,Dishonour Fee,31.07,2025-03-27,1
814,1072,Late Payment Fee,50.36,2025-11-06,1
815,320,Service Fee,356.57,2025-09-07,1
816,833,Initiation Fee,435.54,2025-11-09,0
817,289,SERVICE FEE,289.03,2025-06-14,0
818,567,Collection Fee,248.38,20260504,0
819,1193,SERVICE FEE,182.58,2026-01-03,1
820,1596,Collection Fee,176.24,2025-01-17,0
821,1042,initiation fee,149.51,2025-03-14,1
822,1037,Collection Fee,362.31,2025-12-22,0
823,1015,Late Payment Fee,194.4,2025-09-30,0
824,377,initiation fee,49.22,2025-06-01,1
825,1236,Initiation Fee,307.02,2025-02-16,1
826,929,Service Fee,116.59,2025-02-18,0
827,633,Initiation Fee,365.71,2026-02-08,0
828,100,Dishonour Fee,157.68,2025-02-24,1
829,1517,Dishonour Fee,494.94,2026-01-29,0
830,593,Service Fee,198.78,2026-03-09,1
831,668,initiation fee,273.5,2026-03-09,0
832,348,Initiation Fee,448.9,2025-01-01,0
833,104,Initiation Fee,366.25,2026-04-24,1
834,942,Late Payment Fee,330.64,2026-04-21,0
835,1027,Late Payment Fee,365.48,2025-10-13,0
836,164,initiation fee,43.19,2025-07-18,0
837,1092,SERVICE FEE,74.36,2026-03-19,0
838,916,Dishonour Fee,81.84,22 Jan 2026,0
839,1376,Late Payment Fee,380.66,2025-10-21,1
840,769,Late Payment Fee,450.64,2025-04-20,0
841,1534,SERVICE FEE,442.89,2025-06-25,0
842,305,initiation fee,160.1,2026-05-23,1
843,1688,Late Payment Fee,75.73,2025-05-09,0
844,1284,initiation fee,-253.88,2025-10-02,0
845,100,Collection Fee,59.87,2025-05-20,0
846,227,initiation fee,349.76,13 Mar 2026,0
847,1627,SERVICE FEE,290.0,2026-06-03,0
848,810,Initiation Fee,284.98,2025-07-08,0
849,102,Dishonour Fee,208.71,2025-03-25,0
850,1438,Collection Fee,283.73,2025-11-29,0
851,934,Service Fee,309.81,2026-05-20,1
852,1086,initiation fee,107.21,2025-12-20,0
853,1396,SERVICE FEE,223.62,2025-03-08,0
854,1163,Service Fee,280.52,2025-10-30,0
855,409,Dishonour Fee,30.67,2025-11-12,0
856,1296,initiation fee,268.2,2025-06-28,0
857,1110,Late Payment Fee,435.28,2025-11-07,0
858,1517,SERVICE FEE,56.86,2025-03-29,0
859,9,Collection Fee,240.12,2025-10-22,1
860,555,Collection Fee,494.47,2026-03-19,0
861,1357,Dishonour Fee,70.33,2025-12-18,0
862,48,Service Fee,107.52,2025-07-15,0
863,724,Late Payment Fee,209.6,2026-04-03,0
864,216,Dishonour Fee,70.1,2025-02-09,0
865,1532,Dishonour Fee,336.32,2025-01-27,0
866,1370,Initiation Fee,83.16,2025-01-27,0
867,862,Initiation Fee,270.41,2025-10-14,0
868,1034,Service Fee,475.09,2025-01-11,0
869,448,Service Fee,497.86,2025-04-23,0
870,830,initiation fee,69.5,2025-10-23,0
871,376,Late Payment Fee,416.11,2025-05-28,0
872,872,Service Fee,73.08,2026-01-04,0
873,1609,Late Payment Fee,386.91,20260409,0
874,374,SERVICE FEE,254.57,2026-03-27,0
875,1780,SERVICE FEE,83.7,2025-01-02,0
876,1186,SERVICE FEE,421.83,07-17-2025,1
877,231,Late Payment Fee,314.97,2025-01-30,0
878,1333,Collection Fee,479.47,2025-10-25,0
879,131,SERVICE FEE,250.51,2026-03-04,0
880,362,Service Fee,195.49,2025-02-25,0
881,1080,initiation fee,335.23,2025-02-04,0
882,1707,Service Fee,52.57,2025-11-10,0
883,497,Late Payment Fee,496.31,2026-02-04,0
884,217,initiation fee,409.36,03 Feb 2026,0
885,629,Service Fee,78.31,2025-06-30,0
886,1464,Late Payment Fee,119.42,10/04/2025,0
887,1767,SERVICE FEE,330.91,2025-09-03,0
888,978,initiation fee,294.84,2025-03-21,0
889,268,Late Payment Fee,291.19,2026-04-16,0
890,595,Collection Fee,52.05,2025-07-21,0
891,473,SERVICE FEE,146.07,05 Mar 2025,0
892,1264,SERVICE FEE,287.46,2026-03-04,0
893,240,Initiation Fee,396.98,2025-06-02,0
894,1209,Service Fee,392.45,2026-02-10,0
895,551,Service Fee,141.01,2025-09-17,0
896,1601,Dishonour Fee,,2026-01-20,0
897,1354,Initiation Fee,283.71,2025-12-17,0
898,465,Late Payment Fee,452.3,2025-12-06,0
899,65,Service Fee,237.13,2026-03-24,1
900,659,initiation fee,406.93,2025-06-23,1
901,1360,initiation fee,365.26,2025-02-24,1
902,689,Late Payment Fee,149.87,20260319,0
903,1466,Late Payment Fee,312.56,15/02/2025,1
904,756,Dishonour Fee,215.52,2025-05-21,0
905,902,Dishonour Fee,286.63,2026-01-23,0
906,379,initiation fee,445.55,2025-06-09,0
907,1021,Dishonour Fee,346.94,2025-05-16,0
908,1777,Collection Fee,346.39,18 Jan 2026,0
909,1574,Late Payment Fee,119.36,2026-01-24,0
910,1063,Service Fee,378.99,28 Feb 2025,0
911,1485,Initiation Fee,52.35,2025-04-14,0
912,877,Dishonour Fee,276.76,2026-05-28,0
913,824,Dishonour Fee,-97.89,2026-03-29,0
914,1545,Service Fee,72.15,2026-05-03,1
915,692,Initiation Fee,111.32,2026-02-13,0
916,1127,Late Payment Fee,264.29,16/05/2026,0
917,800,Service Fee,107.37,2026-03-27,0
918,244,Initiation Fee,336.16,2026-04-21,1
919,1735,initiation fee,342.35,2026-06-02,0
920,1675,Service Fee,183.09,2025-01-11,0
921,656,Initiation Fee,318.44,2025-08-20,1
922,121,initiation fee,145.63,2025-05-14,1
923,296,SERVICE FEE,445.68,2026-01-23,0
924,183,Late Payment Fee,59.12,2026-04-09,0
925,465,Initiation Fee,160.25,27/10/2025,0
926,504,Initiation Fee,129.29,2025-06-18,0
927,1236,Dishonour Fee,386.43,2025-10-22,0
928,1627,initiation fee,411.78,2026-03-23,0
929,454,Service Fee,342.14,2026-04-14,1
930,684,initiation fee,300.93,2025-08-26,0
931,1050,Service Fee,401.42,2025-02-02,0
932,1678,initiation fee,331.57,2025-03-04,0
933,1134,Initiation Fee,444.35,2025-12-13,0
934,1262,Service Fee,171.48,2026-05-28,0
935,250,Late Payment Fee,320.58,2025-03-12,0
936,235,Initiation Fee,325.52,2026-01-26,0
937,1515,Service Fee,44.76,2025-06-29,0
938,1500,Late Payment Fee,200.24,2026-05-20,0
939,270,initiation fee,225.11,2025-10-19,1
940,713,Dishonour Fee,282.66,2025-07-07,0
941,1141,initiation fee,352.99,20 Feb 2026,0
942,23,Initiation Fee,26.64,12 Mar 2025,0
943,767,SERVICE FEE,343.85,2025-03-21,0
944,1046,Collection Fee,96.16,2025-06-17,0
945,1359,Collection Fee,303.35,2025-07-17,1
946,1482,Service Fee,287.08,2025-09-29,0
947,121,Collection Fee,352.15,2025-03-28,0
948,874,SERVICE FEE,40.46,2026-04-24,0
949,49,Collection Fee,337.45,2025-05-20,0
950,994,initiation fee,120.44,2025-08-30,0
951,1219,Initiation Fee,396.41,2025-02-13,0
952,1648,Dishonour Fee,75.33,2026-06-08,0
953,1305,SERVICE FEE,429.96,2025-06-16,0
954,631,Service Fee,428.35,2025-01-27,1
955,318,SERVICE FEE,306.98,2025-05-13,1
956,579,initiation fee,331.36,2025-09-14,0
957,1756,initiation fee,479.87,2025-05-18,0
958,89,Collection Fee,27.0,2025-09-03,0
959,698,initiation fee,,2025-08-10,1
960,1287,Service Fee,204.68,2025-12-12,1
961,1056,SERVICE FEE,321.28,2025-04-14,0
962,404,Late Payment Fee,,2025-08-12,0
963,447,Dishonour Fee,178.46,2026-03-08,0
964,562,initiation fee,69.75,2025-03-13,0
965,86,Collection Fee,132.24,2025-07-14,0
966,1702,Collection Fee,219.16,20250910,1
967,1086,SERVICE FEE,158.99,2025-05-18,0
968,611,Late Payment Fee,189.17,2025-07-29,0
969,857,SERVICE FEE,120.13,2025-08-26,0
970,927,Late Payment Fee,368.95,2026-01-04,0
971,1557,Initiation Fee,83.44,2025-02-11,1
972,1550,Late Payment Fee,44.68,2026-05-31,0
973,1414,Initiation Fee,451.37,2025-08-01,0
974,457,Collection Fee,383.65,2025-10-31,0
975,911,Collection Fee,233.14,2026-01-11,0
976,232,Service Fee,213.5,2025-10-30,0
977,863,Service Fee,244.13,2025-05-10,1
978,772,Service Fee,68.92,20260416,0
979,123,SERVICE FEE,79.73,2026-06-01,1
980,1154,Dishonour Fee,460.44,2025-11-08,1
981,1308,Service Fee,484.34,2025-10-14,0
982,1785,Late Payment Fee,193.27,2025-09-25,0
983,189,initiation fee,156.09,2025-04-01,0
984,929,Late Payment Fee,86.39,2026-02-25,0
985,1369,initiation fee,422.15,2025-11-16,0
986,557,Late Payment Fee,312.37,2025-02-22,0
987,1605,Late Payment Fee,195.28,2025-04-15,1
988,1649,Dishonour Fee,63.48,2026-04-17,1
989,1237,Service Fee,378.36,11-05-2025,1
990,32,Dishonour Fee,465.24,2025-12-28,0
991,38,Collection Fee,240.0,2026-01-23,0
992,1756,Late Payment Fee,-93.83,2026-05-16,0
993,1001,initiation fee,273.55,20251024,0
994,253,Initiation Fee,315.62,2025-04-06,0
995,1108,Initiation Fee,289.91,2025-09-11,0
996,726,Service Fee,449.87,2026-04-28,0
997,257,Service Fee,89.15,2025-08-03,1
998,1536,Collection Fee,279.9,2026-04-29,0
999,1043,Service Fee,154.83,2025-08-02,0
1000,458,Service Fee,482.9,2025-09-02,1
1001,1043,Initiation Fee,303.58,2025-03-20,1
1002,743,Service Fee,410.73,05/05/2025,1
1003,838,Dishonour Fee,288.84,06 Feb 2025,0
1004,1138,Initiation Fee,372.39,2025-04-23,0
1005,1254,Late Payment Fee,194.63,2025-07-11,0
1006,1644,Collection Fee,62.5,2025-07-12,0
1007,808,Dishonour Fee,399.04,2026-01-08,1
1008,762,Collection Fee,202.93,2025-12-30,0
1009,1435,Collection Fee,374.05,2026-05-17,0
1010,291,Collection Fee,99.03,2025-03-15,0
1011,36,Service Fee,437.66,2026-02-28,1
1012,268,Late Payment Fee,177.13,2025-03-26,0
1013,1404,initiation fee,112.29,2025-07-06,1
1014,1074,initiation fee,54.29,2025-11-21,0
1015,1487,initiation fee,275.27,2025-06-16,0
1016,1635,initiation fee,167.41,2025-05-16,1
1017,589,Collection Fee,231.82,2025-06-07,0
1018,1037,Collection Fee,63.25,2026-01-31,0
1019,502,Late Payment Fee,88.82,2025-12-19,0
1020,1269,Dishonour Fee,246.64,02-10-2026,0
1021,1606,Late Payment Fee,410.74,2026-06-13,0
1022,230,initiation fee,110.28,2025-08-16,0
1023,1286,Service Fee,266.1,2026-01-15,0
1024,852,Initiation Fee,444.49,2025-04-03,0
1025,606,SERVICE FEE,417.05,2025-07-10,0
1026,711,initiation fee,152.41,2025-08-24,0
1027,1054,Initiation Fee,374.88,2026-05-25,0
1028,1031,Dishonour Fee,460.48,2025-07-26,0
1029,1377,Service Fee,33.93,2026-01-30,0
1030,533,Initiation Fee,366.84,2026-02-13,0
1031,1730,Collection Fee,376.72,2026-03-25,0
1032,850,Initiation Fee,73.16,2025-10-07,1
1033,928,Collection Fee,432.07,2025-10-15,1
1034,730,Service Fee,467.56,2026-03-24,0
1035,1519,Collection Fee,75.99,2025-10-31,0
1036,831,SERVICE FEE,132.51,2025-02-19,0
1037,1120,SERVICE FEE,-77.61,2025-02-15,0
1038,1368,Service Fee,307.66,2025-01-21,0
1039,1220,Service Fee,180.92,12-11-2025,0
1040,1481,Initiation Fee,272.54,2025-06-10,0
1041,324,Initiation Fee,66.2,2026-02-03,1
1042,1246,Collection Fee,61.01,24 Feb 2025,0
1043,1383,initiation fee,155.99,2025-10-15,0
1044,908,Dishonour Fee,339.25,2026-02-06,0
1045,840,Service Fee,116.04,2026-05-25,0
1046,1501,Service Fee,312.48,2025-09-22,0
1047,1270,Dishonour Fee,305.76,2025-01-15,0
1048,465,Initiation Fee,382.52,2026-06-04,0
1049,1401,Late Payment Fee,432.37,2025-09-03,1
1050,1082,SERVICE FEE,276.9,2026-05-26,1
1051,7,Collection Fee,129.81,2026-05-06,1
1052,1103,Dishonour Fee,88.39,2025-12-23,0
1053,1790,SERVICE FEE,174.65,2025-10-06,0
1054,316,Dishonour Fee,319.68,2025-03-22,0
1055,190,Initiation Fee,35.88,2025-10-05,0
1056,859,Initiation Fee,312.72,2025-01-03,1
1057,701,SERVICE FEE,83.27,2025-12-16,0
1058,1515,initiation fee,219.55,2026-05-12,0
1059,677,Service Fee,442.04,2025-08-24,0
1060,260,Collection Fee,486.45,2025-03-06,1
1061,727,Late Payment Fee,390.36,2026-01-13,0
1062,28,SERVICE FEE,419.81,2025-09-07,0
1063,459,SERVICE FEE,300.56,14 Feb 2025,0
1064,384,Late Payment Fee,170.24,2025-07-25,0
1065,162,Service Fee,65.21,2025-03-20,0
1066,870,Collection Fee,364.5,2025-04-05,0
1067,759,Dishonour Fee,85.96,2025-12-17,0
1068,1403,Collection Fee,187.58,2025-04-27,0
1069,113,Initiation Fee,481.96,2026-04-29,0
1070,888,Late Payment Fee,416.33,2026-04-10,1
1071,1594,SERVICE FEE,119.41,2025-04-26,0
1072,265,Late Payment Fee,327.46,2025-06-28,0
1073,840,initiation fee,278.06,2025-12-28,0
1074,943,Dishonour Fee,103.58,2025-06-29,0
1075,374,Service Fee,399.79,2025-10-28,0
1076,1319,Late Payment Fee,74.39,2025-09-05,0
1077,1085,Initiation Fee,243.0,2025-07-08,1
1078,1122,Late Payment Fee,234.51,02/06/2025,0
1079,130,Collection Fee,211.71,2026-02-23,0
1080,693,Collection Fee,99.84,20250604,0
1081,1282,SERVICE FEE,297.06,2025-10-06,0
1082,81,initiation fee,276.25,2026-06-16,1
1083,1786,Late Payment Fee,372.68,2025-02-09,0
1084,1169,Service Fee,201.59,2026-03-19,1
1085,1394,Service Fee,172.08,2025-12-25,0
1086,1412,Service Fee,337.83,2025-06-16,0
1087,355,Late Payment Fee,206.57,2025-06-09,1
1088,1200,Collection Fee,250.09,2025-10-22,0
1089,1482,SERVICE FEE,432.72,2025-08-11,0
1090,327,Dishonour Fee,427.52,2025-07-02,0
1091,1376,Dishonour Fee,-435.88,2026-02-07,0
1092,709,Dishonour Fee,236.71,2025-09-24,0
1093,1164,initiation fee,223.7,2025-02-28,0
1094,946,Late Payment Fee,292.46,2025-11-08,1
1095,441,Dishonour Fee,323.5,2026-04-17,1
1096,534,initiation fee,409.33,10/12/2025,1
1097,285,Service Fee,190.05,17/01/2025,0
1098,1507,Service Fee,398.03,2025-06-05,0
1099,1067,Collection Fee,325.5,2026-01-16,0
1100,332,Initiation Fee,-361.29,2025-07-28,0
1101,420,Collection Fee,47.28,2025-06-07,0
1102,1072,Late Payment Fee,233.63,2025-11-04,0
1103,1393,SERVICE FEE,394.59,2026-05-23,0
1104,99,Dishonour Fee,266.39,2025-01-07,0
1105,1472,Dishonour Fee,75.45,2026-02-17,0
