loan_id,application_id,customer_id,contract_number,principal_amount_zar,term_months,disbursed_amount_zar,total_repayable_zar,disbursement_date,loan_status,nca_compliant_flag,interest_rate_pct
259,870,126,FAST-20250428-00259,9504.92,6,9209.0,11872.43,2025-04-28,SETTLED,1,4.4784
260,2899,1497,FAST-20260613-00260,1438.07,4,1372.57,1829.24,2026-06-13,ACTIVE,1,4.5053
261,107,78,FAST-20250820-00261,11971.57,2,11878.84,15181.1,2025-08-20,Active,0,4.5695
262,2790,1483,FAST-20250311-00262,1448.1,1,1377.1,1820.19,20250311,Active,1,3.1558
263,1102,185,FAST-20250626-00263,14491.5,4,13842.04,17546.31,2025-06-26,ARREARS,1,4.0723
264,552,793,FAST-20260413-00264,4988.81,6,4960.33,6075.76,20260413,Active,1,4.129
265,1807,172,FAST-20260520-00265,7775.12,6,7505.5,9418.06,2026-05-20,settled,1,4.7881
266,2046,272,FAST-20250308-00266,9683.13,2,9469.44,12141.06,08/03/2025,active,1,3.76
267,2118,951,FAST-20250311-00267,4916.93,3,4791.19,,2025-03-11,WRITTEN_OFF,1,3.3756
268,2986,1701,FAST-20260111-00268,7848.36,4,7759.85,9487.31,2026-01-11,settled,0,
269,723,997,FAST-20251017-00269,4800.7,1,4606.19,5777.08,2025-10-17,active,0,3.7889
270,1403,1784,FAST-20260227-00270,3150.37,2,3082.08,3920.4,2026-02-27,Active,0,
271,2015,796,FAST-20251106-00271,11615.66,2,11602.1,14439.59,2025-11-06,settled,1,3.1558
272,1644,1117,FAST-20250217-00272,1982.3,2,1909.72,2509.29,2025-02-17,active,0,3.5428
273,1234,1540,FAST-20250726-00273,9998.28,5,9584.52,12638.12,2025-07-26,ACTIVE,1,4.9137
274,928,1147,FAST-20250916-00274,4950.56,3,4911.95,6330.31,09-16-2025,ARREARS,1,4.2162
275,720,466,FAST-20251121-00275,,2,11395.55,14982.69,2025-11-21,Active,1,3.3008
276,537,676,FAST-20250618-00276,993.95,2,987.91,1221.72,2025-06-18,Active,1,3.1156
277,2379,451,FAST-20260520-00277,9721.12,4,9587.41,12232.0,2026-05-20,CANCELLED,1,3.4437
278,363,1150,FAST-20251117-00278,11864.08,2,11756.01,14745.01,2025-11-17,Active,1,4.5104
279,1897,1173,FAST-20260111-00279,480.29,5,461.1,607.42,2026-01-11,ACTIVE,1,4.4273
280,1272,1025,FAST-20260110-00280,14674.7,5,14431.27,17930.94,2026-01-10,ARREARS,1,3.8777
281,2864,730,FAST-20250103-00281,1959.07,2,1939.59,2390.32,2025-01-03,ARREARS,1,4.1875
282,583,1360,FAST-20250328-00282,14717.56,2,14310.4,,28 Mar 2025,WRITTEN_OFF,1,4.9933
283,393,1044,FAST-20250623-00283,1924.89,2,,2452.9,2025-06-23,WRITTEN_OFF,1,4.258
284,1468,1146,FAST-20260601-00284,7685.37,2,7588.37,9386.58,2026-06-01,WRITTEN_OFF,0,3.3385
285,2829,943,FAST-20250808-00285,950.25,6,946.29,,2025-08-08,CANCELLED,0,3.7958
286,1539,248,FAST-20250226-00286,7644.56,5,7356.01,9735.82,20250226,ACTIVE,0,4.6448
287,729,732,FAST-20250104-00287,1437.79,3,1427.08,1722.88,01-04-2025,ACTIVE,1,3.6986
288,668,559,FAST-20250925-00288,1433.42,3,1389.99,1782.71,2025-09-25,WRITTEN_OFF,0,4.5717
289,3133,1311,FAST-20251003-00289,14264.99,4,13896.31,17207.28,03 Oct 2025,ARREARS,1,3.3421
290,906,618,FAST-20251101-00290,-3222.38,4,3167.93,3839.9,20251101,CANCELLED,0,3.1196
291,1566,1739,FAST-20250621-00291,4860.94,4,4767.7,5835.08,2025-06-21,SETTLED,1,4.9895
292,2970,682,FAST-20250328-00292,11500.63,6,11081.89,14118.23,2025-03-28,active,1,4.0207
293,1566,1131,FAST-20250918-00293,478.85,3,466.79,601.09,2025-09-18,Active,0,3.5799
294,1774,379,FAST-20250215-00294,7848.2,3,7677.68,9325.63,2025-02-15,ARREARS,0,3.1153
295,2752,1851,FAST-20250907-00295,9596.8,3,9155.72,12263.48,2025-09-07,WRITTEN_OFF,1,3.2455
296,1362,367,FAST-20250125-00296,1934.91,6,1866.19,2349.67,2025-01-25,ACTIVE,1,4.0894
297,2164,799,FAST-20260227-00297,9559.69,6,9345.46,11955.82,2026-02-27,ACTIVE,0,3.5133
298,1027,786,FAST-20251112-00298,4778.02,3,4667.3,5974.13,2025-11-12,settled,1,4.4395
299,405,1647,FAST-20250121-00299,7838.29,4,7500.74,9737.84,2025-01-21,settled,1,3.6631
300,1266,1846,FAST-20251118-00300,7926.83,6,7574.54,9602.26,2025-11-18,SETTLED,0,4.9631
301,2481,1973,FAST-20250819-00301,4895.26,5,4774.09,5798.31,2025-08-19,ARREARS,0,3.6265
302,2991,1275,FAST-20251022-00302,14263.76,4,14089.53,17865.8,2025-10-22,active,1,3.0754
303,2387,1344,FAST-20250613-00303,7917.7,6,7562.23,9370.57,2025-06-13,ACTIVE,1,3.6383
304,2263,51,FAST-20250311-00304,1431.51,1,1387.46,1691.5,2025-03-11,SETTLED,0,3.0729
305,2841,813,FAST-20250322-00305,14914.8,2,14843.6,17824.35,2025-03-22,settled,0,4.6011
306,1922,1619,FAST-20260611-00306,493.14,2,472.47,622.68,2026-06-11,Active,1,4.9755
307,352,232,FAST-20250913-00307,9884.17,1,,11922.24,2025-09-13,settled,1,3.8834
308,1776,1594,FAST-20250109-00308,14715.12,3,14087.76,17787.69,2025-01-09,CANCELLED,0,4.3932
309,2328,1550,FAST-20260115-00309,14699.65,2,13971.27,18567.33,2026-01-15,SETTLED,0,4.1857
310,883,345,FAST-20260204-00310,977.73,6,951.07,1194.39,2026-02-04,ARREARS,1,3.8116
311,2820,220,FAST-20260213-00311,11542.88,2,11151.62,13784.1,2026-02-13,WRITTEN_OFF,0,3.3467
312,25,968,FAST-20250907-00312,11800.83,1,11584.81,14967.72,2025-09-07,Active,1,4.4145
313,1839,1866,FAST-20250720-00313,11869.49,2,11537.23,14989.7,2025-07-20,Active,1,3.3223
314,2133,397,FAST-20260103-00314,3199.64,1,3073.09,3873.06,2026-01-03,CANCELLED,0,4.8997
315,735,1742,FAST-20250818-00315,3180.43,4,3034.8,3833.67,2025-08-18,active,0,4.7235
316,2542,197,FAST-20250718-00316,1944.27,3,1905.14,2348.01,18 Jul 2025,CANCELLED,1,4.0586
317,1734,1473,FAST-20250305-00317,7889.0,2,7732.24,9485.68,05 Mar 2025,Active,0,3.6829
318,2511,610,FAST-20260110-00318,1941.3,2,1919.8,2386.33,2026-01-10,ARREARS,1,3.4149
319,2327,763,FAST-20250928-00319,14766.63,3,14389.88,18062.23,2025-09-28,SETTLED,1,3.9681
320,1496,1375,FAST-20250728-00320,14546.78,5,14494.59,18419.79,2025-07-28,Active,0,3.4802
321,2340,1202,FAST-20251007-00321,9862.32,2,9823.77,12215.72,2025-10-07,Active,1,4.4594
322,2148,936,FAST-20251213-00322,3193.01,2,3084.83,3990.44,2025-12-13,Active,1,3.745
323,399,1090,FAST-20250424-00323,492.23,5,474.99,603.36,2025-04-24,CANCELLED,0,4.8804
324,299,1043,FAST-20260117-00324,1498.78,2,,1896.13,2026-01-17,ACTIVE,1,3.7227
325,1763,1123,FAST-20260614-00325,1903.83,4,1866.54,2298.21,2026-06-14,SETTLED,1,4.7075
326,593,455,FAST-20260609-00326,4833.3,5,4634.11,5880.54,2026-06-09,SETTLED,1,4.7655
327,2002,909,FAST-20260524-00327,11902.83,5,11368.56,14429.39,2026-05-24,Active,1,4.7589
328,2437,1981,FAST-20251109-00328,1928.14,2,1908.83,2341.18,2025-11-09,settled,1,4.7173
329,2413,961,FAST-20250403-00329,14970.23,6,14938.8,17741.87,2025-04-03,active,1,3.1668
330,1744,348,FAST-20260101-00330,1425.24,4,1365.29,1776.58,2026-01-01,Active,1,3.4441
331,1976,1320,FAST-20250514-00331,11489.57,1,11074.81,13656.35,2025-05-14,SETTLED,0,3.6905
332,3031,352,FAST-20251203-00332,1978.1,5,1890.73,2463.63,2025-12-03,WRITTEN_OFF,1,3.6888
333,2728,574,FAST-20250516-00333,9660.47,1,9381.67,11530.3,2025-05-16,ARREARS,0,4.2823
334,924,903,FAST-20251014-00334,487.89,3,472.1,607.64,2025-10-14,ACTIVE,1,3.3131
335,1328,1385,FAST-20260407-00335,479.2,6,457.75,611.53,2026-04-07,Active,1,3.3818
336,2056,1058,FAST-20260123-00336,7857.26,2,7759.58,9721.0,2026-01-23,Active,1,3.9428
337,962,999,FAST-20250717-00337,7754.34,6,7540.11,9878.47,07-17-2025,SETTLED,1,3.0087
338,2989,1116,FAST-20250506-00338,1465.06,6,1399.49,1829.08,2025-05-06,Active,1,4.7848
339,1247,1279,FAST-20260519-00339,4789.35,5,4724.91,5688.14,2026-05-19,SETTLED,1,3.1872
340,1286,1119,FAST-20260427-00340,9742.31,6,9349.17,12185.97,2026-04-27,Active,1,3.1041
341,817,1100,FAST-20250807-00341,11676.58,3,11334.32,14659.84,2025-08-07,ACTIVE,1,4.6051
342,727,534,FAST-20251229-00342,1478.31,3,1467.56,1780.33,2025-12-29,SETTLED,0,4.2512
343,1084,1265,FAST-20251203-00343,9941.16,6,9842.28,12391.75,2025-12-03,SETTLED,1,4.8318
344,744,1407,FAST-20251217-00344,14713.16,3,14659.82,18314.87,12-17-2025,CANCELLED,1,3.7416
345,1427,1729,FAST-20260309-00345,1973.68,4,1919.7,2430.41,2026-03-09,ARREARS,1,4.9591
346,1036,1098,FAST-20260118-00346,969.1,4,941.57,1205.6,18 Jan 2026,ACTIVE,1,3.1101
347,1230,850,FAST-20260523-00347,996.74,1,949.81,1262.67,2026-05-23,SETTLED,1,3.6129
348,2678,206,FAST-20251014-00348,4889.49,4,4771.64,6143.58,2025-10-14,Active,1,3.4721
349,2183,781,FAST-20250315-00349,1989.61,1,1909.73,2494.37,2025-03-15,CANCELLED,0,3.2855
350,2758,621,FAST-20250924-00350,9927.69,3,9468.44,12182.87,2025-09-24,Active,1,3.9118
351,276,1435,FAST-20260610-00351,977.68,4,962.73,,2026-06-10,WRITTEN_OFF,0,4.5172
352,3055,2000,FAST-20250917-00352,980.5,6,977.67,1229.67,2025-09-17,WRITTEN_OFF,1,3.0941
353,2263,363,FAST-20250226-00353,14602.9,5,13984.71,17319.11,2025-02-26,ACTIVE,0,4.4569
354,97,881,FAST-20251122-00354,3158.11,4,3112.73,3812.48,2025-11-22,ACTIVE,1,
355,2354,1566,FAST-20260416-00355,1447.2,1,1389.49,1754.15,2026-04-16,SETTLED,1,3.5976
356,2449,1605,FAST-20260401-00356,9918.18,2,9770.05,12324.07,2026-04-01,CANCELLED,1,3.0308
357,1088,1006,FAST-20251227-00357,14598.81,1,14026.63,18287.0,2025-12-27,active,1,3.8699
358,2192,1676,FAST-20250319-00358,14589.49,2,14588.98,18261.87,2025-03-19,active,1,3.6362
359,1543,733,FAST-20260112-00359,965.03,6,922.04,1210.4,2026-01-12,SETTLED,0,4.132
360,2950,28,FAST-20250314-00360,4900.14,2,,6176.3,03-14-2025,Active,1,3.883
361,161,441,FAST-20250709-00361,481.59,3,457.58,599.2,2025-07-09,CANCELLED,0,4.7633
362,1174,1173,FAST-20251211-00362,499.05,1,496.32,594.57,12-11-2025,settled,1,
363,1890,177,FAST-20250422-00363,4855.57,1,4742.88,5794.6,2025-04-22,settled,0,4.1138
364,2316,745,FAST-20251031-00364,3220.42,5,3162.81,3938.35,2025-10-31,settled,1,4.4221
365,1302,28,FAST-20251107-00365,11689.97,1,11533.81,14126.01,2025-11-07,ACTIVE,1,4.1716
366,968,657,FAST-20260324-00366,11590.95,4,11184.8,13814.42,2026-03-24,ACTIVE,1,3.1712
367,58,1694,FAST-20260528-00367,1959.2,5,1868.33,2367.15,2026-05-28,Active,0,4.1361
368,804,1970,FAST-20250620-00368,988.46,3,980.37,1227.65,2025-06-20,WRITTEN_OFF,1,4.5091
369,1301,1091,FAST-20250307-00369,1473.9,6,1439.6,1748.36,2025-03-07,SETTLED,0,4.2007
370,2695,1803,FAST-20260423-00370,1962.26,2,1891.38,2442.74,2026-04-23,settled,1,3.7085
371,1350,238,FAST-20250327-00371,962.02,1,947.03,1214.58,2025-03-27,ACTIVE,0,4.0803
372,993,933,FAST-20250426-00372,969.9,2,965.53,1161.64,2025-04-26,active,1,3.5728
373,3106,457,FAST-20251211-00373,14844.28,3,14319.35,18377.83,2025-12-11,SETTLED,1,
374,40,692,FAST-20250121-00374,1493.39,4,1493.2,1787.94,2025-01-21,settled,0,3.1803
375,980,64,FAST-20260516-00375,4772.54,6,4678.28,5907.83,2026-05-16,settled,1,4.5022
376,463,944,FAST-20250314-00376,9549.47,2,9273.25,11360.03,2025-03-14,ACTIVE,1,4.88
377,2690,1664,FAST-20260523-00377,488.8,3,470.71,622.77,2026-05-23,settled,0,4.3545
378,712,471,FAST-20250528-00378,3145.83,4,3091.35,3963.29,2025-05-28,active,1,3.4402
379,1381,1898,FAST-20250621-00379,1969.15,2,1965.0,2391.83,2025-06-21,settled,0,4.965
380,2332,1949,FAST-20250327-00380,961.48,4,924.54,1224.89,2025-03-27,settled,0,4.9882
381,908,338,FAST-20260117-00381,7823.31,1,7695.81,9878.61,01-17-2026,ARREARS,1,4.1393
382,218,444,FAST-20260306-00382,11955.48,3,11633.26,15301.03,2026-03-06,ARREARS,1,3.4528
383,214,812,FAST-20260321-00383,493.2,5,481.24,619.18,2026-03-21,settled,1,4.2363
384,79,1072,FAST-20250215-00384,14800.65,4,14599.53,18068.2,2025-02-15,Active,1,3.4297
385,2016,1739,FAST-20251212-00385,11966.33,4,11476.71,14151.53,2025-12-12,active,1,4.7156
386,1673,166,FAST-20251008-00386,487.61,1,475.4,602.46,2025-10-08,ACTIVE,0,3.1891
387,1387,670,FAST-20260328-00387,3215.78,6,3067.77,,2026-03-28,ACTIVE,0,4.4163
388,326,210,FAST-20250818-00388,7787.15,5,7508.4,9502.18,2025-08-18,ACTIVE,0,3.6255
389,1197,1295,FAST-20251219-00389,1944.81,1,1859.44,2432.9,2025-12-19,ARREARS,1,3.6083
390,1367,1611,FAST-20260501-00390,3167.23,5,3035.55,3857.68,20260501,WRITTEN_OFF,1,4.5716
391,2752,781,FAST-20260530-00391,1453.39,6,1439.34,1793.62,2026-05-30,WRITTEN_OFF,1,3.2162
392,517,773,FAST-20250918-00392,1475.99,6,1457.4,1842.03,20250918,ACTIVE,1,4.3187
393,1426,1431,FAST-20260131-00393,974.86,5,966.78,1213.36,2026-01-31,Active,1,3.6578
394,1629,25,FAST-20251113-00394,3142.18,6,3123.78,3828.3,2025-11-13,ARREARS,1,4.5962
395,2481,1486,FAST-20250814-00395,7923.26,2,7914.45,9666.85,2025-08-14,WRITTEN_OFF,0,3.8006
396,1133,1529,FAST-20251213-00396,3186.56,3,3170.46,4049.22,2025-12-13,active,1,
397,2707,1436,FAST-20251028-00397,14331.84,2,13745.31,,2025-10-28,active,0,3.6491
398,1765,1392,FAST-20251003-00398,499.74,4,491.32,,2025-10-03,WRITTEN_OFF,1,4.8122
399,2362,1172,FAST-20260217-00399,9983.43,1,9566.65,12202.5,2026-02-17,SETTLED,1,4.201
400,881,616,FAST-20260608-00400,4791.13,1,4593.71,5679.92,2026-06-08,ACTIVE,0,3.136
401,3110,1537,FAST-20250604-00401,7782.56,1,7649.92,9523.07,2025-06-04,ACTIVE,0,3.61
402,946,1458,FAST-20260220-00402,3284.39,4,3183.91,4128.3,20/02/2026,ACTIVE,0,4.1638
403,2954,1191,FAST-20250813-00403,1907.02,6,1884.62,2339.64,2025-08-13,WRITTEN_OFF,0,3.904
404,172,1600,FAST-20260113-00404,953.29,1,906.72,1188.23,2026-01-13,Active,0,4.5714
405,766,1221,FAST-20260526-00405,9826.83,1,9604.74,11899.72,2026-05-26,Active,0,4.0567
406,937,879,FAST-20251127-00406,4961.71,5,4910.23,6165.0,2025-11-27,WRITTEN_OFF,1,4.4775
407,2324,550,FAST-20251021-00407,974.42,1,950.66,1195.21,2025-10-21,active,1,4.2831
408,1489,1593,FAST-20250609-00408,1488.28,2,1455.8,1789.88,2025-06-09,ARREARS,1,4.3764
409,940,474,FAST-20250730-00409,986.75,3,972.91,,2025-07-30,ARREARS,0,4.9152
410,964,815,FAST-20260510-00410,1983.18,5,1937.86,2422.46,2026-05-10,ARREARS,1,4.1464
411,2053,963,FAST-20260114-00411,14521.65,6,14389.34,18189.66,2026-01-14,settled,1,4.7763
412,1974,1095,FAST-20250131-00412,1462.69,3,1441.46,1821.38,2025-01-31,active,1,4.4382
413,2665,983,FAST-20260223-00413,3155.5,4,3016.7,3838.06,2026-02-23,ACTIVE,1,4.5437
414,2042,1892,FAST-20250227-00414,11685.35,3,11506.99,14199.36,2025-02-27,WRITTEN_OFF,1,3.303
415,2037,451,FAST-20250922-00415,1961.82,1,1910.16,2443.15,2025-09-22,WRITTEN_OFF,1,4.5536
416,1792,1182,FAST-20250913-00416,1430.82,6,1427.43,1717.13,2025-09-13,active,1,3.7682
417,1053,1932,FAST-20260328-00417,11448.94,6,11293.69,14458.89,2026-03-28,ACTIVE,1,3.4387
418,259,371,FAST-20251215-00418,3137.05,2,3033.47,3838.35,2025-12-15,ARREARS,1,4.7194
419,2208,523,FAST-20250327-00419,14651.69,2,14552.12,17347.22,2025-03-27,Active,1,3.32
420,417,207,FAST-20251011-00420,11409.22,6,10991.99,13883.75,2025-10-11,settled,1,4.2802
421,669,1816,FAST-20250324-00421,14488.99,6,14223.82,17778.08,2025-03-24,SETTLED,1,3.749
422,2152,958,FAST-20251219-00422,14706.12,1,14327.85,18247.42,2025-12-19,ARREARS,0,4.6334
423,891,1562,FAST-20250328-00423,3214.2,4,3084.0,4073.09,2025-03-28,active,1,4.2468
424,1250,773,FAST-20251118-00424,3195.95,6,3125.23,3803.1,18/11/2025,Active,0,3.1734
425,2753,424,FAST-20250925-00425,3214.54,3,3125.18,3933.53,2025-09-25,active,1,3.8806
426,1482,1186,FAST-20251128-00426,477.95,5,459.59,581.37,28/11/2025,ACTIVE,1,4.4862
427,1912,83,FAST-20250310-00427,1925.31,3,1878.15,2322.16,2025-03-10,active,1,
428,2983,1879,FAST-20260219-00428,9870.74,3,9711.61,12057.84,2026-02-19,WRITTEN_OFF,1,4.4646
429,2579,1171,FAST-20251008-00429,4772.6,1,4564.91,6069.84,2025-10-08,ARREARS,1,3.9947
430,2496,452,FAST-20260128-00430,1928.95,1,1927.14,2439.03,2026-01-28,WRITTEN_OFF,1,4.4935
431,846,893,FAST-20250108-00431,974.16,1,939.43,1233.03,2025-01-08,Active,1,3.4989
432,2878,473,FAST-20250919-00432,14479.97,1,14281.14,17618.27,2025-09-19,SETTLED,0,4.2015
433,82,1327,FAST-20250202-00433,7615.85,3,7349.4,9294.03,2025-02-02,WRITTEN_OFF,1,4.017
434,2021,1444,FAST-20260412-00434,3297.17,1,3235.29,3971.71,2026-04-12,CANCELLED,0,4.3956
435,1888,1150,FAST-20250130-00435,11642.41,3,11432.36,14120.28,2025-01-30,SETTLED,1,4.0732
436,266,735,FAST-20251019-00436,11441.26,2,10937.91,13661.68,19/10/2025,SETTLED,1,4.5322
437,255,1135,FAST-20260117-00437,,6,9298.22,12038.99,2026-01-17,settled,0,4.104
438,3186,69,FAST-20251030-00438,1441.15,6,1411.06,1817.69,2025-10-30,SETTLED,1,3.3048
439,654,1377,FAST-20250407-00439,4769.55,4,4557.41,5919.92,2025-04-07,CANCELLED,0,3.9453
440,292,1063,FAST-20260130-00440,1488.43,6,1421.69,1876.02,2026-01-30,CANCELLED,1,3.4049
441,2637,470,FAST-20250212-00441,9956.51,4,9764.75,12191.45,2025-02-12,Active,0,4.9471
442,193,1127,FAST-20260508-00442,7622.0,3,7358.92,9128.5,08/05/2026,Active,1,4.736
443,1462,162,FAST-20250822-00443,1444.55,6,1410.21,1770.04,2025-08-22,ACTIVE,1,4.2779
444,2326,1974,FAST-20251102-00444,969.61,5,940.2,1151.03,2025-11-02,Active,1,3.1984
445,309,1101,FAST-20260129-00445,976.4,5,972.29,1157.14,2026-01-29,SETTLED,1,4.6038
446,1809,962,FAST-20250810-00446,11828.54,3,11331.52,13972.48,2025-08-10,CANCELLED,1,4.6895
447,540,1078,FAST-20250711-00447,11440.05,4,11230.64,13917.08,2025-07-11,ARREARS,1,3.6454
448,756,1013,FAST-20250326-00448,485.48,2,484.61,578.51,26/03/2025,SETTLED,1,4.4486
449,3197,1910,FAST-20260106-00449,14325.52,1,14307.16,17410.26,2026-01-06,Active,1,3.7744
450,2510,1202,FAST-20250714-00450,1960.65,2,1913.43,2502.82,2025-07-14,settled,0,
451,1051,1460,FAST-20251222-00451,9591.51,4,9129.56,11569.86,2025-12-22,active,1,4.6576
452,671,1212,FAST-20251217-00452,-1922.22,3,,2316.88,2025-12-17,SETTLED,1,3.5264
453,2081,386,FAST-20260215-00453,3243.12,5,3207.99,3957.23,2026-02-15,WRITTEN_OFF,1,3.7625
454,35,1406,FAST-20250213-00454,1974.77,6,1957.26,2522.1,2025-02-13,SETTLED,1,3.1346
455,288,139,FAST-20250727-00455,11837.51,2,11570.6,14478.57,2025-07-27,active,1,4.985
456,1101,1577,FAST-20250304-00456,962.76,4,937.19,1215.53,2025-03-04,CANCELLED,1,4.5205
457,2501,1663,FAST-20251112-00457,1965.2,1,1898.81,2492.39,2025-11-12,settled,0,3.5582
458,451,1872,FAST-20251103-00458,-14763.73,3,14659.68,18579.9,2025-11-03,WRITTEN_OFF,0,3.2655
459,2270,1900,FAST-20251226-00459,1990.62,6,1916.03,2366.71,2025-12-26,settled,1,4.1032
460,2205,694,FAST-20251208-00460,7812.34,4,7601.15,9888.85,2025-12-08,Active,0,4.4603
461,2293,756,FAST-20260610-00461,4799.06,5,4766.14,5888.38,2026-06-10,ARREARS,1,4.2169
462,1469,464,FAST-20251002-00462,11724.12,5,11423.59,14322.33,02/10/2025,ACTIVE,1,4.7657
463,1024,1233,FAST-20250313-00463,491.82,1,478.84,616.28,2025-03-13,SETTLED,0,3.6021
464,399,1604,FAST-20250223-00464,4929.82,3,4928.71,6181.48,23 Feb 2025,ACTIVE,0,4.4746
465,2481,1435,FAST-20260209-00465,9700.7,6,9487.22,11690.74,2026-02-09,active,1,
466,2652,1746,FAST-20250715-00466,11754.08,5,11497.68,14452.14,2025-07-15,active,1,3.149
467,2013,334,FAST-20260408-00467,1937.08,4,1929.71,2434.64,2026-04-08,SETTLED,1,4.783
468,2608,1864,FAST-20250508-00468,9698.08,6,9387.61,11595.53,2025-05-08,active,1,4.6053
469,2076,606,FAST-20250619-00469,477.47,6,455.76,608.96,06-19-2025,ACTIVE,1,3.3879
470,148,1442,FAST-20250819-00470,14274.94,3,13839.81,17462.7,2025-08-19,WRITTEN_OFF,1,3.4795
471,531,1103,FAST-20260515-00471,3281.42,6,3228.49,4015.78,2026-05-15,settled,1,4.113
472,927,280,FAST-20251001-00472,1998.6,6,1907.65,2473.72,2025-10-01,ARREARS,1,4.2711
473,2707,1812,FAST-20250715-00473,3280.96,1,3220.0,4008.16,2025-07-15,settled,0,4.0098
474,1931,624,FAST-20250723-00474,9586.43,2,9277.39,12267.8,2025-07-23,ACTIVE,1,4.044
475,1179,411,FAST-20250513-00475,492.65,3,478.16,626.01,2025-05-13,Active,1,4.5161
476,2394,373,FAST-20250513-00476,3147.06,3,3042.94,3822.75,2025-05-13,WRITTEN_OFF,1,
477,2679,1806,FAST-20251125-00477,496.66,2,479.93,627.6,2025-11-25,SETTLED,1,4.9978
478,1608,279,FAST-20251230-00478,9598.45,3,9175.82,11556.4,2025-12-30,ARREARS,1,3.3282
479,195,1610,FAST-20260525-00479,1440.65,3,1415.01,1784.7,2026-05-25,ARREARS,1,3.8375
480,2973,325,FAST-20250515-00480,7865.65,6,7854.93,9826.39,2025-05-15,SETTLED,1,4.3352
481,2480,573,FAST-20260426-00481,1917.89,6,1846.59,2392.49,2026-04-26,active,1,4.9559
482,2369,1029,FAST-20250702-00482,7947.67,5,7557.51,9898.92,2025-07-02,SETTLED,0,3.6092
483,508,104,FAST-20250417-00483,1923.82,4,1901.25,2420.77,2025-04-17,active,1,3.6649
484,2102,1594,FAST-20251107-00484,11451.83,4,11132.67,14343.23,2025-11-07,WRITTEN_OFF,1,3.7072
485,2459,1864,FAST-20250610-00485,3161.02,4,3073.69,4008.37,2025-06-10,WRITTEN_OFF,1,4.9115
486,1274,1490,FAST-20251123-00486,-3268.91,6,3148.7,4020.06,2025-11-23,Active,1,
487,3051,155,FAST-20260610-00487,1924.34,6,1900.67,2447.83,2026-06-10,settled,1,3.7399
488,1713,1118,FAST-20250722-00488,4804.92,6,4699.48,5795.03,2025-07-22,settled,1,3.5794
489,34,1936,FAST-20250314-00489,7687.93,1,7593.13,9671.64,2025-03-14,ARREARS,0,4.119
490,2648,850,FAST-20250606-00490,11577.99,2,11443.91,13906.24,06-06-2025,Active,0,4.8881
491,1452,973,FAST-20250521-00491,3257.2,1,3180.61,4087.44,2025-05-21,active,0,4.4725
492,2593,1601,FAST-20250809-00492,11579.74,4,11322.31,14455.52,2025-08-09,Active,0,
493,815,1799,FAST-20250126-00493,11753.71,3,11223.51,13982.55,2025-01-26,CANCELLED,0,4.0654
494,583,764,FAST-20251118-00494,3235.05,2,3178.92,4095.05,2025-11-18,SETTLED,1,
495,1509,541,FAST-20260508-00495,3298.56,6,3288.3,4184.68,2026-05-08,ARREARS,1,3.2503
496,410,1067,FAST-20250123-00496,483.53,3,462.97,596.03,2025-01-23,Active,1,3.6468
497,1962,845,FAST-20250727-00497,14782.63,3,14260.19,17809.46,2025-07-27,ACTIVE,1,4.3423
498,770,896,FAST-20250401-00498,14687.4,5,14513.99,18381.09,2025-04-01,settled,1,4.0645
499,1008,1606,FAST-20260121-00499,1476.63,4,1406.35,1837.93,2026-01-21,WRITTEN_OFF,1,4.7667
500,1000,431,FAST-20260222-00500,7936.99,3,7902.45,9738.16,22 Feb 2026,CANCELLED,1,4.5599
501,906,1110,FAST-20251025-00501,480.6,1,476.85,584.44,2025-10-25,SETTLED,0,4.2083
502,1180,270,FAST-20260511-00502,7929.19,5,7928.3,9951.86,2026-05-11,ACTIVE,0,4.3957
503,2543,862,FAST-20250808-00503,9842.76,3,,12152.2,2025-08-08,ACTIVE,1,4.464
504,864,1865,FAST-20251125-00504,991.12,3,989.02,1182.4,2025-11-25,settled,1,3.8987
505,1309,695,FAST-20260519-00505,9891.57,1,9638.52,11738.45,2026-05-19,ACTIVE,0,
506,747,625,FAST-20250323-00506,1483.22,6,,1826.92,20250323,WRITTEN_OFF,0,3.6689
507,1412,305,FAST-20260104-00507,1930.26,4,1882.4,2368.63,2026-01-04,ARREARS,0,3.052
508,1992,1392,FAST-20251208-00508,14567.01,2,14239.36,18037.39,2025-12-08,SETTLED,1,4.8389
509,431,369,FAST-20260528-00509,14539.01,5,14484.34,17407.91,2026-05-28,ARREARS,1,4.3335
510,483,1343,FAST-20260216-00510,1428.58,5,1382.67,1691.71,2026-02-16,Active,1,3.8348
511,2798,1675,FAST-20250528-00511,7926.49,3,7634.41,9532.92,2025-05-28,settled,1,4.0139
512,1280,23,FAST-20250326-00512,3179.65,6,3084.01,3793.25,2025-03-26,settled,1,3.032
513,2916,1775,FAST-20260509-00513,496.45,1,480.56,607.47,09/05/2026,Active,0,4.7964
514,721,389,FAST-20260517-00514,14588.23,4,14337.62,17230.93,2026-05-17,WRITTEN_OFF,1,4.5437
515,759,846,FAST-20260224-00515,3262.23,4,3161.24,3922.97,2026-02-24,ARREARS,1,3.4217
516,1948,1116,FAST-20250826-00516,4848.1,6,4751.25,6001.89,08-26-2025,SETTLED,0,4.9287
517,1506,258,FAST-20251031-00517,4972.69,3,4905.37,6142.78,2025-10-31,Active,1,3.7933
