application_id,quote_id,customer_id,application_submitted_at,application_status,sa_id_captured_flag,mobile_captured_flag,online_banking_captured_flag,decline_reason,channel_name,agent_code,processing_minutes
839,2087,333,2026-02-03 21:07:17,submitted,1,0,1,,Direct,AGT630,8
840,3428,50,2025-06-28 20:44:10,SUBMITTED,0,1,1,,Direct,,
841,1717,427,2025-04-16 08:36:41,APPROVED,1,1,1,,unknown,AGT226,108
842,1415,1962,2025-01-28 21:25:27,DECLINED,0,1,1,Affordability failed,Facebook,,96
843,1806,9,2025-01-08 19:46:41,WITHDRAWN,0,1,1,,Email,AGT420,
844,3681,1371,2026-02-13 13:08:46,Approved,1,1,1,,Organic Search,,
845,1445,1496,2025-02-26 12:27:48,DISBURSED,1,1,1,,WhatsApp,,22
846,3164,110,2025-09-28 07:28:31,Approved,1,1,0,,Facebook,,60
847,3892,1122,2025-10-31 17:51:07,submitted,0,1,0,,WhatsApp,AGT747,99
848,3913,302,2025-04-10 12:34:48,DISBURSED,1,1,1,,,,100
849,3619,357,2026-05-24 17:03:42,DECLINED,1,1,1,Duplicate application,Facebook,AGT670,115
850,3518,795,2026-04-15 16:19:00,DISBURSED,1,1,1,,Direct,,164
851,1436,539,2025-10-18 15:40:50,APPROVED,1,1,0,,Direct,,
852,3080,1153,2026-05-05 20:19:39,submitted,0,1,1,,Facebook,AGT486,96
853,3893,1250,2025-01-27 13:34:44,SUBMITTED,1,1,0,,,,137
854,2931,1584,2025-09-20 08:34:21,SUBMITTED,1,1,0,,WhatsApp,,178
855,3732,1380,2026-02-25 21:03:17,SUBMITTED,1,0,1,,Google Sponsored Search,,40
856,1889,1009,2026-04-09 19:28:25,SUBMITTED,1,1,1,,,AGT449,120
857,3942,42,2025-06-12 15:58:59,STARTED,1,1,1,,unknown,,109
858,1716,493,2025-10-25 07:18:41,WITHDRAWN,1,1,1,,Facebook,,8
859,280,1814,2025-04-24 19:09:00,WITHDRAWN,0,1,0,,Facebook,,
860,128,835,2025-04-14 16:31:57,submitted,1,1,0,,Google Sponsored Search,,109
861,289,1459,2025-10-28 08:48:47,Approved,0,1,0,,Direct,,178
862,167,1842,2025-07-26 19:26:13,DECLINED,0,1,1,Credit score below threshold,WhatsApp,,2
863,3911,495,2025-12-14 16:49:44,WITHDRAWN,0,0,1,,Direct,AGT295,174
864,3055,1696,2025-07-09 16:14:32,SUBMITTED,0,0,1,,Direct,,64
865,2076,1246,2026-05-27 09:24:05,DECLINED,1,1,0,NCA compliance block,,AGT607,78
866,997,1738,2026-01-07 19:06:54,DISBURSED,1,0,1,,unknown,,13
867,3873,1296,2026-05-31 15:53:52,DISBURSED,1,1,0,,Facebook,,176
868,1302,1757,2026-03-08 18:48:56,Approved,1,0,0,,WhatsApp,,71
869,2272,95,2025-06-22 18:19:28,DISBURSED,0,1,0,,Organic Search,,122
870,2935,1729,2025-04-15 12:13:45,submitted,1,1,1,,Facebook,,152
871,1987,157,2026-04-08 11:11:09,WITHDRAWN,0,1,1,,unknown,,163
872,3372,823,2025-04-12 14:55:29,Approved,1,1,1,,,,55
873,505,369,2026-01-23 15:54:40,DECLINED,1,1,1,,Direct,AGT698,147
874,1428,1026,2026-04-02 12:24:18,SUBMITTED,1,1,1,,,AGT276,155
875,1496,1332,2025-06-07 18:24:03,Approved,1,1,1,,Direct,,14
876,973,1293,2025-03-02 16:59:42,STARTED,1,1,1,,WhatsApp,,110
877,3853,1719,2025-05-12 21:47:05,Approved,0,1,0,,,,88
878,3990,1140,2025-05-24 22:22:54,WITHDRAWN,0,1,1,,Google Sponsored Search,,79
879,334,1061,2025-03-02 09:40:35,submitted,1,0,1,,WhatsApp,,5
880,2567,482,2025-11-12 09:19:30,WITHDRAWN,0,1,1,,Google Sponsored Search,AGT166,113
881,1159,16,2025-10-19 10:20:59,STARTED,1,1,1,,unknown,,105
882,2630,767,2026-01-08 16:19:59,DISBURSED,1,1,0,,Google Sponsored Search,,123
883,1176,87,2025-11-04 14:17:28,STARTED,1,1,1,,,,44
884,1375,126,2026-03-02 11:14:35,WITHDRAWN,1,0,1,,,,8
885,2531,269,2026-02-13 10:24:25,submitted,1,1,0,,Organic Search,AGT393,123
886,2177,405,2025-07-03 12:29:34,Approved,1,1,0,,Direct,,8
887,1317,976,2025-05-10 12:13:18,submitted,1,1,1,,,,17
888,1684,1906,2025-01-14 08:23:00,Approved,1,1,1,,,,144
889,1772,242,2025-10-11 17:48:34,DECLINED,0,0,0,Adverse credit listing,Direct,AGT916,
890,1483,868,2026-03-28 19:52:16,submitted,1,1,1,,Organic Search,,8
891,972,770,2025-08-18 13:48:15,submitted,0,1,1,,,,123
892,740,1331,2025-03-18 14:07:07,APPROVED,1,1,0,,Facebook,,23
893,3866,662,2025-02-12 13:25:06,APPROVED,1,1,1,,,,53
894,3382,678,2025-01-10 22:44:04,STARTED,1,1,1,,,AGT746,68
895,560,1703,2026-05-11 08:35:27,APPROVED,1,1,0,,WhatsApp,,53
896,1154,1378,2026-04-10 20:49:38,SUBMITTED,1,1,1,,unknown,,125
897,1036,1322,2025-06-21 20:45:34,WITHDRAWN,1,1,1,,Google Sponsored Search,AGT170,106
898,808,87,2025-03-15 09:20:55,Approved,1,1,1,,,,73
899,919,1948,2026-03-09 07:54:18,DISBURSED,1,0,1,,Email,,134
900,3322,713,2025-01-21 18:44:47,WITHDRAWN,1,1,1,,,,26
901,2929,1184,2026-05-10 07:21:33,APPROVED,1,1,1,,unknown,,
902,6,1257,2026-04-18 19:47:52,STARTED,1,1,1,,Organic Search,,172
903,58,1946,2025-12-29 20:21:44,STARTED,1,1,0,,Organic Search,,156
904,2029,1313,2025-06-27 07:30:23,Approved,1,1,1,,Organic Search,,152
905,3008,713,2026-01-24 18:35:24,STARTED,1,0,1,,,,151
906,3286,863,2026-05-19 22:17:22,submitted,1,1,1,,Facebook,,78
907,3822,315,2025-05-04 07:54:15,APPROVED,1,1,1,,,AGT503,66
908,3039,1684,2025-03-04 09:41:51,submitted,1,1,1,,,,2
909,2781,1158,2026-01-13 13:33:49,submitted,1,1,0,,WhatsApp,,81
910,1389,140,2026-05-10 20:34:15,submitted,1,1,1,,,,15
911,139,31,2025-12-10 13:27:49,Approved,1,1,1,,,,112
912,2257,1818,2025-06-15 20:23:45,WITHDRAWN,0,1,1,,,,96
913,223,900,2026-04-17 17:06:07,STARTED,1,1,1,,unknown,,58
914,2987,1688,2025-10-13 13:53:31,DISBURSED,0,1,1,,WhatsApp,,109
915,3158,1137,2025-03-15 09:35:24,STARTED,1,1,0,,Email,,119
916,1952,1052,2025-03-21 22:10:56,SUBMITTED,1,1,0,,Email,,111
917,702,1701,2026-01-21 20:22:45,DECLINED,1,0,0,,WhatsApp,,155
918,1826,112,2025-08-24 08:37:58,Approved,1,1,1,,Facebook,,145
919,2094,948,2025-10-28 09:30:21,DECLINED,1,1,1,Income verification failed,Organic Search,,
920,2047,1348,2025-05-06 08:25:53,Approved,1,1,0,,,,36
921,2751,632,2025-06-26 09:53:01,DECLINED,1,1,1,Credit score below threshold,,,6
922,687,903,2026-06-07 22:40:47,DECLINED,1,1,1,Income verification failed,Organic Search,,154
923,3445,136,2026-04-15 12:01:00,WITHDRAWN,1,1,1,,,AGT823,56
924,3846,1691,2026-02-14 22:57:23,submitted,0,1,1,,Organic Search,,52
925,2740,511,2025-02-07 10:16:14,WITHDRAWN,1,0,1,,,,
926,3434,1586,2025-12-06 13:40:01,Approved,1,1,1,,WhatsApp,AGT799,36
927,2661,1712,2025-01-18 19:59:45,STARTED,1,1,1,,Email,,41
928,2078,1488,2025-12-23 20:23:34,DISBURSED,0,1,1,,,,101
929,548,1306,2025-11-15 11:54:53,STARTED,1,0,1,,unknown,,8
930,3868,619,2025-01-01 10:30:19,DISBURSED,1,1,1,,WhatsApp,,48
931,455,1529,2025-01-31 15:57:30,Approved,1,0,1,,WhatsApp,,110
932,1892,906,2026-05-11 18:33:06,STARTED,1,1,0,,Organic Search,,63
933,3038,103,2025-10-08 07:50:16,WITHDRAWN,1,1,1,,,AGT125,84
934,1161,674,2026-03-12 15:17:52,APPROVED,0,1,0,,Facebook,,54
935,2035,1697,2026-01-22 14:50:17,APPROVED,1,1,0,,Google Sponsored Search,,32
936,1415,1024,2025-01-10 12:24:16,DECLINED,0,1,1,Income verification failed,Direct,,25
937,1049,791,2025-08-11 12:23:13,DISBURSED,1,1,0,,,,13
938,1887,676,2025-07-03 21:58:58,APPROVED,1,1,1,,Google Sponsored Search,,19
939,3026,561,2025-04-26 10:41:58,APPROVED,1,1,0,,WhatsApp,,109
940,696,118,2026-05-19 17:19:11,STARTED,0,1,0,,Google Sponsored Search,,117
941,3075,511,2025-02-16 21:11:40,WITHDRAWN,1,0,1,,Organic Search,,
942,1304,1882,2026-02-24 19:35:56,DECLINED,1,1,1,,Email,AGT896,122
943,2640,1363,2026-05-11 21:11:10,DISBURSED,1,0,0,,,,156
944,3744,1576,2025-07-07 11:10:17,WITHDRAWN,1,0,0,,Direct,,6
945,3383,521,2025-11-18 21:30:28,submitted,1,1,1,,,,83
946,3326,976,2025-08-18 07:39:32,DECLINED,1,1,1,Credit score below threshold,Google Sponsored Search,,
947,425,638,2026-04-27 12:55:22,APPROVED,1,0,0,,Google Sponsored Search,,
948,1206,638,2026-05-18 13:50:13,SUBMITTED,1,1,1,,,,5
949,659,990,2025-12-23 22:34:26,STARTED,1,1,1,,Organic Search,,12
950,844,1488,2025-05-13 10:36:28,SUBMITTED,0,1,1,,,,148
951,1624,1533,2026-02-05 18:46:42,STARTED,1,1,1,,,,29
952,1273,1870,2025-11-16 15:36:36,APPROVED,1,1,0,,,,32
953,2140,411,2025-04-09 09:34:38,submitted,1,0,0,,,,72
954,3535,1549,2025-04-27 10:23:26,STARTED,1,1,1,,Email,,119
955,1813,1893,2026-02-03 16:41:16,Approved,1,0,0,,unknown,,16
956,575,523,2026-06-10 16:51:03,DECLINED,1,1,0,Affordability failed,WhatsApp,,
957,972,113,2025-05-10 09:38:51,APPROVED,1,1,1,,Email,,10
958,3158,1738,2026-04-21 14:51:45,WITHDRAWN,1,1,0,,,,163
959,1216,1277,2025-03-04 10:32:25,WITHDRAWN,1,1,1,,Google Sponsored Search,,7
960,2603,220,2026-03-28 07:06:47,DECLINED,1,1,0,Affordability failed,Email,AGT470,19
961,1743,734,2025-11-16 13:31:10,APPROVED,1,0,0,,WhatsApp,,137
962,2855,182,2025-07-17 15:34:57,SUBMITTED,1,1,1,,,,170
963,3016,949,2025-03-10 09:31:32,APPROVED,1,1,0,,Email,AGT384,179
964,810,1874,2025-07-18 08:18:31,APPROVED,1,1,1,,Google Sponsored Search,AGT477,44
965,661,550,2025-11-08 22:35:17,APPROVED,0,1,1,,Organic Search,AGT644,42
966,2246,1175,2025-12-22 21:09:08,DISBURSED,1,0,0,,Google Sponsored Search,,139
967,2504,62,2025-10-21 19:00:13,submitted,0,1,1,,Organic Search,,149
968,202,1646,2025-09-14 17:22:57,submitted,1,1,1,,Direct,,17
969,3837,808,2025-06-28 18:05:40,Approved,1,0,1,,Facebook,,22
970,2551,452,2026-01-30 08:27:43,APPROVED,1,1,0,,Organic Search,,11
971,337,530,2025-05-27 14:34:04,Approved,1,1,1,,Email,,106
972,2838,1004,2025-06-02 16:17:04,SUBMITTED,1,1,0,,Direct,AGT631,92
973,2841,590,2026-04-23 22:15:42,Approved,1,1,0,,unknown,AGT972,73
974,293,1684,2026-04-20 19:55:00,Approved,1,1,0,,Organic Search,,169
975,1370,1840,2025-07-12 07:00:21,STARTED,1,1,0,,Google Sponsored Search,,132
976,3325,89,2025-08-21 22:15:37,submitted,1,1,0,,Facebook,,162
977,1424,248,2025-02-06 21:52:27,Approved,1,1,1,,Organic Search,AGT447,3
978,169,460,2025-03-20 19:24:02,APPROVED,1,1,0,,Direct,AGT843,
979,3094,51,2025-12-16 14:55:21,APPROVED,1,1,0,,Email,,75
980,608,191,2026-06-05 14:30:53,Approved,0,0,1,,WhatsApp,AGT736,94
981,2862,676,2026-01-12 20:11:46,APPROVED,0,0,1,,Direct,,106
982,2514,1377,2025-09-04 17:50:29,DISBURSED,1,1,1,,Direct,,172
983,3488,1415,2026-02-19 15:02:45,submitted,1,1,0,,Email,AGT348,52
984,304,1338,2025-10-20 19:27:56,DECLINED,1,1,1,Income verification failed,WhatsApp,,38
985,1285,1425,2026-02-08 16:03:02,Approved,0,1,1,,Facebook,AGT826,103
986,2825,891,2025-04-18 07:26:31,DECLINED,0,1,1,Affordability failed,Email,AGT355,93
987,540,406,2026-02-05 18:32:27,DECLINED,0,1,0,Income verification failed,Organic Search,,174
988,2318,1177,2025-11-27 08:52:27,APPROVED,1,1,1,,unknown,,159
989,431,1191,2026-04-15 19:53:18,Approved,0,1,1,,,AGT615,
990,1,1965,2025-10-20 22:28:14,Approved,0,1,1,,WhatsApp,,
991,3826,783,2025-08-18 16:21:18,WITHDRAWN,1,1,0,,Email,AGT294,70
992,1578,288,2025-06-14 10:12:25,DECLINED,1,1,1,Affordability failed,unknown,,94
993,2326,440,2025-02-11 13:19:36,DECLINED,1,0,1,NCA compliance block,Email,,11
994,258,589,2026-04-17 09:20:11,submitted,1,1,1,,Email,,159
995,639,1183,2025-06-21 22:33:40,SUBMITTED,1,1,1,,,,32
996,2679,760,2026-01-14 17:52:53,APPROVED,0,1,0,,,,167
997,2448,1007,2026-06-12 12:41:35,SUBMITTED,1,1,0,,,,163
998,3460,410,2026-06-06 14:41:33,submitted,1,1,0,,Direct,,72
999,243,1436,2026-04-03 16:26:41,SUBMITTED,1,1,1,,WhatsApp,,93
1000,2207,1024,2025-01-26 20:11:27,DISBURSED,0,0,1,,Organic Search,AGT609,78
1001,1413,336,2025-05-15 09:32:03,WITHDRAWN,1,1,1,,Direct,,106
1002,1823,1141,2025-09-30 16:25:04,WITHDRAWN,1,1,1,,unknown,,74
1003,3021,1752,2025-12-05 18:45:28,WITHDRAWN,1,1,0,,unknown,,37
1004,2418,655,2025-10-08 11:26:45,WITHDRAWN,0,0,1,,Direct,,82
1005,752,1782,2025-02-07 08:33:18,DECLINED,0,1,0,Affordability failed,Email,,122
1006,1067,1897,2025-11-01 18:27:19,SUBMITTED,0,0,0,,,,35
1007,2463,1153,2026-01-27 21:03:04,DECLINED,1,1,0,Adverse credit listing,,,2
1008,3321,223,2025-02-23 15:13:29,WITHDRAWN,0,1,0,,WhatsApp,,22
1009,3484,158,2026-03-23 22:46:58,WITHDRAWN,1,1,1,,,,166
1010,3532,1327,2025-03-30 10:03:20,Approved,1,1,1,,,AGT424,71
1011,2499,1838,2025-10-02 20:48:20,Approved,1,1,0,,,AGT634,161
1012,995,641,2025-03-20 17:46:09,Approved,0,0,0,,Google Sponsored Search,AGT988,63
1013,1728,456,2026-03-19 11:12:55,APPROVED,1,1,1,,unknown,,
1014,3535,442,2025-08-17 21:51:53,WITHDRAWN,0,0,1,,WhatsApp,,17
1015,2173,1459,2025-11-13 16:07:07,STARTED,1,1,1,,Organic Search,,178
1016,3495,1536,2026-05-29 18:47:39,WITHDRAWN,1,0,1,,WhatsApp,,110
1017,3265,502,2026-06-15 19:42:45,WITHDRAWN,1,1,0,,,,4
1018,1711,44,2025-06-03 17:51:44,SUBMITTED,1,1,0,,Email,AGT103,152
1019,2718,1555,2026-06-14 15:19:48,DISBURSED,1,0,1,,,,20
1020,2945,689,2025-01-17 10:59:22,submitted,1,1,0,,Direct,,85
1021,2750,1803,2025-02-12 07:31:32,submitted,1,1,0,,unknown,AGT542,121
1022,205,849,2026-06-03 19:15:00,DISBURSED,1,1,1,,,,
1023,2824,1079,2025-04-26 17:56:03,DECLINED,1,1,0,NCA compliance block,unknown,,17
1024,3327,827,2025-02-11 07:38:04,SUBMITTED,1,1,1,,,,88
1025,1201,353,2026-01-31 14:16:20,Approved,0,1,1,,Facebook,,
1026,1700,939,2025-09-03 09:38:32,APPROVED,1,1,1,,Direct,,36
1027,737,616,2025-09-02 09:49:41,Approved,1,0,1,,Organic Search,AGT137,153
1028,2588,835,2025-04-29 13:37:48,APPROVED,0,1,1,,,,146
1029,2079,1783,2025-08-30 17:58:47,DISBURSED,0,1,1,,Facebook,,20
1030,655,295,2025-02-14 15:46:29,STARTED,1,0,1,,Google Sponsored Search,,170
1031,1307,1449,2026-01-31 15:09:31,DISBURSED,1,1,0,,Facebook,,
1032,899,622,2025-04-07 19:04:35,WITHDRAWN,1,0,1,,unknown,,179
1033,2417,500,2026-02-04 13:05:20,DISBURSED,1,1,0,,WhatsApp,AGT695,41
1034,890,1241,2026-06-11 08:01:53,STARTED,1,1,1,,Email,,28
1035,445,1734,2025-12-23 21:14:56,DECLINED,0,0,0,NCA compliance block,Direct,AGT667,23
1036,2208,1449,2025-03-16 17:10:02,DECLINED,1,1,0,Duplicate application,Organic Search,AGT550,126
1037,1484,1078,2025-05-26 17:19:05,Approved,1,1,1,,,,125
1038,294,1462,2026-02-27 16:31:09,DISBURSED,0,1,0,,Facebook,,115
1039,1408,1983,2025-06-06 15:32:15,submitted,0,0,0,,WhatsApp,,111
1040,2289,1789,2026-02-24 14:31:07,submitted,1,0,1,,WhatsApp,AGT236,114
1041,2355,879,2026-06-06 08:32:10,STARTED,0,0,1,,,AGT537,53
1042,2753,175,2025-12-10 07:17:33,WITHDRAWN,0,1,1,,WhatsApp,,
1043,3714,1093,2025-08-04 10:04:56,STARTED,1,1,1,,unknown,AGT149,172
1044,238,1302,2026-02-17 13:51:11,submitted,1,0,1,,unknown,,110
1045,899,1027,2025-05-02 09:17:16,submitted,1,0,0,,Organic Search,,153
1046,259,30,2025-06-05 13:44:35,APPROVED,0,0,0,,,,75
1047,1004,121,2026-02-03 08:25:48,APPROVED,1,0,0,,Direct,,62
1048,2176,1643,2025-03-01 14:01:26,Approved,1,1,1,,,,84
1049,681,1502,2026-05-18 18:49:37,Approved,1,1,0,,Google Sponsored Search,AGT910,153
1050,1992,783,2025-07-02 18:31:19,STARTED,0,1,1,,Direct,,170
1051,716,424,2025-05-07 12:51:46,DECLINED,1,1,0,Adverse credit listing,Email,AGT133,175
1052,3540,1248,2025-12-12 13:46:38,STARTED,1,0,0,,Facebook,,170
1053,698,946,2025-06-16 22:43:36,submitted,0,1,1,,Organic Search,,
1054,1096,676,2025-02-02 16:30:28,DECLINED,1,1,0,Affordability failed,Google Sponsored Search,AGT429,56
1055,350,915,2025-09-22 22:17:36,DECLINED,0,0,1,Income verification failed,,,59
1056,312,1260,2026-03-23 07:55:04,SUBMITTED,1,1,1,,Facebook,,3
1057,2950,11,2025-06-04 12:34:08,Approved,1,0,0,,WhatsApp,,140
1058,550,730,2026-05-14 19:27:32,DECLINED,0,1,1,Duplicate application,,,
1059,1188,485,2025-06-23 08:15:56,APPROVED,0,0,1,,Organic Search,AGT513,2
1060,3246,1317,2026-03-14 20:37:34,DISBURSED,0,0,1,,unknown,,128
1061,1293,755,2025-06-26 22:17:32,SUBMITTED,0,0,1,,unknown,,64
1062,1849,1482,2026-02-20 18:52:05,submitted,1,1,1,,Email,,97
1063,90,365,2025-03-23 19:45:29,submitted,1,1,1,,Facebook,,87
1064,3490,1078,2025-07-05 12:42:57,DECLINED,0,1,0,Income verification failed,Facebook,,8
1065,2906,1819,2025-05-09 19:48:24,WITHDRAWN,1,0,0,,,AGT391,68
1066,331,1944,2026-01-07 18:00:15,APPROVED,1,0,0,,Direct,,128
1067,3720,519,2025-06-18 18:41:10,STARTED,1,1,1,,Email,,50
1068,1814,814,2025-10-11 14:00:33,Approved,1,1,1,,Email,,38
1069,3081,503,2025-01-18 11:36:37,SUBMITTED,1,1,1,,Google Sponsored Search,AGT331,129
1070,2039,1506,2025-11-13 22:28:18,DISBURSED,0,1,1,,,,161
1071,1290,48,2025-11-19 10:31:24,DECLINED,1,1,1,Credit score below threshold,Email,AGT368,56
1072,2918,1829,2025-03-22 19:12:25,WITHDRAWN,1,1,0,,Facebook,AGT776,
1073,3424,1268,2025-04-26 17:43:20,APPROVED,1,1,0,,Google Sponsored Search,,53
1074,843,913,2026-03-17 14:25:33,DISBURSED,0,1,1,,Direct,,79
1075,3441,911,2025-04-08 18:02:01,WITHDRAWN,1,1,1,,,,147
1076,797,1275,2025-08-06 08:30:02,DECLINED,1,1,1,Credit score below threshold,,,176
1077,921,1891,2025-08-27 15:44:44,submitted,1,1,1,,Organic Search,,
1078,1319,133,2025-01-08 11:32:08,submitted,1,1,0,,Google Sponsored Search,,116
1079,2160,1549,2025-09-01 17:15:15,DISBURSED,0,1,1,,Email,,3
1080,882,248,2025-09-05 16:41:34,DECLINED,1,1,0,Duplicate application,Email,,107
1081,3712,164,2025-11-23 14:14:37,Approved,1,1,1,,,,18
1082,3180,229,2025-05-03 15:57:09,WITHDRAWN,1,1,1,,Organic Search,AGT252,
1083,2349,1708,2025-09-22 18:14:41,DISBURSED,1,1,0,,Direct,,96
1084,3996,340,2026-02-26 16:22:48,WITHDRAWN,1,1,0,,,,69
1085,3968,1706,2026-02-17 11:16:23,DECLINED,1,1,0,Income verification failed,unknown,AGT724,46
1086,2357,119,2025-10-20 21:22:32,submitted,1,1,0,,,AGT244,132
1087,3948,1944,2025-12-31 13:30:15,STARTED,0,1,1,,WhatsApp,,46
1088,3898,1907,2025-05-13 18:23:13,APPROVED,1,1,1,,Organic Search,,25
1089,145,944,2025-02-23 17:07:35,Approved,0,1,1,,,AGT351,172
1090,2625,1190,2025-04-18 07:37:40,DISBURSED,0,1,1,,Organic Search,,151
1091,3562,426,2025-10-03 13:12:59,submitted,0,1,1,,,,82
1092,1662,108,2025-03-04 14:09:26,APPROVED,1,1,0,,Direct,,97
1093,46,1691,2025-08-20 08:44:41,DISBURSED,1,1,0,,,AGT849,10
1094,1836,1720,2026-04-12 13:52:55,DECLINED,1,1,0,NCA compliance block,Google Sponsored Search,,65
1095,3427,1045,2025-07-19 21:16:57,APPROVED,0,1,0,,Direct,,171
1096,3724,1139,2025-12-23 22:15:46,SUBMITTED,1,0,0,,,,168
1097,3532,462,2025-01-12 07:42:45,APPROVED,1,1,1,,,,127
1098,3341,385,2025-04-20 22:17:34,STARTED,1,1,1,,,,161
1099,2562,219,2026-04-30 14:31:48,submitted,1,1,1,,Organic Search,,89
1100,3564,1706,2026-05-16 15:32:18,STARTED,1,1,1,,Google Sponsored Search,AGT986,125
1101,1529,538,2025-05-05 08:33:21,WITHDRAWN,1,1,1,,Organic Search,,28
1102,3388,1418,2025-10-26 16:23:47,WITHDRAWN,0,0,1,,Email,AGT848,46
1103,1131,284,2025-03-04 20:05:23,DISBURSED,1,1,0,,Organic Search,,62
1104,1258,1670,2026-03-01 08:55:31,WITHDRAWN,1,1,1,,,,162
1105,2592,121,2025-04-05 22:40:43,DISBURSED,1,0,1,,Email,AGT101,141
1106,1459,1958,2026-01-25 20:06:16,Approved,0,0,0,,Email,,152
1107,1404,885,2026-03-11 19:50:16,DISBURSED,1,1,1,,unknown,AGT264,119
1108,323,252,2025-09-18 08:35:26,WITHDRAWN,1,0,1,,unknown,AGT199,138
1109,3295,951,2026-05-10 17:56:02,WITHDRAWN,1,1,0,,,,144
1110,1117,1055,2026-04-19 13:19:36,WITHDRAWN,1,1,1,,,,
1111,775,1716,2025-01-09 15:48:10,STARTED,1,1,1,,Direct,,89
1112,1330,1386,2026-03-13 14:44:47,SUBMITTED,1,1,1,,Direct,AGT971,9
1113,2080,638,2026-04-22 21:42:29,DISBURSED,1,1,1,,Google Sponsored Search,,68
1114,1581,1887,2026-03-26 22:59:07,APPROVED,1,1,0,,WhatsApp,,158
1115,2288,1944,2025-07-26 10:48:41,SUBMITTED,0,0,0,,unknown,,116
1116,2728,1615,2025-01-09 15:54:29,APPROVED,1,1,1,,Direct,,83
1117,1286,973,2026-03-02 11:40:22,submitted,0,0,1,,,,102
1118,2745,1264,2025-08-11 18:38:48,SUBMITTED,1,1,0,,Direct,AGT898,120
1119,1108,1295,2026-01-15 16:35:15,Approved,1,1,1,,WhatsApp,AGT959,146
1120,2459,1125,2026-02-03 18:08:29,SUBMITTED,0,1,1,,,,3
1121,2362,1509,2026-05-16 16:20:36,APPROVED,1,1,1,,,,127
1122,226,934,2026-01-06 16:39:39,STARTED,1,1,1,,,AGT737,172
1123,531,676,2026-01-22 13:26:45,APPROVED,0,1,1,,WhatsApp,,104
1124,809,98,2025-11-18 18:21:56,SUBMITTED,1,1,0,,Email,AGT215,96
1125,1029,467,2025-10-21 11:43:27,submitted,1,1,1,,WhatsApp,,51
1126,2440,1376,2026-02-09 22:00:41,Approved,1,1,1,,WhatsApp,,105
1127,2291,949,2025-11-29 12:36:50,DISBURSED,1,1,0,,Organic Search,,99
1128,2832,1702,2026-06-02 13:00:40,DECLINED,1,1,1,NCA compliance block,,,109
1129,3730,1091,2026-03-04 10:12:16,STARTED,1,1,1,,Organic Search,,79
1130,1820,628,2025-09-18 11:32:17,STARTED,1,1,1,,unknown,,11
1131,3756,1003,2025-02-01 13:34:03,WITHDRAWN,1,0,0,,Facebook,,133
1132,1338,195,2026-03-31 16:48:41,SUBMITTED,1,0,1,,unknown,AGT296,26
1133,891,1956,2025-07-14 15:20:54,STARTED,0,1,1,,WhatsApp,,53
1134,138,1123,2025-01-29 19:43:09,Approved,1,1,1,,Email,,175
1135,1233,1990,2025-05-01 10:59:26,WITHDRAWN,0,1,1,,Email,,121
1136,2400,883,2025-09-22 13:46:58,APPROVED,1,1,0,,Organic Search,,120
1137,1832,1475,2025-04-03 17:35:00,Approved,1,0,0,,unknown,AGT388,
1138,1530,138,2025-08-31 22:29:23,SUBMITTED,1,1,0,,Direct,AGT871,114
1139,637,1472,2026-05-10 19:05:52,DISBURSED,1,1,1,,unknown,,161
1140,941,1031,2025-03-13 17:08:31,STARTED,1,1,1,,WhatsApp,,124
1141,3013,484,2025-02-03 15:46:56,submitted,1,0,0,,,,64
1142,1244,544,2026-03-13 21:50:41,SUBMITTED,1,1,0,,Direct,,78
1143,429,1938,2025-10-07 21:11:32,Approved,1,0,0,,unknown,AGT986,173
1144,2766,1383,2026-04-17 16:02:36,WITHDRAWN,1,0,1,,Email,,155
1145,3078,757,2025-06-04 07:47:28,Approved,1,1,0,,Direct,AGT120,108
1146,1433,702,2025-12-07 11:23:53,STARTED,0,1,0,,Google Sponsored Search,,
1147,1471,1439,2025-07-11 09:20:08,APPROVED,1,1,0,,Facebook,AGT693,97
1148,1476,206,2026-01-02 11:17:38,Approved,1,1,1,,Email,AGT993,100
1149,1809,1061,2026-05-24 13:25:23,DECLINED,1,0,1,Adverse credit listing,unknown,,66
1150,491,643,2025-08-07 12:28:41,DECLINED,1,0,1,Credit score below threshold,Organic Search,AGT131,62
1151,2357,774,2025-10-22 16:31:41,Approved,0,0,1,,,AGT815,12
1152,1737,1428,2025-12-11 15:20:28,WITHDRAWN,1,1,0,,,,115
1153,3469,712,2025-10-15 17:21:08,SUBMITTED,1,1,1,,unknown,,105
1154,796,178,2025-08-13 20:29:18,WITHDRAWN,1,1,1,,,AGT891,
1155,149,1881,2025-01-02 07:18:35,DISBURSED,1,1,1,,Organic Search,,112
1156,3458,332,2025-07-28 18:16:45,STARTED,1,1,1,,,,77
1157,13,273,2025-08-18 14:15:05,WITHDRAWN,1,1,1,,,AGT672,
1158,746,809,2026-02-21 19:49:40,Approved,1,1,1,,unknown,,21
1159,2851,619,2026-06-07 21:24:05,DISBURSED,1,1,1,,Organic Search,,53
1160,3414,988,2026-02-26 22:48:09,APPROVED,1,1,1,,WhatsApp,,5
1161,3127,66,2025-12-26 22:23:26,STARTED,1,1,1,,Email,AGT269,8
1162,27,719,2025-06-24 08:30:29,SUBMITTED,0,1,0,,Facebook,,163
1163,3141,698,2025-04-06 21:09:08,SUBMITTED,1,1,0,,Organic Search,AGT288,117
