schedule_id,loan_id,instalment_number,due_date,instalment_amount_zar,principal_component_zar,fee_interest_component_zar,schedule_status
1078,303,4,2026-03-22,1374.77,962.34,412.43,Overdue
1079,303,5,2026-04-21,1374.77,962.34,412.43,PENDING
1080,304,1,2025-11-06,3189.91,2232.94,956.97,PART_PAID
1081,304,2,2025-12-06,3189.91,2232.94,956.97,Overdue
1082,304,3,2026-01-05,3189.91,2232.94,956.97,PENDING
1083,304,4,2026-02-04,3189.91,2232.94,956.97,PART_PAID
1084,304,5,2026-03-06,3189.91,2232.94,956.97,PAID
1085,304,6,2026-04-05,3189.91,2232.94,956.97,PAID
1086,305,1,2026-07-29,2643.59,1850.51,793.08,PAID
1087,305,2,2026-08-28,-2643.59,1850.51,793.08,paid
1088,305,3,2026-09-27,2643.59,1850.51,793.08,Overdue
1089,305,4,2026-10-27,2643.59,1850.51,793.08,Overdue
1090,306,1,2026-03-20,1010.06,707.04,303.02,PART_PAID
1091,306,2,2026-04-19,1010.06,,303.02,Overdue
1092,307,1,2026-02-04,3873.26,2711.28,,PART_PAID
1093,307,2,2026-03-06,3873.26,2711.28,,OVERDUE
1094,308,1,28 Apr 2026,1786.93,1250.85,536.08,OVERDUE
1095,308,2,2026-05-28,1786.93,1250.85,536.08,paid
1096,308,3,2026-06-27,1786.93,1250.85,536.08,PAID
1097,309,1,2025-10-15,3087.04,2160.93,926.11,Overdue
1098,309,2,2025-11-14,3087.04,2160.93,926.11,PAID
1099,309,3,2025-12-14,3087.04,2160.93,926.11,Overdue
1100,310,1,2026-01-27,852.87,597.01,255.86,OVERDUE
1101,310,2,2026-02-26,852.87,597.01,255.86,PART_PAID
1102,310,3,2026-03-28,852.87,597.01,255.86,PART_PAID
1103,310,4,2026-04-27,852.87,597.01,255.86,PENDING
1104,310,5,2026-05-27,852.87,597.01,255.86,OVERDUE
1105,310,6,2026-06-26,852.87,597.01,255.86,PENDING
1106,311,1,2025-08-05,3716.72,2601.7,1115.02,OVERDUE
1107,311,2,2025-09-04,-3716.72,2601.7,1115.02,PENDING
1108,312,1,2026-02-15,1790.59,1253.41,537.18,Overdue
1109,312,2,2026-03-17,1790.59,1253.41,537.18,PENDING
1110,312,3,2026-04-16,1790.59,,537.18,PAID
1111,312,4,2026-05-16,1790.59,1253.41,537.18,OVERDUE
1112,313,1,2025-09-15,3527.79,2469.45,1058.34,OVERDUE
1113,313,2,2025-10-15,3527.79,2469.45,1058.34,paid
1114,313,3,2025-11-14,3527.79,2469.45,1058.34,PART_PAID
1115,313,4,2025-12-14,3527.79,2469.45,1058.34,Overdue
1116,313,5,2026-01-13,3527.79,2469.45,1058.34,PART_PAID
1117,314,1,2025-05-09,2547.35,1783.14,764.2,paid
1118,315,1,2025-09-10,1876.58,1313.61,562.97,Overdue
1119,315,2,10/10/2025,1876.58,1313.61,562.97,PART_PAID
1120,315,3,2025-11-09,1876.58,1313.61,562.97,OVERDUE
1121,315,4,2025-12-09,1876.58,1313.61,562.97,PART_PAID
1122,315,5,2026-01-08,1876.58,1313.61,,PAID
1123,316,1,2026-04-26,2439.37,1707.56,731.81,PART_PAID
1124,316,2,2026-05-26,2439.37,1707.56,731.81,Overdue
1125,316,3,2026-06-25,2439.37,1707.56,731.81,paid
1126,317,1,2025-10-17,3406.66,2384.66,1022.0,OVERDUE
1127,318,1,2025-12-17,2662.46,1863.72,798.74,PENDING
1128,318,2,2026-01-16,2662.46,1863.72,798.74,PAID
1129,318,3,15 Feb 2026,2662.46,1863.72,798.74,PART_PAID
1130,319,1,2025-04-10,2449.59,1714.71,734.88,Overdue
1131,319,2,2025-05-10,2449.59,,734.88,Overdue
1132,319,3,2025-06-09,2449.59,1714.71,734.88,PAID
1133,320,1,2026-04-21,3701.91,2591.34,1110.57,OVERDUE
1134,320,2,2026-05-21,3701.91,2591.34,1110.57,OVERDUE
1135,320,3,2026-06-20,3701.91,2591.34,1110.57,PART_PAID
1136,320,4,2026-07-20,3701.91,2591.34,1110.57,OVERDUE
1137,320,5,08-19-2026,3701.91,2591.34,1110.57,OVERDUE
1138,320,6,2026-09-18,3701.91,2591.34,1110.57,Overdue
1139,321,1,2025-08-22,2444.2,1710.94,733.26,
1140,321,2,2025-09-21,-2444.2,1710.94,733.26,PAID
1141,322,1,2025-03-10,2451.72,1716.2,735.52,Overdue
1142,322,2,2025-04-09,2451.72,1716.2,735.52,Overdue
1143,322,3,2025-05-09,2451.72,1716.2,735.52,PAID
1144,322,4,2025-06-08,2451.72,1716.2,735.52,PENDING
1145,323,1,2025-09-19,3064.83,2145.38,919.45,PAID
1146,324,1,2026-01-17,2086.12,1460.28,625.84,PAID
1147,324,2,2026-02-16,2086.12,1460.28,,PENDING
1148,324,3,2026-03-18,2086.12,1460.28,625.84,PAID
1149,324,4,2026-04-17,2086.12,1460.28,625.84,OVERDUE
1150,324,5,2026-05-17,,1460.28,625.84,OVERDUE
1151,325,1,2026-04-17,1582.6,1107.82,474.78,paid
1152,326,1,27/08/2025,2179.35,1525.54,653.8,Overdue
1153,326,2,2025-09-26,2179.35,1525.54,653.8,PAID
1154,326,3,2025-10-26,,1525.54,653.8,PART_PAID
1155,326,4,2025-11-25,2179.35,1525.54,653.8,
1156,326,5,2025-12-25,2179.35,,653.8,PENDING
1157,327,1,2026-04-11,2861.57,2003.1,858.47,PAID
1158,328,1,2026-03-16,1754.22,1227.95,526.27,PENDING
1159,328,2,2026-04-15,1754.22,1227.95,526.27,PART_PAID
1160,329,1,2025-04-30,1070.61,749.43,321.18,paid
1161,329,2,30/05/2025,1070.61,749.43,321.18,OVERDUE
1162,329,3,2025-06-29,1070.61,749.43,321.18,PENDING
1163,329,4,2025-07-29,1070.61,749.43,321.18,PART_PAID
1164,330,1,20250803,3439.4,2407.58,1031.82,Overdue
1165,330,2,2025-09-02,3439.4,2407.58,1031.82,paid
1166,330,3,2025-10-02,3439.4,2407.58,1031.82,PENDING
1167,330,4,2025-11-01,3439.4,2407.58,,PENDING
1168,330,5,2025-12-01,3439.4,2407.58,1031.82,Overdue
1169,331,1,22 Mar 2026,2856.1,1999.27,856.83,PENDING
1170,332,1,2025-11-03,1680.55,1176.38,504.16,paid
1171,332,2,2025-12-03,-1680.55,1176.38,504.16,Overdue
1172,332,3,02/01/2026,1680.55,1176.38,504.16,PART_PAID
1173,332,4,2026-02-01,1680.55,1176.38,504.16,OVERDUE
1174,333,1,2026-07-17,3053.73,2137.61,916.12,PAID
1175,333,2,2026-08-16,,2137.61,916.12,paid
1176,333,3,2026-09-15,3053.73,,916.12,PENDING
1177,333,4,2026-10-15,3053.73,2137.61,916.12,PAID
1178,333,5,2026-11-14,3053.73,2137.61,916.12,PENDING
1179,334,1,2026-03-01,1072.3,750.61,321.69,PART_PAID
1180,334,2,2026-03-31,1072.3,750.61,321.69,paid
1181,335,1,2025-11-20,1226.8,858.76,368.04,Overdue
1182,336,1,2026-05-03,3375.96,2363.17,1012.79,paid
1183,337,1,2026-01-09,2545.61,1781.93,763.68,OVERDUE
1184,337,2,2026-02-08,2545.61,1781.93,763.68,paid
1185,337,3,2026-03-10,2545.61,1781.93,763.68,Overdue
1186,337,4,04-09-2026,2545.61,1781.93,763.68,PAID
1187,337,5,2026-05-09,2545.61,1781.93,763.68,PART_PAID
1188,337,6,2026-06-08,2545.61,1781.93,763.68,paid
1189,338,1,2025-08-15,2541.1,1778.77,762.33,PART_PAID
1190,338,2,2025-09-14,2541.1,1778.77,762.33,PENDING
1191,338,3,2025-10-14,2541.1,1778.77,762.33,PART_PAID
1192,338,4,20251113,2541.1,1778.77,762.33,PART_PAID
1193,339,1,2025-08-04,3825.39,2677.77,1147.62,paid
1194,339,2,2025-09-03,3825.39,2677.77,1147.62,paid
1195,340,1,2026-07-17,3063.19,2144.23,918.96,PENDING
1196,340,2,2026-08-16,3063.19,2144.23,918.96,OVERDUE
1197,340,3,2026-09-15,3063.19,2144.23,918.96,Overdue
1198,340,4,2026-10-15,3063.19,2144.23,918.96,PENDING
1199,341,1,2025-07-27,2824.04,1976.83,847.21,PART_PAID
1200,341,2,2025-08-26,2824.04,1976.83,847.21,PART_PAID
1201,341,3,2025-09-25,2824.04,1976.83,847.21,PART_PAID
1202,341,4,2025-10-25,2824.04,1976.83,847.21,Overdue
1203,341,5,2025-11-24,2824.04,1976.83,847.21,OVERDUE
1204,341,6,2025-12-24,2824.04,1976.83,847.21,PART_PAID
1205,342,1,2025-09-26,-3314.53,2320.17,994.36,paid
1206,342,2,2025-10-26,3314.53,2320.17,994.36,OVERDUE
1207,342,3,2025-11-25,3314.53,2320.17,994.36,OVERDUE
1208,342,4,2025-12-25,3314.53,2320.17,994.36,PART_PAID
1209,343,1,2025-11-24,3078.89,2155.22,923.67,OVERDUE
1210,343,2,2025-12-24,3078.89,2155.22,923.67,PENDING
1211,343,3,2026-01-23,3078.89,2155.22,923.67,PART_PAID
1212,343,4,20260222,3078.89,2155.22,923.67,Overdue
1213,344,1,2025-04-19,1945.29,1361.7,583.59,PENDING
1214,345,1,2026-04-14,3931.83,2752.28,1179.55,
1215,345,2,14 May 2026,3931.83,2752.28,1179.55,PENDING
1216,346,1,2025-11-30,3256.54,2279.58,976.96,paid
1217,346,2,2025-12-30,3256.54,2279.58,976.96,PAID
1218,346,3,2026-01-29,3256.54,2279.58,976.96,paid
1219,346,4,2026-02-28,3256.54,2279.58,976.96,PART_PAID
1220,347,1,2026-02-02,1717.88,1202.52,515.36,PENDING
1221,347,2,2026-03-04,1717.88,1202.52,515.36,Overdue
1222,347,3,2026-04-03,1717.88,1202.52,515.36,OVERDUE
1223,347,4,2026-05-03,1717.88,1202.52,515.36,PART_PAID
1224,347,5,2026-06-02,1717.88,1202.52,515.36,PAID
1225,347,6,2026-07-02,1717.88,1202.52,515.36,PAID
1226,348,1,2025-09-08,1145.42,801.79,343.63,OVERDUE
1227,348,2,2025-10-08,1145.42,801.79,343.63,OVERDUE
1228,348,3,2025-11-07,1145.42,801.79,343.63,PENDING
1229,348,4,07 Dec 2025,1145.42,801.79,343.63,paid
1230,348,5,2026-01-06,1145.42,801.79,343.63,Overdue
1231,349,1,2025-05-25,2753.94,1927.76,826.18,Overdue
1232,350,1,2025-11-20,3134.13,2193.89,940.24,PENDING
1233,350,2,2025-12-20,3134.13,2193.89,940.24,PART_PAID
1234,350,3,2026-01-19,3134.13,2193.89,940.24,OVERDUE
1235,351,1,2026-01-22,3088.09,2161.66,926.43,paid
1236,351,2,2026-02-21,3088.09,2161.66,926.43,Overdue
1237,351,3,2026-03-23,3088.09,2161.66,926.43,PAID
1238,352,1,2025-11-23,3623.54,2536.48,1087.06,paid
1239,352,2,2025-12-23,3623.54,2536.48,1087.06,PAID
1240,352,3,2026-01-22,3623.54,2536.48,1087.06,PENDING
1241,352,4,2026-02-21,3623.54,2536.48,1087.06,Overdue
1242,353,1,2025-05-13,1729.45,1210.62,518.84,PENDING
1243,354,1,2026-01-19,1897.86,1328.5,569.36,PART_PAID
1244,354,2,2026-02-18,1897.86,1328.5,569.36,PENDING
1245,354,3,03-20-2026,1897.86,1328.5,569.36,PENDING
1246,354,4,2026-04-19,1897.86,1328.5,569.36,PAID
1247,354,5,2026-05-19,1897.86,1328.5,569.36,OVERDUE
1248,354,6,2026-06-18,1897.86,1328.5,569.36,Overdue
1249,355,1,2026-06-22,1035.53,724.87,310.66,PAID
1250,355,2,2026-07-22,1035.53,724.87,310.66,PART_PAID
1251,356,1,20260723,1138.58,797.01,341.57,PENDING
1252,357,1,2026-01-08,3133.68,2193.58,940.1,Overdue
1253,358,1,2025-05-08,2974.99,2082.49,892.5,Overdue
1254,359,1,2025-05-11,1076.8,753.76,323.04,paid
1255,359,2,2025-06-10,1076.8,753.76,,OVERDUE
1256,359,3,2025-07-10,1076.8,,,paid
1257,360,1,2025-05-30,3114.26,,934.28,OVERDUE
1258,360,2,2025-06-29,3114.26,2179.98,934.28,PAID
1259,360,3,2025-07-29,3114.26,2179.98,934.28,paid
1260,361,1,2025-07-09,2982.39,2087.67,894.72,PAID
1261,361,2,2025-08-08,2982.39,2087.67,894.72,PENDING
1262,361,3,2025-09-07,2982.39,2087.67,894.72,PENDING
1263,361,4,2025-10-07,2982.39,,894.72,paid
1264,361,5,2025-11-06,2982.39,2087.67,894.72,PAID
1265,362,1,20251222,2924.73,2047.31,877.42,OVERDUE
1266,363,1,2025-03-30,3175.88,2223.12,952.76,Overdue
1267,364,1,2026-04-13,1427.22,999.05,428.17,PAID
1268,365,1,2026-01-29,1442.99,1010.09,432.9,PAID
1269,365,2,2026-02-28,1442.99,1010.09,432.9,PART_PAID
1270,366,1,2025-09-02,2537.73,1776.41,761.32,PAID
1271,367,1,2025-12-19,1996.08,1397.26,598.82,PENDING
1272,367,2,2026-01-18,1996.08,1397.26,598.82,PENDING
1273,367,3,2026-02-17,1996.08,1397.26,598.82,OVERDUE
1274,367,4,2026-03-19,1996.08,1397.26,598.82,PENDING
1275,367,5,2026-04-18,-1996.08,,598.82,Overdue
1276,368,1,2026-07-15,2139.66,1497.76,641.9,PENDING
1277,368,2,2026-08-14,2139.66,1497.76,641.9,PAID
1278,368,3,2026-09-13,2139.66,1497.76,641.9,PENDING
1279,369,1,2025-05-08,1463.96,1024.77,439.19,paid
1280,369,2,2025-06-07,1463.96,1024.77,439.19,PART_PAID
1281,369,3,07 Jul 2025,1463.96,1024.77,439.19,PAID
1282,369,4,2025-08-06,1463.96,1024.77,439.19,PART_PAID
1283,369,5,2025-09-05,1463.96,1024.77,439.19,PENDING
1284,370,1,2025-09-12,3209.9,2246.93,962.97,OVERDUE
1285,370,2,2025-10-12,3209.9,2246.93,962.97,PART_PAID
1286,371,1,2025-07-21,2465.03,1725.52,739.51,PART_PAID
1287,372,1,2026-05-05,1792.24,1254.57,537.67,paid
1288,372,2,2026-06-04,1792.24,1254.57,537.67,Overdue
1289,372,3,2026-07-04,1792.24,1254.57,537.67,OVERDUE
1290,373,1,2026-01-11,3561.75,2493.22,1068.52,PAID
1291,373,2,2026-02-10,3561.75,2493.22,1068.52,Overdue
1292,373,3,2026-03-12,3561.75,2493.22,1068.52,OVERDUE
1293,374,1,2025-05-08,3325.7,2327.99,997.71,Overdue
1294,375,1,2026-02-19,3149.64,2204.75,944.89,Overdue
1295,375,2,2026-03-21,-3149.64,2204.75,944.89,PENDING
1296,376,1,24 Oct 2025,2344.23,1640.96,703.27,PENDING
1297,376,2,2025-11-23,2344.23,1640.96,703.27,PAID
1298,377,1,2025-03-18,3150.45,2205.31,945.13,OVERDUE
1299,377,2,2025-04-17,3150.45,2205.31,945.13,PAID
1300,377,3,2025-05-17,3150.45,2205.31,945.13,paid
1301,377,4,2025-06-16,3150.45,2205.31,945.13,PENDING
1302,377,5,2025-07-16,3150.45,2205.31,945.13,paid
1303,377,6,2025-08-15,3150.45,2205.31,945.13,PART_PAID
1304,378,1,2025-10-24,3711.18,,1113.35,PENDING
1305,378,2,2025-11-23,3711.18,2597.83,1113.35,PENDING
1306,378,3,2025-12-23,3711.18,2597.83,1113.35,PART_PAID
1307,379,1,2025-05-27,1942.79,1359.95,582.84,PAID
1308,379,2,2025-06-26,1942.79,1359.95,582.84,PART_PAID
1309,379,3,2025-07-26,1942.79,1359.95,582.84,OVERDUE
1310,380,1,2025-11-27,2415.98,1691.19,724.79,Overdue
1311,380,2,2025-12-27,2415.98,1691.19,724.79,OVERDUE
1312,381,1,2025-12-26,1637.3,1146.11,491.19,PART_PAID
1313,381,2,2026-01-25,1637.3,,491.19,PENDING
1314,381,3,2026-02-24,1637.3,1146.11,491.19,PAID
1315,381,4,2026-03-26,1637.3,1146.11,491.19,Overdue
1316,381,5,2026-04-25,1637.3,1146.11,491.19,PENDING
1317,381,6,2026-05-25,-1637.3,1146.11,491.19,OVERDUE
1318,382,1,2026-04-07,3941.12,2758.78,1182.34,paid
1319,382,2,2026-05-07,3941.12,2758.78,1182.34,OVERDUE
1320,382,3,2026-06-06,3941.12,2758.78,1182.34,PAID
1321,382,4,2026-07-06,3941.12,2758.78,1182.34,paid
1322,382,5,2026-08-05,3941.12,2758.78,1182.34,Overdue
1323,382,6,2026-09-04,3941.12,2758.78,1182.34,PAID
1324,383,1,2026-02-09,3253.08,2277.16,975.92,
1325,383,2,2026-03-11,3253.08,2277.16,975.92,Overdue
1326,383,3,2026-04-10,3253.08,2277.16,975.92,PENDING
1327,384,1,2026-06-21,3781.79,2647.25,1134.54,PAID
1328,384,2,2026-07-21,3781.79,2647.25,,PENDING
1329,385,1,20/04/2026,1102.46,771.72,330.74,
1330,385,2,2026-05-20,1102.46,771.72,330.74,PAID
1331,386,1,2025-11-17,1642.23,1149.56,492.67,Overdue
1332,386,2,2025-12-17,1642.23,1149.56,492.67,PART_PAID
1333,386,3,2026-01-16,1642.23,1149.56,492.67,PAID
1334,386,4,2026-02-15,1642.23,1149.56,492.67,PART_PAID
1335,387,1,2026-03-05,3886.83,2720.78,1166.05,Overdue
1336,387,2,2026-04-04,3886.83,2720.78,1166.05,paid
1337,387,3,2026-05-04,3886.83,2720.78,1166.05,
1338,388,1,2026-01-26,3093.87,2165.71,928.16,PENDING
1339,389,1,2025-07-03,2480.83,1736.58,744.25,PAID
1340,389,2,2025-08-02,2480.83,1736.58,744.25,paid
1341,389,3,2025-09-01,2480.83,1736.58,744.25,PENDING
1342,389,4,2025-10-01,2480.83,1736.58,,OVERDUE
1343,390,1,2025-08-28,1339.61,937.73,401.88,PENDING
1344,390,2,2025-09-27,1339.61,937.73,401.88,Overdue
1345,390,3,2025-10-27,1339.61,937.73,401.88,Overdue
1346,390,4,2025-11-26,1339.61,937.73,401.88,PAID
1347,390,5,2025-12-26,1339.61,937.73,401.88,PAID
1348,391,1,2025-03-22,3399.43,2379.6,1019.83,paid
1349,391,2,04-21-2025,3399.43,2379.6,1019.83,PENDING
1350,391,3,2025-05-21,3399.43,2379.6,1019.83,PENDING
1351,392,1,2025-10-12,2146.93,1502.85,644.08,OVERDUE
1352,392,2,2025-11-11,2146.93,1502.85,644.08,PAID
1353,392,3,2025-12-11,2146.93,1502.85,,Overdue
1354,392,4,2026-01-10,2146.93,1502.85,644.08,PART_PAID
1355,392,5,09 Feb 2026,2146.93,1502.85,644.08,Overdue
1356,392,6,2026-03-11,-2146.93,1502.85,644.08,PENDING
1357,393,1,2026-03-08,2644.51,1851.16,793.35,PENDING
1358,393,2,2026-04-07,2644.51,1851.16,793.35,Overdue
1359,393,3,07 May 2026,2644.51,1851.16,793.35,PAID
1360,394,1,16/06/2025,887.43,621.2,266.23,PENDING
1361,394,2,2025-07-16,887.43,621.2,266.23,PART_PAID
1362,394,3,2025-08-15,887.43,621.2,266.23,Overdue
1363,394,4,2025-09-14,887.43,621.2,266.23,PART_PAID
1364,395,1,2026-03-25,951.89,666.32,285.57,OVERDUE
1365,395,2,2026-04-24,951.89,666.32,285.57,PENDING
1366,395,3,2026-05-24,-951.89,666.32,285.57,paid
1367,396,1,2026-03-01,3170.86,2219.6,951.26,paid
1368,397,1,2025-06-23,3270.11,2289.08,981.03,PENDING
1369,397,2,2025-07-23,3270.11,2289.08,981.03,Overdue
1370,398,1,2026-05-29,1469.65,1028.76,440.9,OVERDUE
1371,398,2,28 Jun 2026,1469.65,1028.76,440.9,PART_PAID
1372,398,3,2026-07-28,1469.65,1028.76,440.9,Overdue
1373,398,4,2026-08-27,1469.65,1028.76,440.9,Overdue
1374,399,1,2025-11-05,2213.53,1549.47,664.06,Overdue
1375,399,2,2025-12-05,2213.53,1549.47,664.06,PAID
1376,400,1,2025-07-24,1537.82,1076.47,461.35,PART_PAID
1377,401,1,2025-04-16,2440.94,1708.66,732.28,paid
1378,401,2,2025-05-16,2440.94,1708.66,732.28,OVERDUE
1379,401,3,2025-06-15,2440.94,1708.66,732.28,PAID
1380,401,4,2025-07-15,2440.94,1708.66,732.28,PAID
1381,401,5,2025-08-14,2440.94,1708.66,732.28,PAID
1382,402,1,2025-12-11,2621.75,1835.22,786.52,PART_PAID
1383,403,1,06-06-2026,1957.86,1370.5,587.36,PAID
1384,403,2,2026-07-06,1957.86,1370.5,587.36,PAID
1385,404,1,2026-01-24,989.78,692.85,296.93,PENDING
1386,404,2,2026-02-23,989.78,692.85,296.93,PAID
1387,404,3,2026-03-25,989.78,692.85,296.93,PAID
1388,404,4,2026-04-24,989.78,692.85,296.93,Overdue
1389,404,5,2026-05-24,989.78,692.85,296.93,PENDING
1390,405,1,2025-03-20,3637.26,2546.08,1091.18,Overdue
1391,405,2,2025-04-19,3637.26,2546.08,1091.18,paid
1392,405,3,2025-05-19,3637.26,2546.08,1091.18,OVERDUE
1393,405,4,2025-06-18,3637.26,2546.08,1091.18,PART_PAID
1394,406,1,04 Jun 2026,3158.98,2211.29,947.69,OVERDUE
1395,407,1,2025-05-09,3139.92,2197.94,941.98,OVERDUE
1396,407,2,2025-06-08,3139.92,2197.94,941.98,Overdue
1397,407,3,2025-07-08,3139.92,2197.94,941.98,PENDING
1398,408,1,2026-03-09,2313.25,1619.27,693.98,PART_PAID
1399,408,2,2026-04-08,2313.25,1619.27,,PAID
1400,408,3,2026-05-08,2313.25,1619.27,693.98,PENDING
1401,409,1,2025-07-31,2056.49,1439.54,616.95,PAID
1402,409,2,2025-08-30,2056.49,1439.54,,PAID
1403,409,3,2025-09-29,2056.49,1439.54,616.95,paid
1404,409,4,10-29-2025,2056.49,1439.54,616.95,PENDING
1405,410,1,2025-12-04,2701.08,1890.76,810.32,PENDING
1406,410,2,2026-01-03,2701.08,1890.76,810.32,PAID
1407,410,3,2026-02-02,2701.08,1890.76,810.32,OVERDUE
1408,410,4,2026-03-04,2701.08,1890.76,810.32,PART_PAID
1409,411,1,2025-08-06,3944.09,2760.86,1183.23,PAID
1410,411,2,2025-09-05,3944.09,2760.86,1183.23,paid
1411,411,3,2025-10-05,3944.09,2760.86,1183.23,PART_PAID
1412,411,4,2025-11-04,3944.09,2760.86,,Overdue
1413,411,5,2025-12-04,3944.09,2760.86,1183.23,PAID
1414,411,6,2026-01-03,3944.09,2760.86,1183.23,paid
1415,412,1,2025-04-11,1320.07,924.05,396.02,paid
1416,412,2,05-11-2025,1320.07,924.05,396.02,PAID
1417,413,1,2026-05-30,1512.44,1058.71,453.73,paid
1418,413,2,2026-06-29,1512.44,1058.71,453.73,PART_PAID
1419,413,3,2026-07-29,1512.44,1058.71,453.73,PAID
1420,413,4,2026-08-28,1512.44,1058.71,453.73,OVERDUE
1421,413,5,2026-09-27,1512.44,1058.71,453.73,paid
1422,413,6,2026-10-27,1512.44,1058.71,453.73,Overdue
1423,414,1,2025-09-26,1236.38,865.47,370.91,paid
1424,414,2,2025-10-26,1236.38,865.47,370.91,PAID
1425,415,1,2025-10-11,2313.97,1619.78,694.19,PART_PAID
1426,415,2,2025-11-10,2313.97,1619.78,694.19,PART_PAID
1427,415,3,10 Dec 2025,2313.97,1619.78,694.19,OVERDUE
1428,415,4,2026-01-09,2313.97,1619.78,694.19,
1429,415,5,08 Feb 2026,,1619.78,694.19,Overdue
1430,415,6,2026-03-10,2313.97,1619.78,694.19,PAID
1431,416,1,2026-03-01,3328.69,2330.08,998.61,Overdue
1432,416,2,2026-03-31,3328.69,2330.08,998.61,Overdue
1433,416,3,2026-04-30,3328.69,2330.08,998.61,paid
1434,416,4,2026-05-30,3328.69,,998.61,PART_PAID
1435,416,5,2026-06-29,3328.69,2330.08,998.61,PART_PAID
1436,417,1,2025-10-19,2027.29,1419.1,608.19,PART_PAID
1437,417,2,2025-11-18,2027.29,1419.1,608.19,PART_PAID
1438,417,3,2025-12-18,2027.29,1419.1,608.19,PAID
1439,418,1,2025-06-22,2941.12,2058.78,882.34,paid
1440,418,2,2025-07-22,2941.12,2058.78,882.34,PART_PAID
1441,418,3,2025-08-21,2941.12,2058.78,882.34,paid
1442,418,4,20/09/2025,2941.12,2058.78,882.34,paid
1443,419,1,2025-04-10,3072.73,2150.91,921.82,Overdue
1444,419,2,2025-05-10,3072.73,2150.91,921.82,PAID
1445,419,3,2025-06-09,3072.73,2150.91,921.82,OVERDUE
1446,419,4,07-09-2025,3072.73,2150.91,921.82,PAID
1447,419,5,2025-08-08,3072.73,2150.91,921.82,Overdue
1448,419,6,2025-09-07,3072.73,2150.91,921.82,Overdue
1449,420,1,27/04/2026,3436.71,2405.7,1031.01,paid
1450,420,2,2026-05-27,3436.71,,1031.01,paid
1451,420,3,2026-06-26,3436.71,2405.7,1031.01,PAID
1452,420,4,2026-07-26,3436.71,2405.7,1031.01,PAID
1453,420,5,2026-08-25,3436.71,2405.7,1031.01,PENDING
1454,421,1,2025-07-09,1511.87,1058.31,453.56,PAID
1455,421,2,2025-08-08,1511.87,1058.31,453.56,PAID
1456,421,3,2025-09-07,1511.87,1058.31,453.56,paid
1457,421,4,2025-10-07,1511.87,1058.31,453.56,PART_PAID
1458,421,5,2025-11-06,1511.87,1058.31,453.56,paid
1459,421,6,2025-12-06,1511.87,1058.31,453.56,paid
1460,422,1,2026-06-02,3671.26,2569.88,1101.38,OVERDUE
1461,422,2,2026-07-02,3671.26,2569.88,1101.38,PENDING
1462,422,3,2026-08-01,3671.26,2569.88,1101.38,PENDING
1463,423,1,2026-04-11,3968.7,2778.09,1190.61,Overdue
1464,423,2,2026-05-11,3968.7,2778.09,1190.61,OVERDUE
1465,423,3,2026-06-10,3968.7,2778.09,1190.61,PART_PAID
1466,423,4,10 Jul 2026,3968.7,2778.09,1190.61,OVERDUE
1467,423,5,2026-08-09,3968.7,2778.09,1190.61,PART_PAID
1468,424,1,2025-10-13,2835.12,1984.58,850.54,paid
1469,424,2,2025-11-12,2835.12,1984.58,850.54,PENDING
1470,424,3,2025-12-12,2835.12,1984.58,850.54,PENDING
1471,424,4,2026-01-11,2835.12,1984.58,850.54,PAID
1472,424,5,2026-02-10,-2835.12,1984.58,850.54,Overdue
1473,425,1,01-25-2026,1804.23,1262.96,541.27,PAID
1474,425,2,2026-02-24,1804.23,1262.96,541.27,PART_PAID
1475,426,1,20251110,3290.15,2303.11,987.04,paid
1476,426,2,2025-12-10,3290.15,2303.11,987.04,PENDING
1477,426,3,2026-01-09,3290.15,2303.11,987.04,Overdue
1478,426,4,2026-02-08,3290.15,2303.11,987.04,Overdue
1479,427,1,2026-02-07,3326.82,2328.77,998.05,PENDING
1480,427,2,2026-03-09,3326.82,2328.77,998.05,OVERDUE
1481,427,3,2026-04-08,3326.82,2328.77,998.05,PAID
1482,427,4,2026-05-08,3326.82,2328.77,998.05,paid
1483,427,5,2026-06-07,3326.82,2328.77,998.05,PAID
1484,427,6,2026-07-07,3326.82,2328.77,998.05,paid
1485,428,1,12 Apr 2025,2348.65,1644.06,704.6,PENDING
1486,429,1,2025-04-22,1273.21,891.25,381.96,PART_PAID
1487,429,2,2025-05-22,1273.21,891.25,381.96,OVERDUE
1488,429,3,2025-06-21,1273.21,891.25,381.96,PAID
1489,430,1,2026-04-19,2062.0,1443.4,618.6,Overdue
1490,430,2,2026-05-19,2062.0,1443.4,618.6,Overdue
1491,431,1,2025-12-22,3307.48,2315.24,992.24,PAID
1492,431,2,2026-01-21,3307.48,2315.24,992.24,OVERDUE
1493,431,3,2026-02-20,3307.48,2315.24,992.24,PART_PAID
1494,431,4,2026-03-22,3307.48,2315.24,992.24,PART_PAID
1495,431,5,2026-04-21,3307.48,2315.24,,paid
1496,432,1,2026-04-03,2507.63,1755.34,752.29,PENDING
1497,432,2,2026-05-03,2507.63,1755.34,752.29,PAID
1498,432,3,2026-06-02,2507.63,1755.34,752.29,OVERDUE
1499,432,4,2026-07-02,2507.63,1755.34,752.29,OVERDUE
1500,433,1,2025-04-19,3247.34,2273.14,974.2,OVERDUE
1501,433,2,2025-05-19,3247.34,2273.14,974.2,paid
