assessment_id,application_id,net_income_zar,monthly_expenses_zar,existing_debt_zar,affordability_amount_zar,assessment_result,assessed_at,dsr_ratio
629,1606,83350.35,63965.97,36838.58,-17454.2,REFER,2025-12-11 12:56:34,0.442
630,2582,,16341.49,1851.59,1470.1,PASS,2025-04-16 22:36:28,0.0942
631,1795,88609.75,72754.91,27925.93,-12071.09,REFER,2026-02-12 09:51:47,0.3152
632,700,77420.45,71053.81,35045.29,-28678.65,PASS,2025-11-15 10:44:03,0.4527
633,787,29925.48,22039.64,10877.34,-2991.5,REFER,2026-03-20 07:38:57,0.3635
634,3004,41998.42,37227.91,13191.14,-8420.63,PASS,2026-01-26 10:04:45,
635,2009,24946.29,19538.04,4390.15,1018.1,PASS,2025-01-02 19:01:27,0.176
636,583,46098.42,28349.03,3940.43,13808.96,FAIL,2026-02-11 09:56:07,0.0855
637,2789,23233.95,14404.67,7079.67,1749.61,Fail,2025-05-20 08:22:44,0.3047
638,2093,52330.51,32925.12,13488.43,5916.96,REFER,2026-03-08 18:04:28,0.2578
639,1820,74951.94,59165.76,2868.88,12917.3,PASS,2025-10-31 11:05:00,0.0383
640,2212,71726.61,40416.61,30046.61,,REFER,2026-03-25 09:27:09,0.4189
641,384,7194.9,4305.02,1512.78,1377.1,pass,2026-05-19 09:14:46,0.2103
642,2247,28387.69,20266.33,1361.44,6759.92,pass,2025-09-21 21:34:27,0.048
643,1036,55543.89,22900.47,16635.31,16008.11,REFER,2026-03-17 19:25:26,0.2995
644,720,73844.98,46663.06,22353.47,4828.45,PASS,2025-10-01 12:45:07,0.3027
645,1680,79341.56,35140.26,,34385.75,REFER,2026-02-24 20:16:39,0.1237
646,1969,86486.84,58726.75,13849.31,13910.78,Fail,2025-12-05 14:44:22,0.1601
647,334,70857.7,34546.04,32045.78,4265.88,FAIL,2025-03-21 11:03:05,0.4523
648,1934,20167.42,8552.46,3403.4,8211.56,PASS,2026-02-01 10:22:43,0.1688
649,1354,86012.79,58847.77,28090.68,-925.66,pass,2026-05-14 18:06:24,0.3266
650,1388,,50307.33,21724.36,-13248.39,PASS,2026-02-12 14:56:35,0.3696
651,1265,66242.75,38104.46,3968.64,24169.65,FAIL,2026-06-09 12:01:49,0.0599
652,1401,74195.64,33241.63,17349.61,23604.4,REFER,2025-01-26 08:20:50,0.2338
653,2223,,38086.51,13404.79,-2797.49,FAIL,2026-03-28 19:28:37,0.2753
654,682,84656.03,34332.14,38191.41,12132.48,Fail,2025-10-22 12:36:21,0.4511
655,2093,46339.11,33141.32,20912.36,-7714.57,PASS,2025-03-18 10:37:41,0.4513
656,765,48001.29,,,4042.32,Fail,2025-07-20 10:50:00,
657,1276,56450.12,24197.64,13333.97,18918.51,pass,2025-12-17 14:17:42,0.2362
658,2265,13401.2,7124.16,410.98,5866.06,Fail,2025-09-10 14:36:29,0.0307
659,1270,78181.93,34196.15,28400.02,15585.76,PASS,2025-06-01 19:12:43,0.3633
660,2007,50079.36,,10829.04,10524.44,REFER,2025-09-18 13:19:36,0.2162
661,1190,79850.21,35534.12,4127.87,40188.22,pass,2025-11-22 07:51:39,0.0517
662,2521,67837.4,54100.82,8440.65,5295.93,Fail,2026-03-02 14:54:05,0.1244
663,1214,78630.96,68963.78,25609.17,-15941.99,FAIL,2025-10-15 09:28:11,0.3257
664,502,52243.29,36274.69,663.09,15305.51,pass,2025-03-02 18:01:39,0.0127
665,896,43699.21,26578.25,3822.08,13298.88,Fail,2025-03-14 07:32:42,
666,3065,37335.52,23650.43,15930.98,-2245.89,Fail,2025-06-17 07:13:46,0.4267
667,1317,21496.54,9461.96,8810.89,3223.69,REFER,2025-03-15 19:23:30,0.4099
668,1817,19239.84,15553.0,8596.1,-4909.26,pass,2025-05-22 07:23:33,0.4468
669,337,59901.57,44784.77,13156.03,,pass,2025-04-10 09:52:53,0.2196
670,1430,9301.79,7077.99,3512.54,-1288.74,REFER,2025-04-29 11:46:51,0.3776
671,731,19924.44,14568.59,6685.6,-1329.75,pass,2026-05-04 15:10:59,0.3355
672,2437,13787.53,11121.88,3386.8,-721.15,pass,2025-04-10 08:14:33,0.2456
673,2220,25024.65,20598.42,7542.45,-3116.22,Fail,2025-04-08 11:51:28,0.3014
674,2980,47677.6,21391.38,9818.24,16467.98,Fail,2025-06-08 16:49:41,0.2059
675,410,60224.98,48501.9,16605.63,-4882.55,Fail,2025-02-13 11:16:32,0.2757
676,2471,35519.2,14554.88,12972.3,7992.02,pass,2026-03-22 15:26:14,0.3652
677,570,12800.14,5300.21,,2676.3,REFER,2025-09-20 22:21:11,0.3768
678,421,67321.38,47397.11,31077.22,-11152.95,pass,2026-02-02 22:16:53,0.4616
679,521,55533.02,27072.49,26574.06,1886.47,FAIL,2025-02-21 22:16:53,0.4785
680,535,,28958.86,7991.43,-4450.88,pass,2025-06-25 08:54:24,0.2459
681,26,78822.44,44897.05,28105.16,5820.23,Fail,2026-05-02 08:47:21,0.3566
682,1080,46917.92,30942.22,17342.66,-1366.96,REFER,2025-08-29 15:04:56,0.3696
683,2687,25988.83,19775.12,4993.48,1220.23,FAIL,2025-10-18 18:37:12,0.1921
684,1115,35258.28,30803.57,1898.37,2556.34,PASS,2025-06-30 19:19:18,0.0538
685,1489,30384.06,17816.82,13593.12,-1025.88,Fail,2025-04-04 14:11:12,0.4474
686,1902,,11138.18,4452.31,,REFER,2025-02-21 11:07:18,0.3745
687,979,7845.72,5404.18,1043.44,1398.1,pass,2025-11-30 08:28:21,0.133
688,1652,61854.43,40736.16,23900.67,-2782.4,Fail,2025-09-23 17:19:26,0.3864
689,1710,,25567.68,29060.21,-8120.39,PASS,2025-02-19 17:42:22,
690,2515,49277.24,43282.98,11639.48,-5645.22,REFER,2025-06-24 12:26:57,0.2362
691,1409,73697.57,44097.36,16521.25,-13078.96,PASS,2025-03-04 11:12:20,0.2242
692,494,65222.03,38411.04,1178.53,25632.46,FAIL,2026-03-30 12:24:59,0.0181
693,3024,27028.77,13329.31,11391.85,2307.61,FAIL,2025-05-31 15:56:38,0.4215
694,2642,-29981.64,27502.74,523.75,1955.15,FAIL,2025-07-01 15:07:04,0.0175
695,673,8708.18,7047.79,1961.1,-300.71,Fail,2025-11-02 12:52:06,0.2252
696,513,37958.52,34386.52,15637.2,-12065.2,FAIL,2025-11-29 17:36:17,0.412
697,2506,83339.69,64734.11,27744.88,-9139.3,FAIL,2025-01-09 21:46:39,0.3329
698,577,,17220.22,8662.93,,PASS,2025-06-24 22:40:53,0.4321
699,1388,-76832.38,35133.87,30570.32,11128.19,REFER,2025-05-07 12:52:13,0.3979
700,441,17119.48,8616.93,887.05,7615.5,pass,2025-06-24 10:02:29,0.0518
701,340,25925.12,17818.45,8461.24,-354.57,Fail,2025-08-14 16:28:06,0.3264
702,1998,28178.73,11836.01,13789.75,2552.97,FAIL,2026-02-25 15:52:21,0.4894
703,1988,24978.78,18313.22,8632.91,-1967.35,FAIL,2025-05-25 22:33:52,0.3456
704,1420,44596.9,21238.44,14432.01,8926.45,REFER,2025-01-07 12:12:35,0.3236
705,2974,60580.71,46778.03,22455.85,-8653.17,Fail,2025-06-14 15:57:18,0.3707
706,67,25286.24,23466.58,4333.44,-2513.78,PASS,2026-01-11 10:55:56,0.1714
707,1179,68211.64,35010.69,14290.92,18910.03,REFER,2025-03-23 08:16:36,0.2095
708,2712,39111.86,26804.65,14206.74,-1899.53,Fail,2025-10-20 19:48:28,0.3632
709,401,82459.1,49661.55,33500.66,-703.11,PASS,2025-06-08 16:26:41,0.4063
710,2865,23004.22,11380.51,734.85,10888.86,PASS,2025-02-04 22:48:37,
711,32,33041.48,27120.18,6218.5,-297.2,PASS,2025-12-19 15:51:49,
712,2270,84341.67,38431.33,,29494.28,Fail,2025-08-21 18:49:15,0.1946
713,2880,33276.56,22974.24,4322.72,5979.6,REFER,2025-03-29 16:58:31,0.1299
714,2365,14915.29,6489.67,2379.7,,Fail,2026-04-17 22:31:50,0.1595
715,2879,33701.9,15562.19,485.54,17654.17,PASS,2025-12-04 13:21:37,0.0144
716,2619,35408.24,33396.05,,-14769.08,pass,2026-03-02 16:17:56,0.4739
717,1723,84993.99,76978.15,18967.64,-10951.8,Fail,2026-01-25 15:32:35,
718,1082,,15674.34,8433.3,-5975.97,Fail,2025-02-03 16:05:19,0.4651
719,654,64369.85,31712.27,4008.15,28649.43,pass,2026-04-22 22:25:51,0.0623
720,1218,62713.9,39395.19,27186.42,-3867.71,Fail,2025-07-16 20:22:49,
721,2443,89882.7,50271.38,43249.33,-3638.01,Fail,2025-04-02 10:07:20,0.4812
722,178,89943.89,49296.65,11165.02,29482.22,,2025-09-20 20:53:42,0.1241
723,2340,23166.97,21591.63,5145.72,-3570.38,FAIL,2026-03-07 14:59:09,0.2221
724,328,20171.11,13113.52,3212.15,3845.44,pass,2025-09-27 20:17:37,0.1592
725,2680,33373.41,24667.65,,-7414.45,pass,2026-02-05 21:36:00,0.483
726,1166,32671.98,15793.33,2952.28,13926.37,REFER,2025-02-09 16:05:49,0.0904
727,769,37526.28,25549.05,5360.35,6616.88,pass,2025-05-23 14:55:20,
728,878,11254.22,8254.33,4610.01,-1610.12,PASS,2025-08-21 17:54:29,0.4096
729,1378,34491.78,25080.64,4234.83,5176.31,REFER,2025-08-29 09:43:34,0.1228
730,2586,15700.79,11670.98,,-3746.8,pass,2025-06-12 17:43:51,0.4953
731,841,42358.26,39406.27,,-9658.34,pass,2025-07-27 22:54:25,
732,1588,26134.37,24251.62,9126.97,-7244.22,FAIL,2025-08-10 08:22:26,0.3492
733,3039,74905.81,61336.32,13308.06,261.43,pass,2026-04-12 08:32:12,0.1777
734,2195,16677.56,7434.88,,6913.12,FAIL,2026-01-09 11:02:30,0.1397
735,2713,53928.13,41583.8,15727.51,-3383.18,REFER,2025-08-21 16:25:01,0.2916
736,2880,88335.76,45979.5,33765.65,8590.61,Fail,2026-04-20 12:22:26,0.3822
737,2587,61490.76,58045.69,4229.06,-783.99,pass,2025-02-13 16:18:27,0.0688
738,988,55283.07,38700.34,10279.38,-6303.35,REFER,2025-01-20 07:21:29,0.1859
739,2818,-58295.44,27696.58,28543.55,2055.31,REFER,2025-01-08 21:54:05,0.4896
740,2047,38035.72,27466.98,7322.65,3246.09,Fail,2025-07-24 13:48:16,0.1925
741,2185,55018.68,36429.36,19114.62,-525.3,FAIL,2026-02-19 11:38:08,0.3474
742,248,26213.46,15636.39,4287.02,6290.05,FAIL,2026-06-01 14:18:25,0.1635
743,1467,24757.63,12979.75,6360.22,5417.66,FAIL,2025-12-27 14:23:34,0.2569
744,3170,61730.72,,1319.23,23677.4,PASS,2025-03-31 19:10:04,0.0214
745,1377,82233.45,41088.76,6564.58,34580.11,FAIL,2026-03-16 22:05:44,0.0798
746,2091,10142.03,9132.0,2716.59,,PASS,2025-10-12 13:35:12,0.2679
747,104,5303.48,3886.0,1341.93,75.55,FAIL,2025-05-29 17:11:41,0.253
748,2975,26184.62,19713.94,4112.87,2357.81,FAIL,2026-03-31 21:46:56,0.1571
749,1337,52969.45,40453.92,2851.61,9663.92,Fail,2026-04-10 07:26:15,0.0538
750,236,,9442.71,6673.38,-1422.34,PASS,2025-04-29 22:47:37,0.4542
751,1394,9603.42,4264.26,1608.34,3730.82,pass,2025-08-27 18:51:25,0.1675
752,2955,,5007.4,4119.14,-812.55,Fail,2025-11-15 08:31:45,0.4954
753,1764,25068.31,10235.34,800.51,14032.46,REFER,2025-09-05 12:38:41,0.0319
754,1833,16570.15,8597.0,857.55,7115.6,,2026-02-23 22:21:52,0.0518
755,1010,77162.22,55548.83,24005.53,-2392.14,REFER,2025-02-24 14:42:47,
756,1716,86696.01,44379.74,25417.45,16898.82,FAIL,2025-09-17 09:10:28,0.2932
757,1233,45265.41,40905.88,2232.04,2127.49,pass,2026-02-17 21:58:00,0.0493
758,140,82344.18,64033.98,17076.54,1233.66,FAIL,2025-06-18 10:08:45,0.2074
759,2477,49312.78,30185.36,8647.49,10479.93,REFER,2026-06-04 13:29:54,0.1754
760,2201,83472.07,47390.16,6443.55,29638.36,pass,2025-09-25 07:08:29,0.0772
761,1774,70154.71,53914.53,21474.95,-5234.77,REFER,2025-09-12 12:47:25,0.3061
762,1304,36295.28,24426.08,10435.78,1433.42,Fail,2025-06-12 14:27:34,0.2875
763,139,11713.73,9016.47,2098.84,598.42,PASS,2025-03-27 21:49:16,0.1792
764,1018,40634.31,37203.71,2408.48,1022.12,PASS,2025-05-30 07:25:17,0.0593
765,1312,11622.39,6435.98,2326.42,2859.99,FAIL,2025-02-08 07:28:52,0.2002
766,2323,13067.61,10065.59,4687.52,-1685.5,REFER,2025-02-05 13:37:46,0.3587
767,1829,81909.5,44859.34,29139.41,7910.75,PASS,2026-05-14 18:24:15,
768,2258,81343.02,38658.44,5077.94,37606.64,FAIL,2026-02-21 08:11:46,
769,2243,14290.02,12107.56,,-3634.01,Fail,2025-06-29 15:40:59,0.407
770,1520,70141.19,36180.28,,28666.35,pass,2025-08-23 14:37:34,
771,2008,65011.58,55425.85,17998.47,-8412.74,Fail,2025-01-09 13:25:36,0.2769
772,651,15804.26,11036.45,4382.08,385.73,REFER,2026-04-18 17:22:27,0.2773
773,242,31625.03,28365.88,14283.38,,PASS,2025-09-04 09:44:34,0.4516
774,427,31889.38,22055.97,2315.07,7518.34,FAIL,2025-02-25 12:21:11,0.0726
775,1951,73165.94,58387.9,31680.41,-16902.37,PASS,2025-06-18 18:13:40,0.433
776,268,43718.88,39848.02,20133.89,-16263.03,PASS,2025-05-13 12:58:11,0.4605
777,1362,49192.98,23670.28,8811.2,,REFER,2025-12-28 10:27:49,0.1791
778,17,10538.33,7152.7,5066.75,-1681.12,Fail,2026-05-06 19:56:32,0.4808
779,471,25775.5,13157.02,8875.77,,REFER,2026-04-03 16:53:11,0.3443
780,889,55433.98,43435.21,26092.28,-14093.51,pass,2026-05-14 09:00:55,0.4707
781,2208,63925.15,44223.94,27059.79,-7358.58,FAIL,2025-09-09 22:12:58,0.4233
782,2214,29747.24,12890.05,5046.04,-11811.15,PASS,2026-04-08 11:11:29,0.1696
783,3049,-68391.04,57868.87,6382.39,4139.78,FAIL,2025-11-16 08:00:18,0.0933
784,884,75237.31,45300.88,1953.24,27983.19,pass,2025-04-06 22:07:32,
785,46,71526.48,64213.64,34681.46,-27368.62,REFER,2025-03-27 07:09:33,0.4849
786,592,58803.28,37256.85,15001.34,6545.09,pass,2025-03-13 15:33:30,0.2551
787,1298,76169.13,32954.88,9953.35,33260.9,pass,2025-05-02 18:19:36,0.1307
788,2031,6640.81,6120.43,562.83,-42.45,Fail,2025-10-30 22:51:18,0.0848
789,1613,66778.92,,17261.14,,pass,2025-04-18 13:31:17,0.2585
790,888,22361.66,20956.1,4465.85,-3060.29,PASS,2025-12-23 21:21:12,0.1997
791,213,40905.31,29583.94,3905.54,7415.83,PASS,2026-05-29 09:18:11,0.0955
792,440,69839.42,56086.81,12131.98,1620.63,REFER,2025-04-02 17:55:10,0.1737
793,1834,-55694.95,40391.8,3558.57,11744.58,pass,2025-09-19 20:49:33,0.0639
794,240,,77583.6,3113.48,8507.11,FAIL,2025-12-31 18:26:06,0.0349
795,2262,43230.44,38217.29,19460.04,-14446.89,REFER,2025-09-21 21:43:00,0.4501
796,2837,,,8091.6,-3709.44,PASS,2025-10-03 12:07:18,0.3361
797,1225,60918.69,54582.38,18482.04,-12145.73,REFER,2025-12-15 20:43:48,0.3034
798,2756,26628.47,15576.87,12421.67,-1370.07,REFER,2025-07-04 13:59:14,0.4665
799,1768,63711.92,32305.89,17992.33,13413.7,FAIL,2025-07-26 18:07:37,0.2824
800,2246,67478.74,44267.24,20423.76,2787.74,PASS,2025-12-24 18:51:26,0.3027
801,1701,6571.38,6094.67,2382.15,-1905.44,pass,2025-08-08 08:14:39,0.3625
802,1880,78553.16,64263.82,3913.38,10375.96,PASS,2025-06-22 12:08:49,0.0498
803,1444,15234.31,13117.75,7435.74,-5319.18,FAIL,2025-08-08 08:11:53,0.4881
804,2051,57213.35,25633.81,13652.58,17926.96,Fail,2025-02-09 07:04:15,0.2386
805,2535,,35212.08,,4689.53,PASS,2025-09-24 10:43:43,0.2655
806,1112,48796.08,36607.95,4326.43,7861.7,pass,2025-05-21 08:41:30,0.0887
807,1271,81235.71,40309.92,16409.64,24516.15,pass,2025-02-10 19:57:02,0.202
808,800,62636.41,28499.31,6862.03,27275.07,,2026-06-06 21:53:49,0.1096
809,2190,72129.54,43929.45,25668.5,2531.59,REFER,2025-12-24 17:54:39,0.3559
810,2538,42327.0,28826.4,11146.16,,pass,2026-02-15 07:21:01,0.2633
811,2797,30739.94,22496.55,11330.0,,,2025-01-20 19:37:19,0.3686
812,2933,19874.5,,3457.43,5667.03,PASS,2025-12-25 17:28:22,0.174
813,768,77505.44,43899.35,122.62,33483.47,REFER,2025-06-03 07:45:30,0.0016
814,2055,56129.33,29985.75,8483.96,17659.62,REFER,2025-09-03 22:50:21,0.1512
815,140,30020.25,24759.85,1224.11,4036.29,PASS,2025-04-17 07:20:51,0.0408
816,2188,37299.95,16066.55,,20896.03,FAIL,2026-04-10 10:50:48,0.009
817,1194,21321.53,8580.11,2456.84,,Fail,2025-07-15 21:23:00,0.1152
818,3148,22143.46,8868.64,2813.76,10461.06,FAIL,2025-08-30 21:00:46,0.1271
819,1166,49167.72,29783.32,10653.64,8730.76,pass,2025-01-31 13:04:21,0.2167
820,1834,45636.27,27142.78,19071.3,-577.81,pass,2025-06-19 22:53:26,0.4179
821,2218,14837.28,8855.15,5009.22,972.91,REFER,2025-06-24 09:36:44,0.3376
822,145,66327.07,50930.59,29755.85,-14359.37,Fail,2026-01-14 20:43:10,0.4486
823,2820,72240.29,67154.27,9258.62,-4172.6,FAIL,2026-05-19 16:55:39,0.1282
824,190,,31254.98,23.99,21088.69,FAIL,2025-10-20 09:37:37,0.0005
825,1,78144.1,63214.8,3426.64,11502.66,PASS,2025-12-30 12:41:20,0.0439
826,88,84338.87,70652.34,5202.5,8484.03,Fail,2026-06-05 18:37:07,0.0617
827,2066,59383.85,24248.99,5187.99,29946.87,pass,2025-03-26 11:02:35,0.0874
828,132,8823.49,3758.61,,2735.82,pass,2026-04-06 08:10:25,0.264
829,1385,64756.64,31642.82,1545.67,31568.15,FAIL,2026-05-14 15:56:29,
830,1023,,46234.08,12618.77,7923.87,,2025-09-10 20:23:50,0.189
831,613,59191.89,25882.77,26313.69,6995.43,REFER,2025-06-14 17:27:45,0.4445
832,237,71105.03,53561.78,17570.43,-27.18,Fail,2025-11-01 14:43:46,0.2471
833,2998,63009.79,40145.67,723.15,22140.97,pass,2026-02-24 14:38:26,0.0115
834,2607,87386.37,59984.43,34377.41,-6975.47,PASS,2025-11-03 11:36:03,0.3934
835,2547,51707.79,47049.71,14395.68,-9737.6,Fail,2025-01-16 22:09:39,0.2784
836,1000,71321.32,45122.95,16383.68,-9814.69,pass,2025-05-23 14:47:39,0.2297
837,809,9105.66,8508.62,3446.57,-2849.53,REFER,2026-03-14 07:29:48,0.3785
838,1794,26716.35,11318.24,12000.03,3398.08,PASS,2026-01-10 10:39:41,0.4492
839,269,-74806.48,37219.89,29427.08,8159.51,Fail,2026-05-18 09:19:02,0.3934
840,1490,56938.36,38390.03,11290.75,7257.58,Fail,2025-10-04 14:04:00,0.1983
841,2419,5261.31,2626.89,133.04,2501.38,REFER,2025-07-19 12:06:51,0.0253
842,2564,37769.91,23331.09,7301.96,7136.86,pass,2025-12-23 22:45:35,0.1933
843,3152,71073.83,36359.59,4393.5,30320.74,Fail,2025-03-17 19:58:19,0.0618
844,440,56682.52,43574.64,2329.84,10778.04,REFER,2025-05-05 17:43:16,0.0411
845,1382,82646.34,70629.96,1987.34,10029.04,PASS,2026-04-18 22:07:56,0.024
846,1948,80412.33,34981.23,1278.31,44152.79,FAIL,2025-02-26 13:15:17,0.0159
847,831,83149.43,64246.66,40235.22,-21332.45,REFER,2025-04-26 14:13:47,0.4839
848,676,4506.33,3229.57,166.65,1110.11,FAIL,2026-05-04 15:47:44,0.037
849,3103,54949.59,38938.49,17626.42,-1615.32,PASS,2025-05-08 08:32:39,0.3208
850,146,12767.11,10122.46,261.78,2382.87,Fail,2025-06-25 14:59:12,0.0205
851,918,27856.99,20334.11,4934.3,2588.58,pass,2025-07-07 17:09:34,0.1771
852,939,52802.52,37101.51,10146.83,5554.18,FAIL,2026-06-10 22:11:19,0.1922
853,2941,33991.43,15351.82,12263.32,6376.29,PASS,2025-07-11 07:25:54,
854,1594,25778.77,10389.64,,,FAIL,2025-02-20 09:40:51,0.1717
855,865,,17254.16,,-6233.38,Fail,2025-10-02 16:25:44,0.4234
856,2975,38392.14,20776.6,18596.66,-981.12,PASS,2025-02-22 13:13:19,0.4844
857,1537,70233.77,57300.16,12163.23,770.38,FAIL,2026-04-24 17:59:32,0.1732
858,2752,10875.79,9651.82,4415.62,-3191.65,Fail,2025-05-24 20:18:26,0.406
859,2932,80386.24,53974.27,31240.03,-4828.06,Fail,2025-01-26 13:52:16,0.3886
860,1270,,12291.84,3200.19,,Fail,2026-02-12 14:11:17,0.2034
861,755,,22577.08,1785.8,26638.88,PASS,2026-01-16 11:57:19,
862,61,21326.56,14768.08,6790.79,,pass,2025-11-06 15:56:18,0.3184
863,2965,42583.98,27802.33,6154.46,8627.19,Fail,2025-01-26 21:47:16,0.1445
864,1336,62053.01,40775.78,1046.91,20230.32,PASS,2026-05-15 16:16:46,0.0169
865,1474,65586.53,51485.28,1624.04,12477.21,Fail,2026-05-29 15:34:28,0.0248
866,2983,13459.0,7104.27,5435.82,918.91,PASS,2025-03-25 16:48:24,0.4039
867,241,46134.43,22580.71,16081.25,7472.47,REFER,2025-01-22 16:51:31,0.3486
868,2700,6708.43,3049.42,1024.18,2634.83,Fail,2025-08-02 14:43:43,0.1527
869,1417,38013.08,31622.0,6912.31,-521.23,pass,2025-11-20 12:16:09,0.1818
870,2292,17826.44,8817.55,72.32,-8936.57,PASS,2026-05-29 09:32:33,
871,1483,9961.39,4631.68,1723.04,3606.67,FAIL,2025-12-23 12:04:09,0.173
872,2698,88805.33,42309.94,42659.16,3836.23,Fail,2026-03-30 20:56:48,0.4804
873,721,88885.58,67357.37,9734.51,11793.7,FAIL,2025-04-23 22:05:11,0.1095
874,390,52481.12,30553.85,24160.36,-2233.09,Fail,2025-01-01 08:02:42,0.4604
875,1940,60407.45,32153.12,1214.57,,REFER,2026-03-31 16:51:08,0.0201
876,3181,41269.76,34395.32,712.17,,Fail,2026-03-05 14:04:07,0.0173
877,2202,12283.8,9802.88,923.53,,FAIL,2025-06-02 15:15:09,0.0752
878,310,11174.08,7236.48,4109.76,-172.16,REFER,2026-06-09 09:38:30,0.3678
879,530,86305.67,44014.93,22941.34,19349.4,PASS,2025-05-20 12:48:32,0.2658
880,190,38790.19,29805.98,1871.21,7113.0,PASS,2025-09-04 10:56:32,0.0482
881,3055,81581.24,71364.45,18134.28,-7917.49,REFER,2026-04-17 13:32:19,0.2223
882,1399,71983.18,44887.58,2860.77,24234.83,PASS,2025-09-20 10:55:46,0.0397
883,2618,9673.93,6232.68,1150.73,2290.52,pass,2025-08-08 15:46:23,
884,1733,23683.69,13481.89,4699.38,5502.42,pass,2026-01-16 21:14:54,
885,1089,82765.67,58731.91,25761.87,-1728.11,FAIL,2025-01-14 16:53:34,0.3113
886,1820,18989.6,,1821.33,,pass,2025-02-21 16:04:28,0.0959
887,3025,24867.06,13606.34,9994.68,1266.04,Fail,2025-10-30 17:07:25,0.4019
888,728,63962.2,58524.17,10333.59,-4895.56,PASS,2026-01-17 19:52:47,
889,76,75382.75,52782.01,28427.22,-5826.48,pass,2025-09-21 11:19:32,0.3771
890,2683,20220.22,9522.13,7774.78,2923.31,PASS,2025-09-24 16:33:44,
891,2394,78941.76,55517.32,22975.85,448.59,Fail,2025-05-01 16:51:37,0.291
892,319,41425.26,25251.92,17173.28,-999.94,FAIL,2026-04-24 15:37:10,0.4146
893,559,76410.82,56879.74,23572.39,-4041.31,Fail,2026-01-14 11:35:02,0.3085
894,2634,58430.05,32990.18,3133.75,22306.12,REFER,2025-08-18 10:21:02,0.0536
895,225,73131.91,40772.85,10388.87,21970.19,PASS,2025-05-06 20:10:08,0.1421
896,1632,61661.5,53469.42,15736.56,-7544.48,PASS,2025-06-08 11:39:52,0.2552
897,2107,89082.2,66353.6,32656.42,-9927.82,PASS,2026-04-15 15:16:06,0.3666
898,1710,76565.72,66611.97,29325.58,-19371.83,REFER,2026-03-08 21:46:31,0.383
899,1901,40539.85,19872.18,11277.38,9390.29,Fail,2025-10-03 08:12:44,0.2782
900,14,,70805.07,24876.77,-14193.33,FAIL,2026-03-03 22:25:48,0.3053
901,2217,56232.6,27804.05,8334.12,20094.43,FAIL,2025-02-01 22:18:54,0.1482
902,1286,62730.29,50545.7,5863.78,,pass,2026-01-12 08:07:25,0.0935
903,21,36859.1,28111.97,3495.15,-5251.98,REFER,2025-11-27 18:20:52,0.0948
904,140,37094.98,17053.3,7927.61,12114.07,FAIL,2025-08-10 17:58:44,0.2137
905,3170,6191.34,3307.51,2050.24,833.59,FAIL,2025-04-15 14:23:00,0.3311
906,2290,33284.17,25622.66,14565.13,-6903.62,Fail,2025-01-02 21:48:36,0.4376
907,232,49658.63,33738.16,17273.25,-1352.78,REFER,2025-05-09 12:21:51,0.3478
908,2236,64032.32,59446.38,,-21453.76,FAIL,2026-02-13 14:30:20,0.4067
909,2115,81592.46,47820.36,25630.97,8141.13,REFER,2026-03-17 21:05:02,0.3141
910,1285,29600.36,24523.15,11977.27,-6900.06,PASS,2026-04-24 16:10:22,0.4046
911,2651,70450.26,37032.49,28276.65,5141.12,FAIL,2025-02-09 17:27:30,
912,120,14608.24,,2759.25,1978.1,REFER,2026-01-04 20:50:21,0.1889
913,3085,83037.31,36575.1,31945.76,14516.45,Fail,2025-08-01 10:54:06,0.3847
914,2008,17943.24,11867.19,3427.77,,REFER,2026-03-22 14:07:32,0.191
915,1211,-77014.76,70358.47,29704.33,-23048.04,FAIL,2025-02-11 18:29:29,0.3857
916,2632,6986.38,4556.84,3189.14,,PASS,2025-11-02 19:04:06,0.4565
917,1909,84507.13,43876.62,20353.53,20276.98,REFER,2025-08-09 17:54:37,0.2408
918,2326,12200.95,6536.92,3402.71,2261.32,FAIL,2025-10-03 17:51:36,0.2789
919,2126,38933.25,29434.48,14038.13,-4539.36,PASS,2025-01-30 20:01:23,0.3606
920,3157,73512.12,48822.49,16456.36,8233.27,Fail,2025-11-22 11:59:45,0.2239
921,2624,20712.47,8836.04,2723.66,9152.77,pass,2025-02-11 11:55:13,0.1315
922,2363,86524.9,81790.36,9606.52,-4871.98,pass,2025-10-15 17:59:25,0.111
923,116,40534.02,28287.05,7869.63,4377.34,pass,2025-10-31 09:12:45,0.1941
924,1451,61304.49,26328.8,12336.13,22639.56,FAIL,2025-11-07 07:58:28,0.2012
925,2083,49714.48,38869.19,18267.97,,PASS,2025-07-26 13:39:31,0.3675
926,2687,48316.3,32740.38,19497.26,-3921.34,REFER,2025-06-12 21:33:57,0.4035
927,1772,19673.46,8314.99,4056.14,7302.33,pass,2025-11-14 09:04:21,0.2062
928,2560,19960.89,14085.16,1465.74,4409.99,REFER,2026-03-19 10:30:38,
929,1839,17961.44,11971.98,,-2071.26,FAIL,2025-02-10 17:11:52,0.4488
930,1430,33413.1,25835.2,2061.05,5516.85,FAIL,2025-11-04 08:57:20,0.0617
931,524,63776.03,51749.58,21971.71,-9945.26,FAIL,2025-07-01 18:36:14,0.3445
932,438,81789.22,,38260.94,-4174.43,Fail,2025-05-12 11:37:02,0.4678
933,812,11613.8,4912.22,1402.64,5298.94,REFER,2025-04-29 22:20:57,0.1208
