session_id,customer_id,brand_name,campaign_id,session_started_at,device_type,landing_page,referrer_domain,gclid,fbclid,session_duration_seconds,page_views_count,is_bot
901,429,FASTA,,2026-04-09 10:22:38,desktop,https://justmoney.co.za/loans,instagram.com,,,359,15,0
902,1736,FASTA,,2026-03-17 09:07:43,mobile,https://debtbusters.co.za/apply,facebook.com,,,1389,6,0
903,504,DebtBusters,28,2025-12-01 10:34:32,Tablet,https://debtbusters.co.za/apply,,,,,13,0
904,1755,JustMoney,,2025-11-26 12:12:40,Desktop,https://www.fasta.co.za/,email,,,698,19,0
905,222,FASTA,28,2026-02-18 22:19:36,desktop,https://www.fasta.co.za/apply,instagram.com,gclid_u2te2weqpz,,1490,1,0
906,,FASTA,46,2026-03-09 21:57:30,Tablet,https://justmoney.co.za/loans,direct,,,476,11,0
907,1952,FASTA,27,2025-04-10 19:55:18,mobile,https://www.fasta.co.za/,justmoney.co.za,,fbclid_4zww81df3j,228,22,0
908,,JustMoney,49,2025-07-04 12:49:38,MOBILE,https://www.fasta.co.za/,direct,,,487,1,0
909,1130,FASTA,,2025-12-23 19:34:24,Tablet,https://www.fasta.co.za/calculator,google.com,gclid_2ypghfhtqq,,1171,4,0
910,136,JustMoney,,2026-04-20 08:33:22,Mobile,https://www.fasta.co.za/,google.com,gclid_vjcr779pw8,,1668,9,0
911,,JustMoney,60,2025-03-24 21:40:38,MOBILE,https://justmoney.co.za/loans,google.com,,,331,23,0
912,,DebtBusters,,2026-06-03 07:18:29,Mobile,https://www.fasta.co.za/calculator,direct,,,76,11,0
913,1564,JustMoney,43,2025-03-22 15:32:42,Mobile,https://www.fasta.co.za/calculator,bing.com,,,366,12,0
914,1750,FASTA,46,2025-03-25 13:51:21,Tablet,https://justmoney.co.za/loans,bing.com,,,1028,23,0
915,978,DebtBusters,32,2026-01-04 07:32:17,desktop,https://www.fasta.co.za/calculator,,,fbclid_8e0qee0gvc,1539,21,0
916,1727,FASTA,46,2025-01-04 07:39:13,MOBILE,https://debtbusters.co.za/apply,facebook.com,,,642,7,0
917,446,FASTA,10,2025-08-13 11:29:41,Tablet,https://www.fasta.co.za/calculator,google.com,gclid_0a5z8rqhyl,fbclid_onb6nhi6jy,394,17,0
918,,DebtBusters,38,2026-02-27 13:48:31,MOBILE,https://justmoney.co.za/loans,,,,185,20,1
919,,DebtBusters,,2025-05-10 09:50:00,Desktop,https://www.fasta.co.za/calculator,,gclid_duw35mpa3n,,1204,5,0
920,,JustMoney,35,2025-07-04 19:16:16,desktop,https://www.fasta.co.za/,instagram.com,,,422,1,0
921,51,DebtBusters,1,2025-02-20 17:52:27,Desktop,https://www.fasta.co.za/calculator,,,,1307,19,0
922,839,FASTA,1,2025-11-12 10:04:06,Tablet,https://www.fasta.co.za/,email,gclid_l5m5mc921a,,879,8,0
923,,FASTA,30,2025-09-01 20:39:22,MOBILE,https://www.fasta.co.za/,debtbusters.co.za,gclid_lo3n7ccvcf,fbclid_j4p8i7jtr2,1127,2,0
924,1718,FASTA,31,2026-04-08 14:57:20,mobile,https://debtbusters.co.za/apply,google.com,gclid_4ztfmerb5m,,1320,3,0
925,,FASTA,2,2026-03-01 10:28:16,MOBILE,https://www.fasta.co.za/,debtbusters.co.za,,,1161,11,0
926,,DebtBusters,40,2025-02-10 08:59:19,Mobile,https://debtbusters.co.za/apply,instagram.com,,,1194,8,0
927,,DebtBusters,29,2025-10-29 08:26:46,Desktop,https://www.fasta.co.za/apply,justmoney.co.za,,,330,7,0
928,976,DebtBusters,,2025-07-05 13:07:46,MOBILE,https://www.fasta.co.za/,instagram.com,,,56,18,0
929,,FASTA,58,2025-02-14 19:29:25,desktop,https://debtbusters.co.za/apply,,,,478,4,0
930,1063,DebtBusters,30,2025-08-07 07:54:46,mobile,https://justmoney.co.za/loans,direct,,,597,20,0
931,1747,FASTA,,2025-05-22 07:19:23,Desktop,https://justmoney.co.za/loans,email,gclid_1g15uaj0m4,,901,13,0
932,703,JustMoney,38,2025-07-04 08:26:35,MOBILE,https://www.fasta.co.za/calculator,google.com,,,1287,9,0
933,,FASTA,1,2025-09-27 15:56:06,mobile,https://debtbusters.co.za/apply,instagram.com,,fbclid_vgkpiq0ovu,1020,,0
934,1682,FASTA,,2025-12-08 22:02:03,desktop,https://www.fasta.co.za/,facebook.com,,,21,2,0
935,1215,FASTA,,2026-05-28 11:43:36,MOBILE,https://debtbusters.co.za/apply,debtbusters.co.za,,fbclid_33tvz29sc8,,24,0
936,328,FASTA,,2025-04-29 19:27:51,MOBILE,https://www.fasta.co.za/calculator,debtbusters.co.za,,fbclid_gq9a1iyr8a,1629,18,1
937,71,FASTA,,2025-09-13 16:11:15,desktop,https://www.fasta.co.za/,justmoney.co.za,gclid_sfwe6gc2i6,,1414,2,0
938,1967,JustMoney,,2026-03-06 12:46:15,Mobile,https://debtbusters.co.za/apply,email,,,973,7,0
939,187,FASTA,,2025-05-07 13:36:07,Desktop,https://www.fasta.co.za/apply,,gclid_hpaj013i4e,,1366,1,0
940,1007,DebtBusters,19,2026-02-12 11:32:10,Tablet,https://justmoney.co.za/loans,,,,1235,1,0
941,1802,FASTA,55,2026-06-12 12:16:09,Mobile,https://www.fasta.co.za/,email,,,1396,13,1
942,,FASTA,10,2025-11-13 10:19:53,,https://www.fasta.co.za/apply,bing.com,,,971,16,0
943,,FASTA,5,2026-04-06 17:12:28,mobile,https://debtbusters.co.za/apply,facebook.com,gclid_s74groh7qj,,823,13,0
944,,JustMoney,41,2025-11-08 10:01:36,Mobile,https://www.fasta.co.za/,,,,1474,,0
945,1744,FASTA,,2025-02-16 20:18:25,mobile,https://www.fasta.co.za/apply,debtbusters.co.za,,,314,6,0
946,1070,FASTA,56,2026-01-21 13:55:09,desktop,https://www.fasta.co.za/apply,instagram.com,,,868,8,0
947,,FASTA,,2025-04-07 14:21:35,MOBILE,https://debtbusters.co.za/apply,debtbusters.co.za,gclid_tsqb7c1nmj,,1584,24,1
948,,JustMoney,29,2025-06-09 19:31:53,desktop,https://www.fasta.co.za/,facebook.com,,,21,4,1
949,168,JustMoney,25,2026-03-16 08:54:56,Mobile,https://justmoney.co.za/loans,,,,1620,2,0
950,1568,FASTA,18,2025-05-19 12:13:13,mobile,https://www.fasta.co.za/calculator,google.com,,,1068,20,0
951,584,DebtBusters,1,2025-04-30 14:56:14,mobile,https://justmoney.co.za/loans,,gclid_n39pqg7xru,fbclid_jlhjdbho4t,1311,19,0
952,,FASTA,,2025-03-09 18:23:40,mobile,https://www.fasta.co.za/,bing.com,gclid_blsdmtup8j,fbclid_kc5paaw3pc,395,4,1
953,158,FASTA,32,2025-05-07 12:33:40,Mobile,https://debtbusters.co.za/apply,email,,,979,,0
954,875,DebtBusters,,2025-10-25 19:08:10,MOBILE,https://www.fasta.co.za/,instagram.com,,,1365,6,0
955,719,FASTA,13,2026-03-29 22:57:56,mobile,https://justmoney.co.za/loans,bing.com,,fbclid_nd5lgcdmme,,11,0
956,410,FASTA,11,2026-03-08 15:10:34,MOBILE,https://debtbusters.co.za/apply,,,,595,5,1
957,1865,DebtBusters,,2025-06-07 10:58:02,mobile,https://www.fasta.co.za/calculator,google.com,gclid_c9lobitkrb,,841,13,0
958,1138,JustMoney,,2025-05-19 16:38:11,desktop,https://www.fasta.co.za/calculator,direct,,,,23,0
959,,DebtBusters,46,2025-07-12 14:55:04,desktop,https://www.fasta.co.za/,google.com,gclid_wzy6hfjn4m,,124,1,0
960,865,JustMoney,,2025-06-01 21:48:06,MOBILE,https://www.fasta.co.za/apply,bing.com,,,1473,5,0
961,,JustMoney,12,2025-04-20 12:54:15,Tablet,https://justmoney.co.za/loans,bing.com,,,895,5,0
962,,FASTA,47,2025-10-03 08:58:21,Desktop,https://debtbusters.co.za/apply,bing.com,,,961,1,0
963,19,JustMoney,60,2025-03-12 16:24:40,Tablet,https://www.fasta.co.za/,bing.com,,,1067,4,0
964,173,JustMoney,23,2026-03-03 08:53:25,Tablet,https://www.fasta.co.za/,google.com,gclid_teq2knw5zp,,,12,0
965,1587,JustMoney,41,2025-05-23 07:29:40,mobile,https://justmoney.co.za/loans,direct,,,1711,18,0
966,1089,JustMoney,10,2025-09-03 09:52:11,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,1792,21,0
967,1132,FASTA,,2026-06-02 12:42:46,desktop,https://www.fasta.co.za/calculator,,,,1528,17,0
968,635,DebtBusters,34,2025-10-08 12:57:51,Desktop,https://www.fasta.co.za/apply,bing.com,,,1774,6,0
969,,JustMoney,21,2025-02-01 07:13:29,Tablet,https://justmoney.co.za/loans,bing.com,gclid_ywdkvbcsw1,,503,21,0
970,136,JustMoney,,2025-07-15 08:47:01,Tablet,https://debtbusters.co.za/apply,,,,363,17,0
971,,JustMoney,10,2026-05-07 22:49:02,Desktop,https://justmoney.co.za/loans,facebook.com,,fbclid_gnpfz9iwg4,311,,0
972,770,FASTA,55,2026-03-10 10:42:20,desktop,https://justmoney.co.za/loans,instagram.com,,fbclid_l6tdvemd3n,876,10,0
973,,FASTA,10,2025-05-01 14:56:10,desktop,https://debtbusters.co.za/apply,google.com,gclid_uwb944bcfl,,1762,5,0
974,1561,FASTA,,2025-06-21 09:59:12,Desktop,https://www.fasta.co.za/,direct,,,1747,3,0
975,453,FASTA,,2026-01-18 12:55:32,MOBILE,https://www.fasta.co.za/apply,instagram.com,,,336,3,0
976,,DebtBusters,,2025-10-16 12:16:15,,https://www.fasta.co.za/,facebook.com,,fbclid_i2rbpjjpfv,1523,18,0
977,324,DebtBusters,31,2025-01-08 21:08:55,Mobile,https://www.fasta.co.za/,justmoney.co.za,gclid_i45l2u7ot6,,422,,0
978,1404,FASTA,51,2025-06-07 11:14:21,MOBILE,https://debtbusters.co.za/apply,bing.com,gclid_uwytja7a35,,991,23,1
979,1595,DebtBusters,30,2025-03-18 21:23:24,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,1399,17,0
980,,JustMoney,9,2026-02-09 18:59:36,mobile,https://www.fasta.co.za/,email,,,447,23,0
981,531,DebtBusters,,2025-10-12 18:29:09,MOBILE,https://www.fasta.co.za/,direct,,,52,11,0
982,1232,FASTA,18,2026-06-06 16:57:57,Mobile,https://justmoney.co.za/loans,email,,,1364,15,0
983,147,FASTA,,2026-03-16 08:29:50,mobile,https://www.fasta.co.za/calculator,google.com,,,1194,12,0
984,1779,DebtBusters,,2025-12-02 17:42:38,Desktop,https://justmoney.co.za/loans,debtbusters.co.za,,,304,11,0
985,1303,FASTA,57,2026-04-24 16:24:18,Tablet,https://www.fasta.co.za/calculator,,,,619,8,0
986,1186,DebtBusters,11,2026-01-12 17:27:28,desktop,https://debtbusters.co.za/apply,google.com,,fbclid_v8mru2ulty,418,11,1
987,1388,FASTA,56,2025-03-16 13:09:18,,https://www.fasta.co.za/apply,instagram.com,,,888,16,0
988,373,FASTA,49,2025-09-12 11:18:58,MOBILE,https://debtbusters.co.za/apply,facebook.com,,,1433,19,0
989,1747,FASTA,44,2026-04-23 14:58:08,mobile,https://justmoney.co.za/loans,bing.com,,,1540,7,0
990,375,FASTA,,2026-05-14 17:55:09,,https://www.fasta.co.za/apply,facebook.com,,,1706,7,0
991,348,FASTA,2,2025-12-19 12:29:05,desktop,https://www.fasta.co.za/apply,debtbusters.co.za,gclid_3nek993wyw,fbclid_ewwl5rs7jn,1268,7,0
992,,FASTA,1,2025-06-27 10:37:46,mobile,https://www.fasta.co.za/calculator,bing.com,,,1770,10,0
993,224,DebtBusters,50,2026-05-08 14:35:43,mobile,https://www.fasta.co.za/calculator,,,,782,24,0
994,,FASTA,,2025-04-04 15:05:20,,https://www.fasta.co.za/apply,direct,,fbclid_s8pkvdalwg,847,5,1
995,930,DebtBusters,47,2025-06-07 07:20:17,MOBILE,https://justmoney.co.za/loans,debtbusters.co.za,,,1379,5,0
996,769,FASTA,,2025-12-13 15:31:28,desktop,https://debtbusters.co.za/apply,google.com,,,222,12,0
997,1336,JustMoney,2,2025-02-26 07:45:14,Desktop,https://justmoney.co.za/loans,instagram.com,,,916,5,0
998,905,DebtBusters,39,2025-12-07 08:37:08,Mobile,https://www.fasta.co.za/,,,,519,6,0
999,1178,FASTA,55,2025-06-04 12:10:33,MOBILE,https://debtbusters.co.za/apply,direct,gclid_gnub2qxshn,,1190,10,0
1000,18,JustMoney,31,2025-10-16 07:21:08,desktop,https://justmoney.co.za/loans,facebook.com,gclid_38773gqx4g,,1451,,0
1001,834,FASTA,,2025-01-26 18:24:37,MOBILE,https://justmoney.co.za/loans,bing.com,,,834,4,1
1002,,DebtBusters,10,2026-01-19 19:11:38,Desktop,https://www.fasta.co.za/,bing.com,gclid_c9kq681fbo,,374,13,0
1003,69,FASTA,,2026-04-10 12:35:12,MOBILE,https://www.fasta.co.za/apply,,,,1754,6,0
1004,484,FASTA,,2025-11-01 13:22:53,mobile,https://www.fasta.co.za/calculator,,,,1200,21,0
1005,,FASTA,59,2025-09-10 18:31:12,Tablet,https://justmoney.co.za/loans,google.com,,,1424,25,0
1006,1142,FASTA,,2025-11-28 13:10:45,desktop,https://www.fasta.co.za/apply,debtbusters.co.za,,,,5,0
1007,1642,FASTA,,2026-01-10 07:09:45,Mobile,https://www.fasta.co.za/,,,,581,13,0
1008,,JustMoney,,2025-01-02 10:20:16,Desktop,https://justmoney.co.za/loans,,gclid_cwpkp8i1pd,,767,5,0
1009,317,FASTA,24,2025-06-27 20:13:25,MOBILE,https://www.fasta.co.za/apply,debtbusters.co.za,,,15,9,0
1010,1024,DebtBusters,35,2025-12-11 20:57:12,Mobile,https://justmoney.co.za/loans,,,,72,13,0
1011,941,FASTA,5,2025-09-26 11:21:47,mobile,https://justmoney.co.za/loans,facebook.com,,,,10,0
1012,307,DebtBusters,21,2025-10-19 11:57:07,Tablet,https://debtbusters.co.za/apply,email,gclid_u8gciw20ol,,1196,7,0
1013,464,DebtBusters,9,2025-07-25 18:59:48,MOBILE,https://www.fasta.co.za/,,,,,17,0
1014,,FASTA,,2026-01-11 16:43:39,Desktop,https://debtbusters.co.za/apply,justmoney.co.za,,,947,18,0
1015,,FASTA,,2025-07-08 09:01:54,mobile,https://www.fasta.co.za/calculator,facebook.com,gclid_0tz7ob0jy6,fbclid_u6o1v0k22v,126,14,0
1016,1727,FASTA,38,2025-10-08 14:06:20,mobile,https://www.fasta.co.za/apply,,,,,9,0
1017,879,JustMoney,55,2026-02-23 14:15:57,Desktop,https://justmoney.co.za/loans,direct,,,777,10,0
1018,776,DebtBusters,26,2025-05-06 21:11:06,MOBILE,https://www.fasta.co.za/calculator,email,,,1476,20,0
1019,1188,FASTA,,2026-02-17 09:10:49,Mobile,https://debtbusters.co.za/apply,,gclid_9budc599x6,,693,10,0
1020,931,JustMoney,,2026-06-14 13:41:09,mobile,https://www.fasta.co.za/apply,debtbusters.co.za,,,1262,13,0
1021,1534,FASTA,,2026-03-22 16:21:31,Tablet,https://justmoney.co.za/loans,facebook.com,,,1272,,0
1022,1146,DebtBusters,39,2026-03-04 14:51:41,Tablet,https://www.fasta.co.za/apply,direct,,,304,21,0
1023,1727,FASTA,,2026-05-12 22:02:03,desktop,https://www.fasta.co.za/apply,instagram.com,,,708,25,0
1024,406,FASTA,33,2026-04-02 15:54:55,Desktop,https://www.fasta.co.za/calculator,google.com,gclid_2kpxb5ck4j,,,11,0
1025,1549,FASTA,28,2025-06-04 20:22:59,MOBILE,https://justmoney.co.za/loans,facebook.com,,fbclid_x6vtgpg7yw,998,3,0
1026,1503,JustMoney,12,2026-02-03 15:29:54,Desktop,https://justmoney.co.za/loans,,,,575,24,0
1027,1271,FASTA,12,2026-01-30 17:47:23,MOBILE,https://www.fasta.co.za/,,,,1169,22,0
1028,,FASTA,14,2026-02-24 17:22:38,MOBILE,https://debtbusters.co.za/apply,,,,1262,12,0
1029,,FASTA,46,2025-02-17 20:45:49,Tablet,https://justmoney.co.za/loans,instagram.com,,fbclid_o52czv937l,947,18,0
1030,,FASTA,45,2026-01-20 15:34:07,Mobile,https://debtbusters.co.za/apply,direct,,fbclid_c152ippuzd,917,5,0
1031,,FASTA,,2025-09-09 09:57:41,Mobile,https://justmoney.co.za/loans,google.com,,fbclid_deylruwvjo,591,22,0
1032,1403,FASTA,5,2025-01-29 16:06:15,Desktop,https://www.fasta.co.za/calculator,google.com,,,452,16,0
1033,841,FASTA,47,2025-11-20 08:12:45,Desktop,https://justmoney.co.za/loans,facebook.com,,,856,16,0
1034,565,JustMoney,8,2025-09-26 19:58:22,MOBILE,https://justmoney.co.za/loans,facebook.com,gclid_cfzgzcmng8,,905,13,0
1035,1326,FASTA,5,2025-09-22 07:20:48,Tablet,https://www.fasta.co.za/apply,,,fbclid_02c6mh0txj,230,17,0
1036,379,FASTA,,2025-07-10 20:18:47,Desktop,https://www.fasta.co.za/,direct,,,1248,9,0
1037,1975,FASTA,,2026-03-20 09:25:51,desktop,https://justmoney.co.za/loans,google.com,,,928,4,0
1038,,FASTA,37,2025-06-30 09:08:45,MOBILE,https://www.fasta.co.za/calculator,justmoney.co.za,,,313,24,0
1039,,FASTA,52,2026-04-06 09:23:59,Mobile,https://justmoney.co.za/loans,google.com,,fbclid_i033a79qfc,1260,9,0
1040,26,DebtBusters,,2026-06-09 12:28:52,Desktop,https://www.fasta.co.za/,debtbusters.co.za,,,1445,19,0
1041,1084,JustMoney,30,2025-08-17 15:07:14,MOBILE,https://www.fasta.co.za/apply,,,,1128,15,0
1042,999,DebtBusters,,2025-03-31 22:58:43,MOBILE,https://www.fasta.co.za/calculator,instagram.com,,,69,,0
1043,685,FASTA,44,2025-05-12 11:00:48,MOBILE,https://www.fasta.co.za/calculator,bing.com,,fbclid_lvieibub8z,761,1,0
1044,769,JustMoney,,2026-01-26 08:41:08,MOBILE,https://www.fasta.co.za/calculator,debtbusters.co.za,gclid_dlnk2zrl8y,,108,15,0
1045,793,FASTA,2,2025-12-02 18:52:24,Desktop,https://www.fasta.co.za/,google.com,,,1624,12,0
1046,,JustMoney,38,2025-03-30 10:20:46,desktop,https://www.fasta.co.za/apply,google.com,,,1653,19,0
1047,303,JustMoney,21,2026-03-02 07:41:42,Tablet,https://www.fasta.co.za/calculator,direct,,fbclid_cst2k6uyep,1289,,0
1048,115,JustMoney,14,2025-01-24 21:04:05,Tablet,https://www.fasta.co.za/apply,justmoney.co.za,gclid_31hyk0npi8,,1368,12,0
1049,1736,FASTA,,2025-04-10 07:11:08,Tablet,https://www.fasta.co.za/calculator,instagram.com,,fbclid_jx9d4zir6m,1704,25,0
1050,965,DebtBusters,49,2026-01-11 09:04:52,mobile,https://justmoney.co.za/loans,email,,fbclid_yijj0ulrwc,1329,15,0
1051,1629,FASTA,41,2025-07-28 18:06:29,Tablet,https://www.fasta.co.za/apply,debtbusters.co.za,gclid_is93ivm2zy,,262,18,0
1052,,FASTA,10,2026-05-20 18:00:16,Mobile,https://www.fasta.co.za/,bing.com,,,1028,2,0
1053,172,JustMoney,1,2026-02-24 10:07:52,Desktop,https://www.fasta.co.za/apply,,,,122,,0
1054,,FASTA,,2025-06-18 22:41:18,mobile,https://justmoney.co.za/loans,justmoney.co.za,,,586,,0
1055,,JustMoney,39,2025-08-23 07:11:50,mobile,https://www.fasta.co.za/,instagram.com,,fbclid_r8tkcv59t8,183,25,0
1056,1359,JustMoney,7,2025-11-12 15:18:14,Desktop,https://www.fasta.co.za/calculator,justmoney.co.za,,,822,12,0
1057,216,JustMoney,19,2025-07-02 08:15:18,Mobile,https://justmoney.co.za/loans,google.com,,,1202,7,0
1058,1030,JustMoney,56,2026-05-01 07:13:31,,https://debtbusters.co.za/apply,email,,,396,24,0
1059,1027,FASTA,,2025-06-16 22:12:17,MOBILE,https://www.fasta.co.za/calculator,instagram.com,,,1239,14,0
1060,1843,JustMoney,,2026-03-06 22:07:03,mobile,https://www.fasta.co.za/,email,,,697,3,0
1061,,JustMoney,35,2026-04-06 08:58:43,Mobile,https://justmoney.co.za/loans,debtbusters.co.za,gclid_24du4xztcn,,796,15,0
1062,1933,FASTA,13,2026-05-02 18:26:58,Mobile,https://www.fasta.co.za/calculator,,,,866,7,0
1063,1189,FASTA,44,2025-03-01 14:51:09,Mobile,https://www.fasta.co.za/apply,google.com,,,1173,7,0
1064,874,FASTA,27,2025-03-02 07:56:30,desktop,https://www.fasta.co.za/,email,,,461,,0
1065,,FASTA,11,2025-07-25 17:44:29,Mobile,https://debtbusters.co.za/apply,debtbusters.co.za,,,656,5,0
1066,1851,FASTA,36,2025-02-15 09:20:32,MOBILE,https://www.fasta.co.za/calculator,google.com,,fbclid_budnlwjbhr,1698,16,0
1067,,JustMoney,31,2025-05-20 22:56:18,Tablet,https://www.fasta.co.za/,email,,fbclid_qhwok9e5s2,663,11,0
1068,1548,FASTA,13,2026-05-24 14:55:06,,https://www.fasta.co.za/calculator,,gclid_8fcws6kahh,fbclid_lmcq4v7032,1006,16,0
1069,,FASTA,1,2025-02-16 09:00:55,Mobile,https://www.fasta.co.za/calculator,,,fbclid_lj9t0b3jgz,762,6,0
1070,348,JustMoney,29,2025-02-23 08:52:38,Mobile,https://justmoney.co.za/loans,debtbusters.co.za,,,1308,19,0
1071,,DebtBusters,26,2025-07-23 22:20:31,Desktop,https://justmoney.co.za/loans,bing.com,,,622,25,0
1072,323,FASTA,14,2026-01-04 16:10:14,Desktop,https://www.fasta.co.za/,email,,,791,21,0
1073,1942,DebtBusters,26,2025-04-04 12:36:05,mobile,https://www.fasta.co.za/calculator,,,,1471,,0
1074,1544,JustMoney,55,2025-05-13 11:05:17,Mobile,https://www.fasta.co.za/calculator,instagram.com,,,272,5,0
1075,361,FASTA,37,2025-11-23 20:06:26,Desktop,https://debtbusters.co.za/apply,,gclid_7f8406bg35,fbclid_weiimeo5ua,283,3,0
1076,1731,DebtBusters,57,2025-03-30 20:13:19,Desktop,https://www.fasta.co.za/,,,,1466,13,0
1077,433,DebtBusters,57,2026-04-29 11:27:09,mobile,https://debtbusters.co.za/apply,facebook.com,,,1793,8,0
1078,333,FASTA,1,2025-10-13 10:39:29,,https://www.fasta.co.za/apply,instagram.com,,fbclid_x4g0ttqybu,1449,6,0
1079,598,FASTA,37,2026-04-09 19:45:21,Desktop,https://debtbusters.co.za/apply,,,,281,8,0
1080,,FASTA,56,2026-01-01 08:39:17,Desktop,https://justmoney.co.za/loans,google.com,,,1372,,0
1081,640,DebtBusters,3,2025-11-19 12:31:57,Mobile,https://www.fasta.co.za/calculator,direct,,,1625,5,0
1082,1329,FASTA,5,2025-12-27 12:31:09,mobile,https://debtbusters.co.za/apply,,,,1567,10,0
1083,411,FASTA,55,2026-01-07 18:06:57,Tablet,https://www.fasta.co.za/,,,,1675,14,0
1084,1628,FASTA,7,2025-03-20 10:35:49,Mobile,https://www.fasta.co.za/calculator,direct,,,1431,13,0
1085,603,DebtBusters,6,2025-01-30 15:09:07,Tablet,https://www.fasta.co.za/,google.com,,,131,5,0
1086,1410,DebtBusters,7,2025-04-04 18:49:07,MOBILE,https://justmoney.co.za/loans,email,,,949,,0
1087,633,FASTA,12,2025-03-06 10:44:58,desktop,https://www.fasta.co.za/apply,email,gclid_98g4z642xv,,1460,16,0
1088,337,FASTA,47,2025-07-19 07:49:04,Tablet,https://www.fasta.co.za/apply,instagram.com,,,1751,22,0
1089,1670,FASTA,54,2025-11-02 13:49:18,Tablet,https://justmoney.co.za/loans,justmoney.co.za,gclid_vwdl8ip0cq,fbclid_dfw2v2ann3,,15,0
1090,499,DebtBusters,,2026-02-03 22:16:35,MOBILE,https://www.fasta.co.za/apply,bing.com,,,628,13,0
1091,,JustMoney,7,2025-10-13 20:16:29,desktop,https://www.fasta.co.za/,google.com,,,1282,9,0
1092,1100,FASTA,24,2025-12-26 08:38:18,Desktop,https://debtbusters.co.za/apply,google.com,gclid_ogmg1qxo67,,,7,0
1093,,JustMoney,8,2025-08-06 22:28:32,mobile,https://debtbusters.co.za/apply,facebook.com,,,,22,0
1094,1583,JustMoney,24,2026-04-26 21:08:18,MOBILE,https://www.fasta.co.za/apply,email,gclid_ulhkfgzv6c,,502,20,0
1095,1077,JustMoney,60,2025-05-06 14:24:32,Desktop,https://debtbusters.co.za/apply,justmoney.co.za,,,1397,10,0
1096,1439,FASTA,20,2026-01-17 19:51:50,mobile,https://debtbusters.co.za/apply,facebook.com,,,1281,4,0
1097,37,FASTA,42,2025-04-12 19:03:16,desktop,https://justmoney.co.za/loans,email,,fbclid_xzwfm0iy1a,380,10,0
1098,490,FASTA,,2025-04-10 13:48:59,desktop,https://www.fasta.co.za/apply,,,,615,11,0
1099,430,FASTA,,2026-04-11 11:55:50,desktop,https://www.fasta.co.za/,,,,1070,25,0
1100,1455,FASTA,48,2025-03-02 19:39:08,Desktop,https://justmoney.co.za/loans,facebook.com,gclid_7u9d56tsyi,,,18,0
1101,1832,JustMoney,51,2025-04-10 15:52:06,Desktop,https://www.fasta.co.za/calculator,bing.com,gclid_3et55m37bz,,991,,0
1102,,FASTA,54,2025-12-20 10:48:30,MOBILE,https://www.fasta.co.za/apply,justmoney.co.za,,,,14,0
1103,1229,FASTA,31,2025-06-08 15:39:25,Tablet,https://justmoney.co.za/loans,,,,725,14,0
1104,1332,DebtBusters,9,2025-11-06 13:25:44,Tablet,https://justmoney.co.za/loans,instagram.com,,,995,24,0
1105,205,JustMoney,37,2025-07-01 12:55:38,Mobile,https://debtbusters.co.za/apply,justmoney.co.za,,,1333,24,0
1106,1714,FASTA,59,2025-10-16 12:13:26,Tablet,https://justmoney.co.za/loans,debtbusters.co.za,,,1324,,0
1107,772,JustMoney,46,2026-06-09 21:22:02,desktop,https://debtbusters.co.za/apply,justmoney.co.za,,,951,7,0
1108,863,FASTA,,2025-05-29 09:35:05,Desktop,https://www.fasta.co.za/,justmoney.co.za,gclid_6jl5es2e8b,,436,25,0
1109,934,FASTA,,2025-03-28 14:17:52,Desktop,https://www.fasta.co.za/,,,fbclid_130x30w3oq,422,3,0
1110,,FASTA,1,2026-02-27 21:09:03,,https://debtbusters.co.za/apply,,,,518,18,0
1111,510,FASTA,43,2025-12-23 20:01:36,Desktop,https://justmoney.co.za/loans,google.com,gclid_cgaes1o4jh,,1656,25,0
1112,241,DebtBusters,,2025-07-23 13:45:38,Desktop,https://justmoney.co.za/loans,,,,1322,7,0
1113,966,DebtBusters,,2025-04-12 11:44:12,mobile,https://www.fasta.co.za/,facebook.com,,,312,,0
1114,749,JustMoney,34,2026-01-31 20:48:19,Tablet,https://debtbusters.co.za/apply,email,gclid_f5ncc3ecba,,499,21,0
1115,1370,FASTA,,2025-04-05 07:08:54,Tablet,https://www.fasta.co.za/calculator,,,,1111,17,0
1116,1610,DebtBusters,37,2025-11-22 12:20:54,Desktop,https://www.fasta.co.za/apply,facebook.com,,,1181,3,0
1117,1576,JustMoney,33,2026-01-14 17:57:59,Tablet,https://www.fasta.co.za/apply,bing.com,,fbclid_3981zbw3yd,1328,6,0
1118,1097,FASTA,,2025-05-06 09:35:34,mobile,https://www.fasta.co.za/calculator,,,,1269,,0
1119,1872,DebtBusters,,2025-09-22 14:33:56,MOBILE,https://debtbusters.co.za/apply,,gclid_j5d6451pmb,,1364,9,0
1120,1267,JustMoney,,2025-01-19 10:55:50,Desktop,https://justmoney.co.za/loans,,gclid_2q8rvyykbu,,1500,25,0
1121,1912,FASTA,56,2025-02-18 22:53:03,,https://justmoney.co.za/loans,bing.com,,fbclid_4szgi5877o,1460,16,0
1122,1155,DebtBusters,39,2025-02-10 19:20:55,desktop,https://www.fasta.co.za/,bing.com,gclid_flhta43vjk,fbclid_fl2ofwvrtd,840,21,0
1123,717,FASTA,34,2025-10-04 17:47:31,mobile,https://justmoney.co.za/loans,google.com,,,1131,,1
